premise,hypothesis,label,output
"Even if the plane catches fire, why would it, it would, be burned and melted through the lead body, which emits radiation.","After the plane burns, radiation is emitted from the lead body.",entailment,Entailment
"Even if the plane catches fire, why would it, it would, be burned and melted through the lead body, which emits radiation.",the beam does not go out during a fire.,contradiction,Neutral
"this is clem francis, a retired united states air force major general.",The general officer is retired from the US Air Force.,entailment,Entailment
"this is clem francis, a retired united states air force major general.",The chief officer retired a few weeks ago.,neutral,Contradiction
"this is clem francis, a retired united states air force major general.",The U.S. Air Force Chief of Staff began his duties this week.,contradiction,Contradiction
He said that it is the case that two or three planes arrive in a week and I do not know where they will fly.,more than one flight per week.,entailment,Entailment
He said that it is the case that two or three planes arrive in a week and I do not know where they will fly.,Increased air traffic creates a problem.,neutral,Neutral
He said that it is the case that two or three planes arrive in a week and I do not know where they will fly.,no planes are flying in.,contradiction,Entailment
They've already trained in full-pressure suits and it's taken me a while to get into full-pressure suits.,Full pressure wear training takes up to three months to complete.,neutral,Neutral
They've already trained in full-pressure suits and it's taken me a while to get into full-pressure suits.,training to use full-pressure clothing takes more time.,entailment,Entailment
They've already trained in full-pressure suits and it's taken me a while to get into full-pressure suits.,"At the end of the day, we can train you on wearing full-pressure clothing.",contradiction,Entailment
I want to say that it is safe to carry the bomb in the air because it will not explode no matter how much it hits the ground.,The bomb was defused by the pilot of the aircraft.,neutral,Contradiction
I want to say that it is safe to carry the bomb in the air because it will not explode no matter how much it hits the ground.,There was no chance of the bomb exploding.,entailment,Entailment
I want to say that it is safe to carry the bomb in the air because it will not explode no matter how much it hits the ground.,The bomb was in danger of exploding.,contradiction,Entailment
And it sounds like exactly what I'm trying to do.,i'm not sure what that looks like to you.,contradiction,Neutral
And it sounds like exactly what I'm trying to do.,"Obviously, I'm trying to do that.",entailment,Entailment
And it sounds like exactly what I'm trying to do.,I'm trying to finish my project next week.,neutral,Neutral
"However, the animals are released on a regular basis, especially the goats.",the goats escaped from the nest every day.,neutral,Neutral
"However, the animals are released on a regular basis, especially the goats.",the goats often ran away.,entailment,Entailment
"However, the animals are released on a regular basis, especially the goats.",The goats are safely held.,contradiction,Neutral
"when we entered, the doors were locked.",all the doors were open.,contradiction,Contradiction
"when we entered, the doors were locked.",they had the keys.,neutral,Entailment
"when we entered, the doors were locked.","the doors were locked, but we entered.",entailment,Entailment
So I just had to take the total and try and try to guess that.,i'm sure all i need to solve this problem is the whole numbers.,neutral,Neutral
So I just had to take the total and try and try to guess that.,"I don't have the idea, given only the total, please give me more details to solve this problem.",contradiction,Neutral
So I just had to take the total and try and try to guess that.,i calculate based on the total.,entailment,Contradiction
And that's mostly because their mothers are on drugs.,his mother is a drug addict.,neutral,Entailment
And that's mostly because their mothers are on drugs.,The mothers are not prescribed any medication or taking any medication.,contradiction,Contradiction
And that's mostly because their mothers are on drugs.,mothers take drugs.,entailment,Entailment
"Yes, it's nice when it rains.",The rain doesn't rain.,neutral,Contradiction
"Yes, it's nice when it rains.",It's nice and rainy.,entailment,Entailment
"Yes, it's nice when it rains.",with endless sunlight is very bad.,contradiction,Neutral
"Oh, what is the value of human life, and is it possible or impossible to restore it?",All life is worth recovering and getting a second chance.,neutral,Neutral
"Oh, what is the value of human life, and is it possible or impossible to restore it?",no one deserves to be restored.,contradiction,Neutral
"Oh, what is the value of human life, and is it possible or impossible to restore it?",The life of a recovering man should be given a price.,entailment,Neutral
Oh brother you have a weird wiring problem over there,i've never seen such a wire problem before.,neutral,Entailment
Oh brother you have a weird wiring problem over there,The problem is not the wire.,contradiction,Contradiction
Oh brother you have a weird wiring problem over there,there is a problem with this unusual wire.,entailment,Entailment
"Sounds like a lot of fun. Yeah, it's amazing to me how much they allow.",i was not surprised that they were mild-tempered.,contradiction,Neutral
"Sounds like a lot of fun. Yeah, it's amazing to me how much they allow.","to my surprise, they let you go there with food and drink.",neutral,Neutral
"Sounds like a lot of fun. Yeah, it's amazing to me how much they allow.",i wonder what they might miss.,entailment,Neutral
"Oh, but anyway, anyway, my kids are now twenty-one and twenty-four, so I don't need to.",I don't want to because my kids are over twenty.,entailment,Entailment
"Oh, but anyway, anyway, my kids are now twenty-one and twenty-four, so I don't need to.",I may have to do it because they are close in age.,neutral,Contradiction
"Oh, but anyway, anyway, my kids are now twenty-one and twenty-four, so I don't need to.",I have to do this because they are both ten and eleven years old.,contradiction,Contradiction
"Yes, those who can be at work at any time, or those who can be distracted if they have to make decisions","yes, humans cannot make the best judgment call.",entailment,This is a neutral relationship. The premise does not directly support or contradict the hypothesis.
"Yes, those who can be at work at any time, or those who can be distracted if they have to make decisions","Yes, people who do not feel hungry",neutral,Neutral
"Yes, those who can be at work at any time, or those who can be distracted if they have to make decisions","Yes, people whose decision-making ability has never been impaired.",contradiction,Contradiction
"No, they're still on tour. They've been on tour since the late '60s.",they have been visiting since before 1970.,entailment,Entailment
"No, they're still on tour. They've been on tour since the late '60s.",they love to visit.,neutral,Neutral
"No, they're still on tour. They've been on tour since the late '60s.",they recently completed their visit.,contradiction,Contradiction
How can you do aerobics?,Can you explain how you do aerobics?,entailment,Entailment
How can you do aerobics?,I am interested in aerobics because I need some cardiovascular activity.,neutral,Neutral
How can you do aerobics?,please stop talking about aerobics.,contradiction,Contradiction
"Well, that's fine. I hadn't thought about it.",I made a stupid suggestion last week.,contradiction,Neutral
"Well, that's fine. I hadn't thought about it.",That's a good point.,entailment,Neutral
"Well, that's fine. I hadn't thought about it.",that is a good point.,neutral,Neutral
"Two days a week day care is provided for the elderly citizens, called day care, but she goes to the senior citizens center.",The day care is open daily only for children under five years of age.,contradiction,Contradiction
"Two days a week day care is provided for the elderly citizens, called day care, but she goes to the senior citizens center.",Older citizens are allowed to go out more than twice a week if they can afford it.,neutral,Contradiction
"Two days a week day care is provided for the elderly citizens, called day care, but she goes to the senior citizens center.",It is referred to as a day care facility for the elderly but is also referred to as a senior center.,entailment,Contradiction
"Oh, that was their goal.",This is what they were seeking .,entailment,Entailment
"Oh, that was their goal.",that's not what they wanted.,contradiction,Contradiction
"Oh, that was their goal.",reach their goals.,neutral,Entailment
Control of a weapon means using both hands,half of the guns are accidentally fired with one hand.,neutral,Contradiction
Control of a weapon means using both hands,the best way to keep a gun under control is to use both feet.,contradiction,Contradiction
Control of a weapon means using both hands,"if you want to practice handling a weapon, use both hands.",entailment,Entailment
And uh but if it came out of nowhere I don't know where it came from but,"I don't know where it came from, but it's fast.",entailment,Neutral
And uh but if it came out of nowhere I don't know where it came from but,"it will come soon, but i know where it might come from.",neutral,Neutral
And uh but if it came out of nowhere I don't know where it came from but,"he will come as a molasses, and i know exactly when he will come.",contradiction,Neutral
"No, I don't even think I know him very well.",i don't know much about him.,entailment,Entailment
"No, I don't even think I know him very well.",i'm not very good at love.,neutral,Entailment
"No, I don't even think I know him very well.",i have been studying it for years.,contradiction,Contradiction
"Yeah, she was great, you know.",I think she knows she's awesome.,neutral,Neutral
"Yeah, she was great, you know.","no, she was bad.",contradiction,Contradiction
"Yeah, she was great, you know.","yes, she was very good.",entailment,Entailment
"Yes, he suggested that we use the laundry as a substitute.",he proposed to buy the vacuum.,contradiction,Neutral
"Yes, he suggested that we use the laundry as a substitute.",he suggested a bath.,entailment,Contradiction
"Yes, he suggested that we use the laundry as a substitute.",he wanted to cleanse his blood with a sponge.,neutral,Neutral
very bad. there was a shooting on the highway three blocks from our house.,The shooting took place a few hundred miles from where i live.,contradiction,Entailment
very bad. there was a shooting on the highway three blocks from our house.,"the shooting took place near my house, so i was afraid to go outside.",neutral,Entailment
very bad. there was a shooting on the highway three blocks from our house.,"There was a shootout near my house, it's actually not good around here.",entailment,Entailment
It 's true . It 's true . It 's not true .,"I don't agree with you, he is very consistent.",contradiction,Contradiction
It 's true . It 's true . It 's not true .,You're probably right about the consistency.,neutral,Contradiction
It 's true . It 's true . It 's not true .,"you are right about that, because he is not consistent.",entailment,Contradiction
i'm trying to stay there.,I'm advising you to stay.,entailment,Neutral
i'm trying to stay there.,i'm doing the best i can.,neutral,Neutral
i'm trying to stay there.,i leave him and never look back.,contradiction,Contradiction
We are the gateway to the next technological age.,we are building the prerequisites for the future technological age.,entailment,Entailment
We are the gateway to the next technological age.,"We build transistors, so that our future is guided by artificial intelligence.",neutral,Neutral
We are the gateway to the next technological age.,we want to prevent technology from failing.,contradiction,Neutral
"for example, at high levels, all seeds turn purple.","At most, only half of the seeds turn purple.",contradiction,Contradiction
"for example, at high levels, all seeds turn purple.",the seeds also change color.,entailment,Entailment
"for example, at high levels, all seeds turn purple.","in some cases, the seeds are transformed into heavenly ones.",neutral,Neutral
Daniel yamins is a young mathematician.,Mr. Yamin is very good at math,entailment,Entailment
Daniel yamins is a young mathematician.,Mr. yamins' focus is on algebraic geometry.,neutral,Neutral
Daniel yamins is a young mathematician.,"Mr. Yamin is a great artist, but a bad mathematician.",contradiction,Neutral
"And if so, are they usually near that border?",i know they never travel near the border.,contradiction,Neutral
"And if so, are they usually near that border?","I want to know, are there many times in England?",neutral,Neutral
"And if so, are they usually near that border?",they wanted the speaker to explain how long they had been near the border.,entailment,Neutral
"And there is, I think, a molecular clue, which is that the biosphere is constantly building itself into a regime that can extend gene expression.",the biosphere changes dramatically.,entailment,Neutral
"And there is, I think, a molecular clue, which is that the biosphere is constantly building itself into a regime that can extend gene expression.",the biosphere changes with temperature.,neutral,Neutral
"And there is, I think, a molecular clue, which is that the biosphere is constantly building itself into a regime that can extend gene expression.",the biosphere will never change.,contradiction,Neutral
"By the way, an ordinary crystal of this size cannot store much information.",Regular crystals are a very high density data storage medium.,contradiction,Contradiction
"By the way, an ordinary crystal of this size cannot store much information.",Regular crystals are not very useful for data encoding.,entailment,Entailment
"By the way, an ordinary crystal of this size cannot store much information.",other types of crystals are particularly useful for capturing geographic information with laser beams.,neutral,Neutral
"In this regard, adults don't need to teach pretending as they sometimes do to help preschoolers handle puzzles or other similar tasks.",preschoolers are better at solving puzzles than they are at simulation games.,contradiction,Neutral
"In this regard, adults don't need to teach pretending as they sometimes do to help preschoolers handle puzzles or other similar tasks.",preschoolers don't need much help to learn how to imitate.,entailment,Entailment
"In this regard, adults don't need to teach pretending as they sometimes do to help preschoolers handle puzzles or other similar tasks.",Preschoolers do not have the necessary spatial modeling skills to solve puzzles on their own.,neutral,Neutral
[this country] was founded on freedom and the idea that all men are created equal.,"as a reminder, this idea is documented in several additional documents.",neutral,Entailment
[this country] was founded on freedom and the idea that all men are created equal.,some people believe that all people are equal.,entailment,Entailment
[this country] was founded on freedom and the idea that all men are created equal.,this country was founded on the belief that some people are naturally better than others.,contradiction,Contradiction
Should I give him more credit?,i'm sure i need to punch him in the face about his failures.,contradiction,Neutral
Should I give him more credit?,"i'm guessing, wondering if he deserves more than me.",entailment,Entailment
Should I give him more credit?,Should I thank him more for the piano play scene ?,neutral,Neutral
Circular network theories can be constructed in different dimensions.,Other dimensions can be used to construct circuit network theories.,entailment,Entailment
Circular network theories can be constructed in different dimensions.,Circuit networks are very useful for data storage technologies.,neutral,Neutral
Circular network theories can be constructed in different dimensions.,Circuit networks cannot be thought of in different dimensions.,contradiction,Contradiction
"(Anxiously) No, no, I don't want you to die!",I don't want you to die!,entailment,Entailment
"(Anxiously) No, no, I don't want you to die!",I don't care if you die!,contradiction,Contradiction
"(Anxiously) No, no, I don't want you to die!",i would be very upset if you died.,neutral,Entailment
"he was hanged in public in san jose, california, on march 19, 1875.",California carried out public executions until the end of 1875.,entailment,Contradiction
"he was hanged in public in san jose, california, on march 19, 1875.",he was cleared of all wrongdoing and sent on his way.,contradiction,Contradiction
"he was hanged in public in san jose, california, on march 19, 1875.",arrested for sedition and horse theft and hanged.,neutral,Entailment
a glittering green sea flows in the midst of chaos.,the sea was deep blue and smooth as glass.,contradiction,Contradiction
a glittering green sea flows in the midst of chaos.,the sea was full of small fish spraying on her boat.,neutral,Neutral
a glittering green sea flows in the midst of chaos.,the sea was green and bubbly.,entailment,Neutral
An entirely new legal system was waiting for the turmoil of the 1860's.,"by the 1870's, all legal systems had collapsed, and the country was in complete disarray.",contradiction,Contradiction
An entirely new legal system was waiting for the turmoil of the 1860's.,the 1860's were a turbulent time.,entailment,Entailment
An entirely new legal system was waiting for the turmoil of the 1860's.,The new legal system seeks to expand the rights of workers.,neutral,Neutral
"Any form of advanced thinking, he suggests, RST is first manifested in social networking, when the child and his or her cultural representatives engage in collaborative activity.",children do not have the capacity to share higher forms of thought.,contradiction,Entailment
"Any form of advanced thinking, he suggests, RST is first manifested in social networking, when the child and his or her cultural representatives engage in collaborative activity.",fishing is a popular activity in many cultures.,neutral,Neutral
"Any form of advanced thinking, he suggests, RST is first manifested in social networking, when the child and his or her cultural representatives engage in collaborative activity.",Sharing activities is sometimes useful for sharing higher types of thinking.,entailment,Entailment
"in some settlements, there were religious leaders called rezadors, or rezadoras, who led the community in prayer at funerals, on holy days, and when the priest was not present.",nonpriestly religious leaders were not present in all camps.,contradiction,Entailment
"in some settlements, there were religious leaders called rezadors, or rezadoras, who led the community in prayer at funerals, on holy days, and when the priest was not present.",some settlements had non-priestly religious leaders.,entailment,Entailment
"in some settlements, there were religious leaders called rezadors, or rezadoras, who led the community in prayer at funerals, on holy days, and when the priest was not present.",some religious leaders had black hair.,neutral,Neutral
"In social drama, opportunities to play and coordinate different roles may also help children understand the similarities and differences between people in terms of interests, beliefs, and feelings.",children learn how people are alike and different.,entailment,Entailment
"In social drama, opportunities to play and coordinate different roles may also help children understand the similarities and differences between people in terms of interests, beliefs, and feelings.",children can see how different races are.,neutral,Entailment
"In social drama, opportunities to play and coordinate different roles may also help children understand the similarities and differences between people in terms of interests, beliefs, and feelings.",children cannot learn anything.,contradiction,Entailment
"Germany's post-war constitutional system, which was the supreme virtue of the Nazi regime, was the most damaging.",the nazi regime allowed it.,contradiction,Contradiction.
"Germany's post-war constitutional system, which was the supreme virtue of the Nazi regime, was the most damaging.",the nazi regime executed all those involved.,neutral,Contradiction
"Germany's post-war constitutional system, which was the supreme virtue of the Nazi regime, was the most damaging.",he ended the nazist regime.,entailment,Contradiction
Sonja's son began to imitate her daughter's rage.,No one was angry.,contradiction,Contradiction
Sonja's son began to imitate her daughter's rage.,Sonja is a girl.,entailment,Contradiction
Sonja's son began to imitate her daughter's rage.,sonja was furious.,neutral,Entailment
"6 In the run-up to the fifty-five year civil war, the court made little use of this power.","in the decades leading up to the civil war, the court occasionally exercised this power.",entailment,Contradiction
"6 In the run-up to the fifty-five year civil war, the court made little use of this power.",The court exercised this power 4 times in the fifty-five years leading up to the Civil War.,neutral,Contradiction
"6 In the run-up to the fifty-five year civil war, the court made little use of this power.",The court exercised this power 5 million times in the fifty-five years leading up to the Civil War.,contradiction,Contradiction
"i assure you, my lord, that i know everything well.",I am telling you that I have been given knowledge of all things .,entailment,Entailment
"i assure you, my lord, that i know everything well.",it was about the death of the detective.,neutral,Neutral
"i assure you, my lord, that i know everything well.",There are many details that have been hidden from me.,contradiction,Contradiction
The voices interrupted Captain Blood's angry thoughts.,captain blood was able to think freely in his confused thoughts.,contradiction,Entailment
The voices interrupted Captain Blood's angry thoughts.,Captain Blood's ideas were interrupted by some voices.,entailment,Entailment
The voices interrupted Captain Blood's angry thoughts.,The dog's scream made the captain unexpectedly nervous.,neutral,Neutral
"But I cannot forget that when I was a slave in your uncle's house in Barbados, you treated me with some kindness.",she treated me kindly when i was a slave in barbados.,entailment,Entailment
"But I cannot forget that when I was a slave in your uncle's house in Barbados, you treated me with some kindness.","You were incredibly cruel to me, and you treated me like crap.",contradiction,Contradiction
"But I cannot forget that when I was a slave in your uncle's house in Barbados, you treated me with some kindness.",your uncle beat me badly every day when he had his own.,neutral,Entailment
"less than two miles [three kilometers] away, the western horizon was lined with a bright green wall.",green landscape in view.,entailment,Entailment
"less than two miles [three kilometers] away, the western horizon was lined with a bright green wall.",the island they were approaching was deserted.,neutral,Neutral
"less than two miles [three kilometers] away, the western horizon was lined with a bright green wall.","from a distance, they could see no land; they could only see the endless sea.",contradiction,Entailment
"I am His Majesty's messenger in these wicked lands, and a close relative of Lord Sunderland.","his majesty has messengers, and i am one of them.",entailment,Entailment
"I am His Majesty's messenger in these wicked lands, and a close relative of Lord Sunderland.","about a week ago, his majesty sent me here.",neutral,Entailment
"I am His Majesty's messenger in these wicked lands, and a close relative of Lord Sunderland.",I refuse his majesty's order.,contradiction,Entailment
"""i owe you"", he said, ""or so i thought"".",he never thought that he owed you anything.,contradiction,Contradiction
"""i owe you"", he said, ""or so i thought"".","as a penniless merchant, he owed you for your help.",neutral,Entailment
"""i owe you"", he said, ""or so i thought"".",she feels that you owe her something.,entailment,Entailment
"I needed to know more than to come, so I approached Jamaica at night.","after sundown, i sailed to nearby jamaica.",entailment,Contradiction
"I needed to know more than to come, so I approached Jamaica at night.",i traveled to jamaica on a big boat.,neutral,Neutral
"I needed to know more than to come, so I approached Jamaica at night.",my husband and i arrived in jamaica in broad daylight.,contradiction,Contradiction
"As he lay there in his day-bed, his thoughts were on this and other things.","bleed slept during the day, dreaming without thinking.",contradiction,Neutral
"As he lay there in his day-bed, his thoughts were on this and other things.",Bled was sleeping and meditating.,entailment,Neutral
"As he lay there in his day-bed, his thoughts were on this and other things.",bleed thought deeply about the last time he saw his mother.,neutral,Neutral
"Of course, then, I will tell you.",well then i will tell you about it.,entailment,Entailment
"Of course, then, I will tell you.",i won't say a word to you.,contradiction,Contradiction
"Of course, then, I will tell you.",i'm only telling you because you promised not to do it again.,neutral,Entailment
Ah! and what way could it be?,someone is asking for directions.,entailment,Neutral
Ah! and what way could it be?,"the one who asked the question was alone, and there was no one around to consult him.",contradiction,Neutral
Ah! and what way could it be?,the questioner is bored and wants to know the way immediately.,neutral,Neutral
i do not accept the king's commission lightly.,it would be against my moral standards to deliver the king's message.,neutral,Entailment
i do not accept the king's commission lightly.,i thought carefully about the king's message.,entailment,Entailment
i do not accept the king's commission lightly.,i thoughtlessly signed the letter of permission to deliver the king's message.,contradiction,Contradiction
understand the urgency of the situation.,he realized that he had all day to relax.,contradiction,Contradiction
understand the urgency of the situation.,he knew that he had to act quickly.,entailment,Entailment
understand the urgency of the situation.,he would have stayed in the same place.,neutral,Neutral
"However, she said that for the past three years, she has been what she should have been and done what she should have done, but now with no previous remorse, she said with sadness.",she didn't like that she had killed so many men in the last three years.,neutral,Contradiction
"However, she said that for the past three years, she has been what she should have been and done what she should have done, but now with no previous remorse, she said with sadness.",she talks enthusiastically about his adventures and personality.,contradiction,Contradiction
"However, she said that for the past three years, she has been what she should have been and done what she should have done, but now with no previous remorse, she said with sadness.",she spoke in a sad voice.,entailment,Entailment
i guess that's out of fashion for people like you.,i think that's what people like you do.,entailment,Contradiction
i guess that's out of fashion for people like you.,i have read about your people and their culture.,neutral,Contradiction
i guess that's out of fashion for people like you.,i thought this was unusual for people like you.,contradiction,Contradiction
The shadows covered her face.,a huge smile spread across her face.,contradiction,Contradiction
The shadows covered her face.,she felt a tingling sensation in her belly.,neutral,Neutral
The shadows covered her face.,I sat down on her face.,entailment,Contradiction
"she recognized him with her bright eyes, but when she saw his sad face and the deep grief that had scarred his face, her own expression changed.","when she saw his face, her expression changed.",entailment,Entailment
"she recognized him with her bright eyes, but when she saw his sad face and the deep grief that had scarred his face, her own expression changed.","when she saw the anguish on her face, her face brightened.",contradiction,Contradiction
"she recognized him with her bright eyes, but when she saw his sad face and the deep grief that had scarred his face, her own expression changed.",she did not know that he was angry with her.,neutral,Neutral
he walked slowly through the corner of the wall and through the main gate into the courtyard.,"the main gates were locked, so he climbed up the wall into the courtyard.",contradiction,Contradiction
he walked slowly through the corner of the wall and through the main gate into the courtyard.,the great gates were the only entrance to the courtyard.,neutral,Contradiction
he walked slowly through the corner of the wall and through the main gate into the courtyard.,large entrances led to the courtyard.,entailment,Entailment
"they will bring you to the place of torture, no doubt, he said with contempt.",he thought a man was about to be impaled.,entailment,Entailment
"they will bring you to the place of torture, no doubt, he said with contempt.",he was the police officer who caught the thief.,neutral,Contradiction
"they will bring you to the place of torture, no doubt, he said with contempt.",he whispered how to escape from prison.,contradiction,Entailment
how could i be loyal to them? in negotiation.,I couldn't bring myself to control them.,entailment,Neutral
how could i be loyal to them? in negotiation.,"the moment i see them, i control them.",contradiction,Neutral
how could i be loyal to them? in negotiation.,"if they had been late, i would not have forgiven myself.",neutral,Neutral
I've been chasing him for the past year.,"unbeknownst to him, i watched him closely for about a year.",neutral,Entailment
I've been chasing him for the past year.,i only watched it for about a week.,contradiction,Contradiction
I've been chasing him for the past year.,I have been following him for the past year.,entailment,Entailment
The museum is strong on catalogues or accounts.,The museum doesn't like the label.,neutral,Neutral
The museum is strong on catalogues or accounts.,The museum is a fan of brochures.,entailment,Neutral
The museum is strong on catalogues or accounts.,the museum's strong point is its catalogues.,contradiction,Entailment
These open-air markets are the most attractive places to shop in Beijing itself.,Beijing has an open-air market with many attractive shops.,entailment,Entailment
These open-air markets are the most attractive places to shop in Beijing itself.,Beijing's open-air markets are among the most attractive in the world.,neutral,Entailment
These open-air markets are the most attractive places to shop in Beijing itself.,Beijing's strict rules prohibit open-air markets within the city limits.,contradiction,Contradiction
"The largest bay on the northwest coast makes it a good port, but both the water and the shoreline can be dirty.",The water and the beach are always clean.,contradiction,Contradiction
"The largest bay on the northwest coast makes it a good port, but both the water and the shoreline can be dirty.",the water and the shoreline could be dirty.,entailment,Entailment
"The largest bay on the northwest coast makes it a good port, but both the water and the shoreline can be dirty.",the water is polluted.,neutral,Entailment
"those skyscrapers were banks, and the street where they stood was nicknamed the mila de oro, or golden mile.",None of the skyscrapers on the golden mile are banks.,contradiction,Contradiction
"those skyscrapers were banks, and the street where they stood was nicknamed the mila de oro, or golden mile.",the skyscrapers on the golden mile are banks.,entailment,Entailment
"those skyscrapers were banks, and the street where they stood was nicknamed the mila de oro, or golden mile.","The skyscrapers on the Golden Mile are various types of businesses, including banks.",neutral,Entailment
"In world war ii, the british commonwealth air training program used the safe airspace of canada to train pilots for battle.",Canada had a safer sky.,entailment,Entailment
"In world war ii, the british commonwealth air training program used the safe airspace of canada to train pilots for battle.",Canada's skies are clear of images.,neutral,Neutral
"In world war ii, the british commonwealth air training program used the safe airspace of canada to train pilots for battle.",Canada's skies were more dangerous.,contradiction,Contradiction
"And even though they know that their beautiful beaches are no longer theirs, they remain tolerant and helpful.",They are now bitter and offensive to everyone because they have to share the coast.,contradiction,Contradiction
"And even though they know that their beautiful beaches are no longer theirs, they remain tolerant and helpful.",Now they have to share the beach with other people.,entailment,Entailment
"And even though they know that their beautiful beaches are no longer theirs, they remain tolerant and helpful.",they once had a 500-mile coastline.,neutral,Neutral
"Kublai Khan established his fortune in 1279 on the shores of Beijing's Beihai Lake, some of the imperial treasures are still on display today.",Kublai Khan established wealth in Taiwan.,contradiction,Contradiction
"Kublai Khan established his fortune in 1279 on the shores of Beijing's Beihai Lake, some of the imperial treasures are still on display today.",kublai khan has a large fortune in beijing.,entailment,Entailment
"Kublai Khan established his fortune in 1279 on the shores of Beijing's Beihai Lake, some of the imperial treasures are still on display today.",kublai khan was a highly respected man.,neutral,Neutral
"Only Protestant schools admitted their children, Eastern European Jews graduated to the wealthy Westmount or emigrated again to Toronto.",eastern european jews get along well with everyone.,contradiction,Contradiction
"Only Protestant schools admitted their children, Eastern European Jews graduated to the wealthy Westmount or emigrated again to Toronto.",Jews are not wanted by the rest of society.,neutral,Entailment
"Only Protestant schools admitted their children, Eastern European Jews graduated to the wealthy Westmount or emigrated again to Toronto.",the jews were easily integrated into the anglo community.,entailment,Contradiction
"if possible, get to know the plot beforehand.",Don't get involved in the plot early; later it will ruin the fun.,contradiction,Entailment
"if possible, get to know the plot beforehand.","if you can, try to understand the plot beforehand.",entailment,Entailment
"if possible, get to know the plot beforehand.","if you understand the plot of the book, the lesson will be easier for you.",neutral,Entailment
"The tombs are made of marble and are 27 metres (88 ft) deep underground, covering 1,200 square metres (13,000 sq ft).",It is buried more than 20 meters underground.,entailment,Entailment
"The tombs are made of marble and are 27 metres (88 ft) deep underground, covering 1,200 square metres (13,000 sq ft).",he was an important public figure.,neutral,Entailment
"The tombs are made of marble and are 27 metres (88 ft) deep underground, covering 1,200 square metres (13,000 sq ft).",his tombs are made of wood.,contradiction,Contradiction
Remember to hide all movable belongings from the monkeys.,hide your possessions from the monkeys.,entailment,Entailment
Remember to hide all movable belongings from the monkeys.,"The monkeys are very demanding of many things, including your possessions.",neutral,Entailment
Remember to hide all movable belongings from the monkeys.,There is no need to hide your possessions from monkeys.,contradiction,Contradiction
"Some 1,400 years before my wife's palace was built, milreau was the home of a prominent man.",The mill is 10 miles away from anything.,neutral,Neutral
