premise,hypothesis,label,output
"I mean, they had about five children, one of whom died.",Babies that die are born with disabilities.,neutral,Neutral
"She cried as tears flowed from her eyes and cried, then cried Joe on the balcony.",She told him to cover the porch with tears in her eyes.,entailment,Contradiction
"She cried as tears flowed from her eyes and cried, then cried Joe on the balcony.",She quickly wiped away the tears after pulling Joe off the balcony.,contradiction,Contradiction
"She cried as tears flowed from her eyes and cried, then cried Joe on the balcony.",She began to weep over the joy of seeing Joe.,neutral,Contradiction
"Even if the plane caught fire, which is why, it would, uh, burn up and melt through the lead part because the steam was out.",It may also contain steam during the fire.,neutral,Contradiction
"Even if the plane caught fire, which is why, it would, uh, burn up and melt through the lead part because the steam was out.",Smoke would escape from the lead component after the plane burned.,entailment,Contradiction
"Even if the plane caught fire, which is why, it would, uh, burn up and melt through the lead part because the steam was out.",The smoke will not go out during the fire.,contradiction,Contradiction
"This is Chief Security Officer Francis, retired from the United States Air Force.",The general is retired from the United States Air Force.,entailment,Entailment.
"This is Chief Security Officer Francis, retired from the United States Air Force.",The Chief of Defence Staff retired a few weeks ago.,neutral,Contradiction
"This is Chief Security Officer Francis, retired from the United States Air Force.",The Chief of Staff of the United States Air Force began his duties this week.,contradiction,Contradiction
Dan Haka had two or three flights a week and I didn't know where they were going.,More than one flight arrives each week.,entailment,Entailment
Dan Haka had two or three flights a week and I didn't know where they were going.,There are difficulties in this increasing traffic.,neutral,Neutral
Dan Haka had two or three flights a week and I didn't know where they were going.,There would be no planes.,contradiction,Neutral
They had already been trained on the protective gear of the aircraft and it took me a while to install the protective gear.,It took three months to complete the training to use the pilot's protective suit.,neutral,Contradiction
They had already been trained on the protective gear of the aircraft and it took me a while to install the protective gear.,Training pilots to wear protective gear takes a long time.,entailment,Entailment
They had already been trained on the protective gear of the aircraft and it took me a while to install the protective gear.,We can provide you with training on how to use the suit before the end of today's tour.,contradiction,Entailment
I would like to say that there is no danger of getting into the bomb because it will not explode no matter how it is hit.,The pilot deactivated the bomb.,neutral,Contradiction
I would like to say that there is no danger of getting into the bomb because it will not explode no matter how it is hit.,The bomb has no chance of taking off.,entailment,Neutral
I would like to say that there is no danger of getting into the bomb because it will not explode no matter how it is hit.,There was a great danger of the bomb exploding.,contradiction,Contradiction
And was it done as I was trying to do?,I didn't know he did this to you.,contradiction,Neutral
And was it done as I was trying to do?,"I'm trying to do this, you see.",entailment,Entailment
And was it done as I was trying to do?,I want to finish my work next week.,neutral,Neutral
"Nevertheless, the animals are always predatory, especially the eagles.",The goats are running away from the herd.,neutral,Neutral
"Nevertheless, the animals are always predatory, especially the eagles.",They usually run away.,entailment,Contradiction
"Nevertheless, the animals are always predatory, especially the eagles.",The orphans are safe and secure.,contradiction,Neutral
The doors were locked when we were inside.,All the doors are open.,contradiction,Contradiction
The doors were locked when we were inside.,We carry the keys with us.,neutral,Entailment
The doors were locked when we were inside.,We stayed inside even though the doors were locked.,entailment,Entailment
So I had to take them one by one and try to figure it out like this.,I am confident that I will take the time to resolve this matter.,neutral,Neutral
So I had to take them one by one and try to figure it out like this.,"I couldn't understand anything even if I took them all, but God gave me some more information to solve this problem.",contradiction,Neutral
So I had to take them one by one and try to figure it out like this.,I am going to list it all.,entailment,Neutral
And often it is the result of alcoholic fathers.,The women's mothers were alcoholics.,neutral,Contradiction
And often it is the result of alcoholic fathers.,Mothers should not take any medication or pills.,contradiction,Neutral
And often it is the result of alcoholic fathers.,The mothers of the wives were taking pills.,entailment,Neutral
"Yes, it is a delightful rainfall.",I didn't care about the water.,neutral,Contradiction
"Yes, it is a delightful rainfall.",The water was delicious.,entailment,Contradiction
"Yes, it is a delightful rainfall.",It is repugnant to the intense heat of the sun.,contradiction,Neutral
"Oh, a person's life is precious and you can change another person's life or even your own.",All humans deserve to be restored to life and given a second chance.,neutral,Entailment
"Oh, a person's life is precious and you can change another person's life or even your own.",No one deserves to be corrected.,contradiction,This is a contradiction.
"Oh, a person's life is precious and you can change another person's life or even your own.","Even if it does not change a life, it is a life worth living.",entailment,Entailment
"Oh me, you have some kind of writing problem.",I had never seen such a problem with typing before.,neutral,Contradiction
"Oh me, you have some kind of writing problem.",The problem was not the writing.,contradiction,Contradiction
"Oh me, you have some kind of writing problem.",There was a problem with this type of writing.,entailment,Entailment
"You seem to have enjoyed, Yes, it's amazing what they left behind.",I was not surprised that they were so humble.,contradiction,Neutral
"You seem to have enjoyed, Yes, it's amazing what they left behind.",I was amazed that they let you take food and drink inside.,neutral,Neutral
"You seem to have enjoyed, Yes, it's amazing what they left behind.",I was wondering what they could find without an anchor.,entailment,Neutral
"oh but still um kids are now twenty-one and twenty-four, so I don't have to.",I don't have to because the kids are now in their 20's.,entailment,Entailment
"oh but still um kids are now twenty-one and twenty-four, so I don't have to.",I can do that since they're good.,neutral,Neutral
"oh but still um kids are now twenty-one and twenty-four, so I don't have to.","You must, since they are both ten and eleven years of age.",contradiction,Contradiction
"Yes, people who can work at any time or when they have to make decisions are deceived.","Yes, people who can't decide right away",entailment,Contradiction
"Yes, people who can work at any time or when they have to make decisions are deceived.","Yes, people who are not hungry.",neutral,Neutral
"Yes, people who can work at any time or when they have to make decisions are deceived.","Yes, people with no mental disabilities whatsoever.",contradiction,Contradiction
"No, they're still wandering, they've been wandering since the end of 1,960.",They had been touring since before 1970.,entailment,Contradiction
"No, they're still wandering, they've been wandering since the end of 1,960.",They enjoy sightseeing.,neutral,Neutral
"No, they're still wandering, they've been wandering since the end of 1,960.",These were the last days of their extensive tour.,contradiction,Contradiction
He is going to exercise.,You can explain how exercise is done.,entailment,Neutral
He is going to exercise.,I like to exercise because I need my blood vessels to open.,neutral,Neutral
He is going to exercise.,The Son of God should stop talking about this sport.,contradiction,Neutral
"Well, that's good, yeah I haven't thought about it.",That was a bad suggestion that I had abandoned last week.,contradiction,Neutral
"Well, that's good, yeah I haven't thought about it.",That was a good suggestion.,entailment,Neutral
"Well, that's good, yeah I haven't thought about it.",The controversy you mentioned is a good point,neutral,Neutral
"The two-day-a-week nursing home was called a nursing home, but she went to a nursing home.",The nursery is open daily for children under five years of age only.,contradiction,Contradiction
"The two-day-a-week nursing home was called a nursing home, but she went to a nursing home.",They allow them to go more than twice a week if the elders can.,neutral,Contradiction
"The two-day-a-week nursing home was called a nursing home, but she went to a nursing home.",They called it a nursing home but it was called a senior center.,entailment,Contradiction
That's what they want.,That is what they strive to do.,entailment,Neutral
That's what they want.,They do not need it.,contradiction,Neutral
That's what they want.,They achieved their goal.,neutral,Neutral
Gun control is the use of both hands.,Half of the shootings occurred by holding the gun with one hand.,neutral,Contradiction
Gun control is the use of both hands.,The best way to get better at gun control is to use both wheels.,contradiction,Contradiction
Gun control is the use of both hands.,You have to use both hands to handle a gun.,entailment,Entailment.
And uh but suddenly the hair from somewhere I don't know where it came from but.,I don't know where it came from but it came so fast.,entailment,Entailment
And uh but suddenly the hair from somewhere I don't know where it came from but.,He came quickly but seemed to know where he could come from.,neutral,Neutral
And uh but suddenly the hair from somewhere I don't know where it came from but.,"It comes slowly, and I know exactly when it comes.",contradiction,Neutral
"No, and I honestly don't even know him, I don't.",I don't know much.,entailment,Contradiction
"No, and I honestly don't even know him, I don't.",I don't know anything about love.,neutral,Neutral
"No, and I honestly don't even know him, I don't.",I have been studying with her for many years.,contradiction,Contradiction
"Yeah, she's good, you know her.",I thought she knew she had met him.,neutral,Neutral
"Yeah, she's good, you know her.","No, it is not dignified.",contradiction,Neutral
"Yeah, she's good, you know her.","Yes, she was very kind.",entailment,Neutral
"Yes, he recommends that you get a bucket like that that you can use.",He suggested buying a garbage disposal.,contradiction,Neutral
"Yes, he recommends that you get a bucket like that that you can use.",He suggested finding a ground sweeper.,entailment,Neutral
"Yes, he recommends that you get a bucket like that that you can use.",He wanted to wipe the blood off with a towel.,neutral,Neutral
"There was a lot of turmoil here, and three shots were fired at our house.",It was at least 60 miles [100 km] from where I lived.,contradiction,Contradiction
"There was a lot of turmoil here, and three shots were fired at our house.","Shots were fired around my house, and I was afraid to go outside.",neutral,Entailment
"There was a lot of turmoil here, and three shots were fired at our house.","Shots were fired near my house, and it was really uncomfortable to live there.",entailment,Entailment
"Uh-huh, really, it doesn't get much of an uh.","I do not believe, the accuracy is well known.",contradiction,Neutral
"Uh-huh, really, it doesn't get much of an uh.",I thought you were right about the adjustment.,neutral,Neutral
"Uh-huh, really, it doesn't get much of an uh.",You're right about his inconsistency.,entailment,Neutral
I try to be patient for a while.,I try to cope.,entailment,Entailment
I try to be patient for a while.,I can do my best.,neutral,Neutral
I try to be patient for a while.,I will leave you and never look back.,contradiction,Neutral
We have stored our information in the latest technology.,We build what is needed by the most advanced technician.,entailment,Neutral
We have stored our information in the latest technology.,"We've built transistors, an innovative AI technology that controls our future.",neutral,Neutral
We have stored our information in the latest technology.,We want to stop technology from advancing.,contradiction,Contradiction
"For example, at maturity, all cells turn purple.","At maturity, only half of the cells turn purple.",contradiction,Contradiction
"For example, at maturity, all cells turn purple.",It is possible for all genes to change color.,entailment,Contradiction
"For example, at maturity, all cells turn purple.",Sometimes the cells turn blue as well.,neutral,Contradiction
Daniel Yamins was a zealous young mathematician.,Mr. Yamins is a renowned mathematician.,entailment,Neutral
Daniel Yamins was a zealous young mathematician.,Mr. Yamins focused on algebraic geometry.,neutral,Neutral
Daniel Yamins was a zealous young mathematician.,The elderly Mr. Yamins was an engineer but could not do mathematics.,contradiction,Neutral
"And if so, do they often get close to the limit?",They have never even come close to the border.,contradiction,Neutral
"And if so, do they often get close to the limit?","I wonder, do they often visit England?",neutral,Neutral
"And if so, do they often get close to the limit?",The speaker wanted to know more about how often they came near the border.,entailment,Neutral
"And here, I think, there's a slight indication that the Earth's part of life is continuing to evolve itself to sustain life.",The earth's habitat is constantly changing.,entailment,Entailment
"And here, I think, there's a slight indication that the Earth's part of life is continuing to evolve itself to sustain life.",The earth's ecosystems are subject to changing climates.,neutral,Entailment
"And here, I think, there's a slight indication that the Earth's part of life is continuing to evolve itself to sustain life.",The earth's composition of living things does not change.,contradiction,Contradiction
"With this crossing, the crystal today does not count data.",The crystal of the future is the outer layer of information.,contradiction,Neutral
"With this crossing, the crystal today does not count data.",Today's crystals are useless for calculating data.,entailment,Entailment
"With this crossing, the crystal today does not count data.",There are other types of glass that are particularly useful for surveying data using light beams.,neutral,Neutral
"Hence, adults do not need to instruct pre-school children in detail, as they sometimes do when helping them learn a game of cricket or something similar.",Children who are too young to go to school are naturally better at playing cricket than at playing non-playing cricket.,contradiction,Neutral
"Hence, adults do not need to instruct pre-school children in detail, as they sometimes do when helping them learn a game of cricket or something similar.",Pre-school children do not need help in learning how to play the role of me.,entailment,Neutral
"Hence, adults do not need to instruct pre-school children in detail, as they sometimes do when helping them learn a game of cricket or something similar.",Children of school age do not have the skills to solve a puzzle themselves.,neutral,Contradiction
[This nation] was born with freedom and self-sacrifice and the idea that all men are equal.,Several writings on this view have been added to many other publications.,neutral,Neutral
[This nation] was born with freedom and self-sacrifice and the idea that all men are equal.,Some people believe that all people are equal.,entailment,Entailment
[This nation] was born with freedom and self-sacrifice and the idea that all men are equal.,This nation was built on the belief that some people were inherently superior to others.,contradiction,Contradiction
Do I give him more commendation?,I'm sure I beat him up for his failures.,contradiction,Neutral
Do I give him more commendation?,I wondered if he needed more commendation from me.,entailment,Entailment
Do I give him more commendation?,Do I often praise him for his piano playing?,neutral,Neutral
The principles of the Spin equation can be constructed in a variety of ways.,Different formulations can be used to construct a satisfactory spin theory.,entailment,Entailment
The principles of the Spin equation can be constructed in a variety of ways.,Spin networks are very useful in information retrieval technology.,neutral,Neutral
The principles of the Spin equation can be constructed in a variety of ways.,Spin networking is not possible in any other way.,contradiction,Neutral
"(Deeply distressed) No, no, I don't want you to die.",I don't want you to die!,entailment,Entailment
"(Deeply distressed) No, no, I don't want you to die.",I don't care if you die.,contradiction,Contradiction
"(Deeply distressed) No, no, I don't want you to die.",I'd be devastated if you died.,neutral,Entailment
"He was publicly hanged on March 19, 1875, in San Jose, California.",California carried out public executions by hanging until the end of 1875.,entailment,Entailment
"He was publicly hanged on March 19, 1875, in San Jose, California.",He was cleared of all charges and released.,contradiction,Contradiction
"He was publicly hanged on March 19, 1875, in San Jose, California.",He was hanged for sedition and horse theft.,neutral,Entailment
"During the confusion, the ocean slowly gives off a green glow.",The sea was blue-green and smooth as glass.,contradiction,Entailment
"During the confusion, the ocean slowly gives off a green glow.",The sea was full of small fish that were scaling the hull.,neutral,Neutral
"During the confusion, the ocean slowly gives off a green glow.","The color of the sea was green, and it appeared to bubble.",entailment,Neutral
An entirely new legal system attempted to suppress the riots of the 1860s.,By the 1870s all legal remedies were ineffective and the country as a whole was in disarray.,contradiction,Entailment
An entirely new legal system attempted to suppress the riots of the 1860s.,The 1860's were a turbulent time.,entailment,Entailment
An entirely new legal system attempted to suppress the riots of the 1860s.,The new law of the judiciary also extended workers' rights.,neutral,Neutral
"Any such thoughts, he argues, begin to emerge during conversations between children and their representative in the ritual when they are doing something together.",Children do not have the ability to express deep thoughts.,contradiction,Neutral
"Any such thoughts, he argues, begin to emerge during conversations between children and their representative in the ritual when they are doing something together.",Fishing is one of the most popular activities in which different cultures converge.,neutral,Neutral
"Any such thoughts, he argues, begin to emerge during conversations between children and their representative in the ritual when they are doing something together.",Sharing common activities sometimes helps to deepen meditation.,entailment,Neutral
"In some neighborhoods there are rezadores, or rezadoras, the clergy who preside over funeral prayers, religious ceremonies, and whenever the priest of the synagogue is absent.",In all the neighborhoods there were no clergy who were not clergy.,contradiction,Entailment
"In some neighborhoods there are rezadores, or rezadoras, the clergy who preside over funeral prayers, religious ceremonies, and whenever the priest of the synagogue is absent.",Some neighborhoods had clergymen who were not religious.,entailment,Contradiction
"In some neighborhoods there are rezadores, or rezadoras, the clergy who preside over funeral prayers, religious ceremonies, and whenever the priest of the synagogue is absent.",Some of the clergy had dark hair.,neutral,Neutral
"In learning plays, the ability to play and to adapt to given situations can help children to see the similarities and differences between people in what they like, what they are interested in and what they believe.",Children can learn about the similarities and differences between people.,entailment,Entailment
"In learning plays, the ability to play and to adapt to given situations can help children to see the similarities and differences between people in what they like, what they are interested in and what they believe.",Children can sense the differences between different races.,neutral,Entailment
"In learning plays, the ability to play and to adapt to given situations can help children to see the similarities and differences between people in what they like, what they are interested in and what they believe.",Children do not understand everything.,contradiction,Neutral
One of the greatest achievements of postwar Germany was the devastating defeat suffered by the Nazi regime.,The Nazi regime did just that.,contradiction,Entailment
One of the greatest achievements of postwar Germany was the devastating defeat suffered by the Nazi regime.,The Nazi regime executed anyone involved in it.,neutral,Neutral
One of the greatest achievements of postwar Germany was the devastating defeat suffered by the Nazi regime.,It was banned by the Nazi government.,entailment,Neutral
A young girl named Sonja began to imitate the girl's boasting.,No one is afraid.,contradiction,Neutral
A young girl named Sonja began to imitate the girl's boasting.,Sonja is a child.,entailment,Entailment
A young girl named Sonja began to imitate the girl's boasting.,Sonja was upset.,neutral,Neutral
"6 in the fifty-five years leading up to the civil war, Koto exercised little of its power.",From time to time the koto has used its power for decades to provoke civil wars.,entailment,Neutral
"6 in the fifty-five years leading up to the civil war, Koto exercised little of its power.",The court exercised this power four times in fifty-five years which led to civil war.,neutral,Contradiction
"6 in the fifty-five years leading up to the civil war, Koto exercised little of its power.",The court exercised this power 5 million times in fifty-five years which triggered civil war.,contradiction,Contradiction
"I assure you, Sir, I have all the details.",I have found understanding in all things.,entailment,Neutral
"I assure you, Sir, I have all the details.",I got information about the death of a private investigator.,neutral,Entailment
"I assure you, Sir, I have all the details.",There were other details that were kept from me.,contradiction,Contradiction
The noise prevented Captain Blood from thinking.,Captain Blood had a chance to reflect on the unpleasantness without interrupting the program.,contradiction,Entailment
The noise prevented Captain Blood from thinking.,Captain Blood's thoughts were interrupted by a noise.,entailment,Entailment
The noise prevented Captain Blood from thinking.,The roar of the cockroach stunned the captain.,neutral,Neutral
But I will never forget the kindness you showed me when I was a slave in Barbados at your uncle's house.,You were kind to me when I was a slave in Barbados.,entailment,Entailment
But I will never forget the kindness you showed me when I was a slave in Barbados at your uncle's house.,You have oppressed me and despised me more than dirt.,contradiction,Contradiction
But I will never forget the kindness you showed me when I was a slave in Barbados at your uncle's house.,"Your uncle always cared about me, when he was with me.",neutral,Entailment
"Looking up, less than three miles away, there is a flat - curved wall with a pale green color that fills the western wall.",Desirable soils can be discovered.,entailment,Neutral
"Looking up, less than three miles away, there is a flat - curved wall with a pale green color that fills the western wall.",No one lives on the island we are visiting.,neutral,Neutral
"Looking up, less than three miles away, there is a flat - curved wall with a pale green color that fills the western wall.","For miles around, they could not see any land, except for an unlimited amount of water.",contradiction,Neutral
I am the king's representative in this disgraceful office and the Lord Sunderland is my cousin and representative,"He had representatives, and I was one of them.",entailment,Entailment
I am the king's representative in this disgraceful office and the Lord Sunderland is my cousin and representative,The King sent me here about a week ago.,neutral,Neutral
I am the king's representative in this disgraceful office and the Lord Sunderland is my cousin and representative,I don't take orders from the King.,contradiction,Entailment
"You owe me for this-- Oh, I thought you owed me.",He never thought you owed him anything,contradiction,Contradiction
"You owe me for this-- Oh, I thought you owed me.",You owe him for the help you gave him while he was in debt or in debt.,neutral,Contradiction
"You owe me for this-- Oh, I thought you owed me.",He thinks you're following him.,entailment,Neutral
I wanted to know that I had arrived near Jamaica at night.,I arrived near Jamaica after sundown.,entailment,Contradiction
I wanted to know that I had arrived near Jamaica at night.,I traveled to Jamaica on a big boat.,neutral,Neutral
I wanted to know that I had arrived near Jamaica at night.,My wife and I arrived in Jamaica in the middle of the day.,contradiction,Contradiction
Blood was thinking about this and other things as he lay here on the bed,Blood slept without a dream on his bed.,contradiction,Neutral
Blood was thinking about this and other things as he lay here on the bed,Blood was in a state of extreme depression while he was recovering.,entailment,Neutral
Blood was thinking about this and other things as he lay here on the bed,Blood thought deeply about his part in seeing his mother.,neutral,Neutral
"Yes, that is what I shall tell you.","Well, I'll tell you the story.",entailment,Neutral
"Yes, that is what I shall tell you.",I won't tell anyone.,contradiction,Contradiction
"Yes, that is what I shall tell you.",I'll tell you because you promised not to do it again.,neutral,Entailment
And in what sense do you mean?,Someone is asking her which way to go.,entailment,Neutral
And in what sense do you mean?,The questioner was alone and there was no one around to talk to.,contradiction,Neutral
And in what sense do you mean?,The questioner is in a hurry and needs to know which way to go quickly.,neutral,Neutral
The king's commands were not lightly heeded.,Her obedience to the king's command violated her morality.,neutral,Neutral
The king's commands were not lightly heeded.,I thought deeply about the king's decree.,entailment,Contradiction
The king's commands were not lightly heeded.,He signed the decree without thinking.,contradiction,Entailment
He found that he could easily back down.,He finds that he has all day to go back.,contradiction,Contradiction
He found that he could easily back down.,He finds that he is too quick to push.,entailment,Neutral
He found that he could easily back down.,"If he stood aloof, he would be detected.",neutral,Neutral
"He said and yet, he remained the same, and did what he had been doing for the last three years, but she fell into depression now not as much as the ridicule she had before.",She was disgusted by the number of men he had killed in the past three years.,neutral,Neutral
"He said and yet, he remained the same, and did what he had been doing for the last three years, but she fell into depression now not as much as the ridicule she had before.",She spoke enthusiastically about his determination and good qualities.,contradiction,Neutral
"He said and yet, he remained the same, and did what he had been doing for the last three years, but she fell into depression now not as much as the ridicule she had before.",She speaks with sadness.,entailment,Neutral
I think it's after your style.,I guess that's what people like you do.,entailment,Neutral
I think it's after your style.,I learned about your customs and traditions.,neutral,Neutral
I think it's after your style.,I understand that this is unusual for someone like you.,contradiction,Neutral
She blindfolded her face and covered her hair.,He smiled and looked at her.,contradiction,Neutral
She blindfolded her face and covered her hair.,Her stomach is aching.,neutral,Neutral
She blindfolded her face and covered her hair.,She took a sip of it on her face.,entailment,Contradiction
"She looks at him with her lovely eyes but when she sees his sadness and sadness and the combination of his facial expressions, her face changes.",She changed her expression after looking at his face.,entailment,Entailment
"She looks at him with her lovely eyes but when she sees his sadness and sadness and the combination of his facial expressions, her face changes.",She released her face when the window closed.,contradiction,Neutral
"She looks at him with her lovely eyes but when she sees his sadness and sadness and the combination of his facial expressions, her face changes.",She didn't even know that he was angry.,neutral,Contradiction
"As he walked along, he circled the building and entered the main gates into the courtyard.","Since the main gates were locked, he climbed up the wall into the courtyard",contradiction,Contradiction
"As he walked along, he circled the building and entered the main gates into the courtyard.",The courtyard was accessible only through the main gates.,neutral,Entailment
"As he walked along, he circled the building and entered the main gates into the courtyard.",There were large Gates leading into the courtyard.,entailment,Entailment
"You pass him by the gallows, undoubtedly falling into despair.",He assumed that someone would go to the gallows.,entailment,Entailment
"You pass him by the gallows, undoubtedly falling into despair.",The security guard was the one who caught the thief.,neutral,Neutral
"You pass him by the gallows, undoubtedly falling into despair.",He found a way out of the country to avoid arrest.,contradiction,Contradiction
It's part of the deal.,I don't have the courage to catch them.,entailment,Neutral
It's part of the deal.,I think they caught them.,contradiction,Neutral
It's part of the deal.,"If I had caught them, I would never have forgiven myself.",neutral,Neutral
I've been hunting him for the past year.,"Unbeknownst to him, I followed him for a year.",neutral,Entailment
I've been hunting him for the past year.,I've been following him for about a week.,contradiction,Contradiction
I've been hunting him for the past year.,I have been following in his footsteps for the past year.,entailment,Contradiction
Museums are not strong enough to catalogue or label objects.,Museums don't like signs.,neutral,Contradiction
Museums are not strong enough to catalogue or label objects.,Museums are reluctant to make an encyclopedia.,entailment,Neutral
Museums are not strong enough to catalogue or label objects.,Curiosity is the museum's main area of expertise.,contradiction,Contradiction
These open-air markets are the most attractive places to do business in Beijing.,Beijing is home to an open-air marketplace with luxury shops.,entailment,Neutral
These open-air markets are the most attractive places to do business in Beijing.,The open-air markets in Beijing are some of the most exciting places in the world.,neutral,Entailment
These open-air markets are the most attractive places to do business in Beijing.,Beijing's strict regulations restrict the opening of shops in the city.,contradiction,Neutral
"The rugged coastline of the northwestern part of the island may be beautiful and rugged, but it is often muddy from shore to shore.",The water and beaches are always clean.,contradiction,Contradiction
"The rugged coastline of the northwestern part of the island may be beautiful and rugged, but it is often muddy from shore to shore.",The water and beaches may be dirty.,entailment,Entailment
"The rugged coastline of the northwestern part of the island may be beautiful and rugged, but it is often muddy from shore to shore.",The water is polluted by pollution.,neutral,Neutral
"Those tall buildings were banks, and the street was called the Milla de Ore, or Golden Mile.",There were no banks in the high-rise buildings on the Golden Mile.,contradiction,Contradiction
"Those tall buildings were banks, and the street was called the Milla de Ore, or Golden Mile.",The towering buildings on the Golden Mile were banks.,entailment,Entailment
"Those tall buildings were banks, and the street was called the Milla de Ore, or Golden Mile.","The buildings on the Golden Mile were occupied by a variety of businesses, including banks.",neutral,Entailment
"Originally, this entry into World War II occurred as part of the British Commonwealth Air Training Program, which envisaged using Canada's protected airspace to train fighter pilots.",Canada has a protective atmosphere.,entailment,Entailment
"Originally, this entry into World War II occurred as part of the British Commonwealth Air Training Program, which envisaged using Canada's protected airspace to train fighter pilots.",Canada's airspace is devoid of missiles.,neutral,Neutral
"Originally, this entry into World War II occurred as part of the British Commonwealth Air Training Program, which envisaged using Canada's protected airspace to train fighter pilots.",Canada's skies are even more dangerous.,contradiction,Contradiction
"They were patient and helpful, even though they knew all the beauty of the shore was now not theirs.",They are frustrated and angry now that the beach has become a haven for other people.,contradiction,Contradiction
"They were patient and helpful, even though they knew all the beauty of the shore was now not theirs.",The shore now had to be shared with other people.,entailment,Entailment
"They were patient and helpful, even though they knew all the beauty of the shore was now not theirs.",They had a coastline of some 300 miles [500 km].,neutral,Neutral
"Kublai Khan built his capital in 1279 on the shores of Beihai Lake in Beijing, where some of his mines can still be seen today.",Kublai Khan built the capital in Taiwan.,contradiction,Contradiction
"Kublai Khan built his capital in 1279 on the shores of Beihai Lake in Beijing, where some of his mines can still be seen today.",Kublai Khan had a fortune in Beijing.,entailment,Entailment
"Kublai Khan built his capital in 1279 on the shores of Beihai Lake in Beijing, where some of his mines can still be seen today.",Kublai Khan is highly respected.,neutral,Neutral
"There was little support from the Anglo community where protest schools took Eastern European Jewish children to graduate, move on to the wealthy Westmount School or further emigrate to Toronto.",Jews in Eastern Europe were united with everyone.,contradiction,Contradiction
"There was little support from the Anglo community where protest schools took Eastern European Jewish children to graduate, move on to the wealthy Westmount School or further emigrate to Toronto.",The people of that city hated the Jews.,neutral,Entailment
"There was little support from the Anglo community where protest schools took Eastern European Jewish children to graduate, move on to the wealthy Westmount School or further emigrate to Toronto.",It was easy for the Jews to form alliances with the English.,entailment,Contradiction
"If possible, try to understand the subject before you start.",You don't have to understand the subject to get started; it can jeopardize future happiness.,contradiction,Contradiction
"If possible, try to understand the subject before you start.","If possible, try to understand the subject before you start.",entailment,Entailment
"If possible, try to understand the subject before you start.",The class will be easier if you understand the subject of the book.,neutral,Entailment
"The structure of his tomb, 27 meters (88 feet) deep, was made of 1,200 square meters (13,000 square feet) of stone.",He was buried there 20m underground.,entailment,Contradiction
"The structure of his tomb, 27 meters (88 feet) deep, was made of 1,200 square meters (13,000 square feet) of stone.",He was a great man in the eyes of the world.,neutral,Neutral
