question	answer	opus	prompt
Pologalami ya sika ezalaki telecharge mbula 60 na sanza ya liboso. Motango ya telechargement na sanza ya mibale ezalaki mbala misato likolo na sanza ya liboso. Na nsima ekiti na 30% na sanza ya misato. Mbala boni na nyoso pologalami ezalaki telecharge na kati ya sanza misato oyo?	366	[TextBlock(text='420', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nPologalami ya sika ezalaki telecharge mbula 60 na sanza ya liboso. Motango ya telechargement na sanza ya mibale ezalaki mbala misato likolo na sanza ya liboso. Na nsima ekiti na 30% na sanza ya misato. Mbala boni na nyoso pologalami ezalaki telecharge na kati ya sanza misato oyo?\n'}]}]
Toula a sombaki ba pâtisseries Ako kesana Na ba ndako ya map. Asombaki ba douzaine mosato ya mikate na 68$ PONA douzaine Moko, ba douzaine mosato ya ba Gato ya mukié na 80$ PONA douzaine Moko PE ba douzaine motoba ya ba Gato ya fromage ya mukié na 55$ PONA douzaine Moko. Talo ya biloko nionso eza boni ?	694	[TextBlock(text='1214', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nToula a sombaki ba pâtisseries Ako kesana Na ba ndako ya map. Asombaki ba douzaine mosato ya mikate na 68$ PONA douzaine Moko, ba douzaine mosato ya ba Gato ya mukié na 80$ PONA douzaine Moko PE ba douzaine motoba ya ba Gato ya fromage ya mukié na 55$ PONA douzaine Moko. Talo ya biloko nionso eza boni ?\n'}]}]
Carlos alingi a lona nzete ya Lilala. Talo ya boloni ezali 90$. mbula inso, nzete eko Banda ko bota ba 7 Malala Oyo eko tekama 1.5$ Na Moko. Bosopeli mayi PE Boliesi nzete ezali 3$ Na mbula. Ba mbula boni esengeli Na Carlos ko Zela yambo abanda ko zua mbongo na nzete ya Lilala na ye?	13	[TextBlock(text='5', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nCarlos alingi a lona nzete ya Lilala. Talo ya boloni ezali 90$. mbula inso, nzete eko Banda ko bota ba 7 Malala Oyo eko tekama 1.5$ Na Moko. Bosopeli mayi PE Boliesi nzete ezali 3$ Na mbula. Ba mbula boni esengeli Na Carlos ko Zela yambo abanda ko zua mbongo na nzete ya Lilala na ye?\n'}]}]
Mélanie asalaka musala ya kendaka ndaku Na ndaku Pona ko Teka biloko. Atekaki Moko na misato ya ba aspirateur Na ye na na ndaku ya vert, na sima atekaki mibale Na ndaku ya rouge, PE na suka kati kati ya Oyo etikalaki atekaki ya go 'a ndaku ya orange. Soki Melanie atikali Na 5 aspirateurs, azalaki Na ba aspirateur boni Na ebandeli?	18	[TextBlock(text='15', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Answer only and the answer should only contain integers. \nMélanie asalaka musala ya kendaka ndaku Na ndaku Pona ko Teka biloko. Atekaki Moko na misato ya ba aspirateur Na ye na na ndaku ya vert, na sima atekaki mibale Na ndaku ya rouge, PE na suka kati kati ya Oyo etikalaki atekaki ya go 'a ndaku ya orange. Soki Melanie atikali Na 5 aspirateurs, azalaki Na ba aspirateur boni Na ebandeli?\n""}]}]"
Na kelasi ya mabina Oyo ezali Na Bana kelasi 20, 20% na kati na Bango ba komisaki ba kombo na bango na ya maBina comtemporaine, 25% na mabina ya jazz PE ba Oyo batikali Na mabina ya hip-hop. Pourcentage ya Bana kelasi ya mabina ya hip-hop eaa boni?	60	[TextBlock(text='55', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nNa kelasi ya mabina Oyo ezali Na Bana kelasi 20, 20% na kati na Bango ba komisaki ba kombo na bango na ya maBina comtemporaine, 25% na mabina ya jazz PE ba Oyo batikali Na mabina ya hip-hop. Pourcentage ya Bana kelasi ya mabina ya hip-hop eaa boni?\n'}]}]
Moto wa mombongo akotatabana kati ya biloko 2 ya kosomba : ba bijoux ya motuya ya 5 000 $ to ba gadgets ya electroniques ya motuya ya 8 000 $. Mopesi malako ya finance na ye alobi mpo na komata ya 2,5 % na zando ya ba bijoux mpe 1,2 % mpo na oyo ya gadget electronique na kati ya sanza moko. Soki moto wa mombongo aponi oyo ekosalisa ye a maximiser matabisi na nsuka ya sanza, motuya boni ya mbongo ya matabisi ?	125	[TextBlock(text='200', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nMoto wa mombongo akotatabana kati ya biloko 2 ya kosomba : ba bijoux ya motuya ya 5 000 $ to ba gadgets ya electroniques ya motuya ya 8 000 $. Mopesi malako ya finance na ye alobi mpo na komata ya 2,5 % na zando ya ba bijoux mpe 1,2 % mpo na oyo ya gadget electronique na kati ya sanza moko. Soki moto wa mombongo aponi oyo ekosalisa ye a maximiser matabisi na nsuka ya sanza, motuya boni ya mbongo ya matabisi ?\n'}]}]
ba engunduka mibale ezo kende kobanda San Rafael na tango Moko. bazo kende Nanu na ouest PE ba tamboli Bango mibale 80 km. mokolo elandi , ba keyi mobembo Na nord, ba kumbi 150km. distance Nini ba engunduka mibale etamboli Na mikolo mibale Oyo?	230	[TextBlock(text='230', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nba engunduka mibale ezo kende kobanda San Rafael na tango Moko. bazo kende Nanu na ouest PE ba tamboli Bango mibale 80 km. mokolo elandi , ba keyi mobembo Na nord, ba kumbi 150km. distance Nini ba engunduka mibale etamboli Na mikolo mibale Oyo?\n'}]}]
Jill a gagnaka 20$ na heure Na ndenge aza molakisi ya muasi PE 30$ ndemge aza molakisi ya mabina na Bana mukié. soki Azo sala 35 heures Na mposo lokola molakisi ya muasi, 15heures na mposo lokola molakisi mabina PE 50 mposo Na mbula, lifuti Na ya ya mbula eza boni?	57500	[TextBlock(text='42000', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nJill a gagnaka 20$ na heure Na ndenge aza molakisi ya muasi PE 30$ ndemge aza molakisi ya mabina na Bana mukié. soki Azo sala 35 heures Na mposo lokola molakisi ya muasi, 15heures na mposo lokola molakisi mabina PE 50 mposo Na mbula, lifuti Na ya ya mbula eza boni?\n'}]}]
Mpo na kolia na ye ya ntango, Claire alambaka makei 3 ntango nyoso. Motuya boni ya ba zomi na mibale ya makei akolia na poso 4 ?	7	[TextBlock(text='36', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nMpo na kolia na ye ya ntango, Claire alambaka makei 3 ntango nyoso. Motuya boni ya ba zomi na mibale ya makei akolia na poso 4 ?\n'}]}]
Marissa atamboli na nzela ya molai ya 12 miles. Asali ngonga 1 mpo ya kotambola 4 miles ya liboso, mpe ngonga mosusu mpo na miles mibale elandi. Soki alingi ete mbangu ya moyenne ezala 4 miles na ngonga, mbangu nini ( na miles na ngonga) asengeli kokoma na ntaka etikali ?	6	[TextBlock(text='6', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nMarissa atamboli na nzela ya molai ya 12 miles. Asali ngonga 1 mpo ya kotambola 4 miles ya liboso, mpe ngonga mosusu mpo na miles mibale elandi. Soki alingi ete mbangu ya moyenne ezala 4 miles na ngonga, mbangu nini ( na miles na ngonga) asengeli kokoma na ntaka etikali ?\n'}]}]
Na zali Na 10litres ya Jus ya malala Oyo esalemi na 2 litres ya mayi. Na kolinga ko sangisa yango Na 15litrea ya jus ya ananas Oyo esalami Na misoto ya mineyi ya mayi, na sopi litre Moko ya jus ya malala. quantité Nini ya mayi ezali na 24 litres Oyo etikali?	15	[TextBlock(text='7', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nNa zali Na 10litres ya Jus ya malala Oyo esalemi na 2 litres ya mayi. Na kolinga ko sangisa yango Na 15litrea ya jus ya ananas Oyo esalami Na misoto ya mineyi ya mayi, na sopi litre Moko ya jus ya malala. quantité Nini ya mayi ezali na 24 litres Oyo etikali?\n'}]}]
Raymond na Samantha bazali bandeko (cousin). Raymond abotama mbula 6 liboso ya Samantha mpe abotaki mwana mobali ya mbula ya 23. Soki Samantha azali sikoyo na mbala 31, mbula nini moana ya Raymond azali na yango?	14	[TextBlock(text='25', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nRaymond na Samantha bazali bandeko (cousin). Raymond abotama mbula 6 liboso ya Samantha mpe abotaki mwana mobali ya mbula ya 23. Soki Samantha azali sikoyo na mbala 31, mbula nini moana ya Raymond azali na yango?\n'}]}]
Billy azoteka ba DVD. Lelo mardi, azali na ba client 8. Ba client 3 na ye ya liboso basombi DVD moko moko. Ba client 2 balandi basombi 2 mpo na motu moko na moko. 3 ya nsuka basombi eloko te. Motuya ya DVD boni Billy ateki na mardi ?	7	[TextBlock(text='7', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nBilly azoteka ba DVD. Lelo mardi, azali na ba client 8. Ba client 3 na ye ya liboso basombi DVD moko moko. Ba client 2 balandi basombi 2 mpo na motu moko na moko. 3 ya nsuka basombi eloko te. Motuya ya DVD boni Billy ateki na mardi ?\n'}]}]
Bougie ya ko Pela ezo Sila PE ezo bungisa 2 centimètre heure nionso. Ba centimètre boni eko bungisa soki ebilisami banda 13h ti 17h?	8	[TextBlock(text='8', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nBougie ya ko Pela ezo Sila PE ezo bungisa 2 centimètre heure nionso. Ba centimètre boni eko bungisa soki ebilisami banda 13h ti 17h?\n'}]}]
Kyle asombi buku oyo etekami mingi na mbula eleki na 19,50$, na kozwa kokitisa ntalo ya 25% ya ntalo ya yambo. Ntalo ya yambo ya buku eza boni?	26	[TextBlock(text='26', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nKyle asombi buku oyo etekami mingi na mbula eleki na 19,50$, na kozwa kokitisa ntalo ya 25% ya ntalo ya yambo. Ntalo ya yambo ya buku eza boni?\n'}]}]
Marie abengi bamemela ye sani ya nsoso ezali na ntalo ya 12 $, carton 5 ya mabele na 3$ mpo na moko na moko, pomme 4 na 1,5 $ na moko mpe ndambo ya egbokoso ya pizza. Marie afuti na nyoso 50 $. Soki egbokoso moko ya pizza ezali na ntalo ya 8,50 $, motuya boni ya egbokoso Marie abengi ?	2	[TextBlock(text='4', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nMarie abengi bamemela ye sani ya nsoso ezali na ntalo ya 12 $, carton 5 ya mabele na 3$ mpo na moko na moko, pomme 4 na 1,5 $ na moko mpe ndambo ya egbokoso ya pizza. Marie afuti na nyoso 50 $. Soki egbokoso moko ya pizza ezali na ntalo ya 8,50 $, motuya boni ya egbokoso Marie abengi ?\n'}]}]
Mishka asombi kupe 3, pantalon 3 mpe makolo 3 ya sapato. Kupe moko ezali na ntalo ya 16,50 $, pantalon moko ezali na 22,50 $ mpe lokolo moko ya sapato ezali na 42 $. Motuya boni ya mbongo Mishka abebisi na nyoso mpo na kosomba bilamba oyo ?	243	[TextBlock(text='247', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nMishka asombi kupe 3, pantalon 3 mpe makolo 3 ya sapato. Kupe moko ezali na ntalo ya 16,50 $, pantalon moko ezali na 22,50 $ mpe lokolo moko ya sapato ezali na 42 $. Motuya boni ya mbongo Mishka abebisi na nyoso mpo na kosomba bilamba oyo ?\n'}]}]
Cynthia aliaka eteni ya glace mpokwa nyoso. Asombi ba carton ezali na biteni 15 ya glace mpo na moko na moko, na ntalo ya 4,00 $ na carton. Na nsima ya mikolo 60, motuya boni abebisi na glace ?	16	[TextBlock(text='240', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nCynthia aliaka eteni ya glace mpokwa nyoso. Asombi ba carton ezali na biteni 15 ya glace mpo na moko na moko, na ntalo ya 4,00 $ na carton. Na nsima ya mikolo 60, motuya boni abebisi na glace ?\n'}]}]
Henri atelemi mbala mibale na mobembo na ye ya 60 miles na velo. Atelemi mbala ya liboso na nsima ya 20 miles. Atelemi lisusu na 15 miles liboso ya nsuka ya mobembo. Motuya boni ya mile atamboli kati na bisika ya kotema mibale ?	25	[TextBlock(text='25', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nHenri atelemi mbala mibale na mobembo na ye ya 60 miles na velo. Atelemi mbala ya liboso na nsima ya 20 miles. Atelemi lisusu na 15 miles liboso ya nsuka ya mobembo. Motuya boni ya mile atamboli kati na bisika ya kotema mibale ?\n'}]}]
Na ntango azali kosomba ba sapato, Gloria amoni lokolo ya bottine ekoki na mosolo na ye. Na yango, asengeli kopona kati na bottine mpe makolo mibale ya talon ya likolo ezali na ntalo ya yango mibale dollar mitano na nse ya bottine. Soki lokolo moko ya talon ya likolo ezali na ntalo ya 33 $ na mpe mosusu ezali na ntalo mbala mibale likolo, ezali nini, na dollar, ntalo ya bottine ?	104	[TextBlock(text='61', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nNa ntango azali kosomba ba sapato, Gloria amoni lokolo ya bottine ekoki na mosolo na ye. Na yango, asengeli kopona kati na bottine mpe makolo mibale ya talon ya likolo ezali na ntalo ya yango mibale dollar mitano na nse ya bottine. Soki lokolo moko ya talon ya likolo ezali na ntalo ya 33 $ na mpe mosusu ezali na ntalo mbala mibale likolo, ezali nini, na dollar, ntalo ya bottine ?\n'}]}]
Mbula ya Darell na Allen ezali kati ya 7: 11. Soki bobakisi ba mbula na bango sikoyo ezali 162, luka koyeba mbula oyo Allen akozala na yango na nsima ya mbula 10.	109	[TextBlock(text='67', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nMbula ya Darell na Allen ezali kati ya 7: 11. Soki bobakisi ba mbula na bango sikoyo ezali 162, luka koyeba mbula oyo Allen akozala na yango na nsima ya mbula 10.\n'}]}]
Gunter ameki kotanga ba bonbon na bocal. Atuni na baninga na ye bakanisa motuya. Moko na bango ayanoli 80. Moko mosusu alobi 20 koleka ndambo ya oyo ya liboso. Ya misato alobi 25% koleka ya oyo ya liboso. Moyenne na kokanisa na bango ezali nini ?	80	[TextBlock(text='90', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nGunter ameki kotanga ba bonbon na bocal. Atuni na baninga na ye bakanisa motuya. Moko na bango ayanoli 80. Moko mosusu alobi 20 koleka ndambo ya oyo ya liboso. Ya misato alobi 25% koleka ya oyo ya liboso. Moyenne na kokanisa na bango ezali nini ?\n'}]}]
Johanne Azo kipe ba 10 mbwa. Mbwa Moko aza Na posa ya 0,5 heure Na mokomi PONA ko tambolisama PE kosala makombu mususu. Ba heure boni johanné Ako zua Na mposo PONA ko kipe ba mbwa?	35	[TextBlock(text='5', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nJohanne Azo kipe ba 10 mbwa. Mbwa Moko aza Na posa ya 0,5 heure Na mokomi PONA ko tambolisama PE kosala makombu mususu. Ba heure boni johanné Ako zua Na mposo PONA ko kipe ba mbwa?\n'}]}]
Gretchen azali Na 110 mbongo ya mabende. ba mbongo ya mabende ya wolo ezali 30 pièces ya koleka Oyo ya palata. Gretchen azali Na ba mbongo ya mabende boni ya wolo?	70	[TextBlock(text='40', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nGretchen azali Na 110 mbongo ya mabende. ba mbongo ya mabende ya wolo ezali 30 pièces ya koleka Oyo ya palata. Gretchen azali Na ba mbongo ya mabende boni ya wolo?\n'}]}]
Siobhan azali na bijoux 2 na nse ya Aaron. Aaron azali na 5 koleka ndambo ya bijoux ya Raymond. Soki Raymond azali na 40 bijoux, motuya boni Siobhan azali na bijoux ?	23	[TextBlock(text='38', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nSiobhan azali na bijoux 2 na nse ya Aaron. Aaron azali na 5 koleka ndambo ya bijoux ya Raymond. Soki Raymond azali na 40 bijoux, motuya boni Siobhan azali na bijoux ?\n'}]}]
Mike azali kosakana na ping-pong banda minute 40. Na ntango ya minute 20 ya liboso, akotisi point 4. Akotisi 25 % ya point ya kobakisa banda minute 20 oyo elandi. Motuya boni ya point akotisi na nyoso ?	9	[TextBlock(text='9', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nMike azali kosakana na ping-pong banda minute 40. Na ntango ya minute 20 ya liboso, akotisi point 4. Akotisi 25 % ya point ya kobakisa banda minute 20 oyo elandi. Motuya boni ya point akotisi na nyoso ?\n'}]}]
Terry aliaka yaourt 2 mikolo nyoso. Batekaka yango na ntalo ya yaourt 4 na 5,00 $. Motuya ya mbongo boni ezali kobunga na yaourt na mikolo 30 ?	75	[TextBlock(text='30', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nTerry aliaka yaourt 2 mikolo nyoso. Batekaka yango na ntalo ya yaourt 4 na 5,00 $. Motuya ya mbongo boni ezali kobunga na yaourt na mikolo 30 ?\n'}]}]
jean alingi ateka biloko Na ye nionso ya kosakana PE kosalela mbongo PONA nakosomba ba jeu vidéo. asali Na ba jeu 13 ya Lego PE azoteka yango NA 15$ MOKO. sukana nionso, a misombeli 8 jeux vidéos Na Talo ya 20$ jeu Moko, Oyo etikibye avec 5$. atikali Na ba jeu ya Lego boni?	2	[TextBlock(text='5', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \njean alingi ateka biloko Na ye nionso ya kosakana PE kosalela mbongo PONA nakosomba ba jeu vidéo. asali Na ba jeu 13 ya Lego PE azoteka yango NA 15$ MOKO. sukana nionso, a misombeli 8 jeux vidéos Na Talo ya 20$ jeu Moko, Oyo etikibye avec 5$. atikali Na ba jeu ya Lego boni?\n'}]}]
jean akimaka 60km mposo nionso . akimaka mikolo misoto Na mposo. mokolo ya liboso akimi na 3 heure PE akimi mbala mibale mukié ke mikili mibale misusu. vitesse ya bokomi eza boni?	10	[TextBlock(text='10', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \njean akimaka 60km mposo nionso . akimaka mikolo misoto Na mposo. mokolo ya liboso akimi na 3 heure PE akimi mbala mibale mukié ke mikili mibale misusu. vitesse ya bokomi eza boni?\n'}]}]
Dana akopota mbangu mbala minei koleka ndenge na ye ya kotambola, kasi akopimboa mbala mibale na nse ya ndenge ya kopota mbangu. Soki apimboi na mbangu ya 3 miles na ngonga, motuya boni ya miles asali na ngonga motoba, koyeba ete alekisi 1/3 ya ngonga na kopota mpe 2/3 na kotambola ?	18	[TextBlock(text='12', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nDana akopota mbangu mbala minei koleka ndenge na ye ya kotambola, kasi akopimboa mbala mibale na nse ya ndenge ya kopota mbangu. Soki apimboi na mbangu ya 3 miles na ngonga, motuya boni ya miles asali na ngonga motoba, koyeba ete alekisi 1/3 ya ngonga na kopota mpe 2/3 na kotambola ?\n'}]}]
iPhone ya Brandon ezali ya kala mbala minei koleka oyo ya Ben. iPhone ya Ben ezali ya kala mbala mibale koleka oyo ya Suzie. Soki iPhone ya Suzie ezali na mbala 1, oyo ya Brandon ekozala na mbula boni?	8	[TextBlock(text='8', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \niPhone ya Brandon ezali ya kala mbala minei koleka oyo ya Ben. iPhone ya Ben ezali ya kala mbala mibale koleka oyo ya Suzie. Soki iPhone ya Suzie ezali na mbala 1, oyo ya Brandon ekozala na mbula boni?\n'}]}]
