premise,hypothesis,label,output
With such a connection a normal crystal will not be able to keep much information secret.,Ordinary crystals weigh heavily as a store of information,contradiction,Contradiction
With such a connection a normal crystal will not be able to keep much information secret.,Ordinary crystals are of little use in keeping information secret.,entailment,Entailment
With such a connection a normal crystal will not be able to keep much information secret.,There are other types of crystals that are very helpful in maintaining the secrecy of geological information using radiation,neutral,Contradiction
"Finally, adults do not need to teach preschoolers to pretend, as they do when they help them solve puzzles or other similar tasks",Preschoolers are designed to do better at solving puzzles than at playing pretend games,contradiction,Contradiction
"Finally, adults do not need to teach preschoolers to pretend, as they do when they help them solve puzzles or other similar tasks",Preschoolers don't need much help in learning to pretend,entailment,Entailment
"Finally, adults do not need to teach preschoolers to pretend, as they do when they help them solve puzzles or other similar tasks",Preschoolers lack the skills needed locally to put puzzles together properly on their own,neutral,Entailment
[From this nation] freedom and determination were derived from the proposition that all men are created equal,Notes on this proposal were recorded in several additional documents.,neutral,Neutral
[From this nation] freedom and determination were derived from the proposition that all men are created equal,Some people are paid to believe that all people are equal.,entailment,Neutral
[From this nation] freedom and determination were derived from the proposition that all men are created equal,The tribe was founded on the belief that some people are born better than others.,contradiction,Contradiction
Should I praise him too much?,I'm sure I need to punish him for his failure.,contradiction,Contradiction
Should I praise him too much?,I wonder if he wants more praise from me,entailment,Neutral
Should I praise him too much?,I have to compliment her on her piano playing,neutral,Neutral
Spin communication theories can be used to construct a variety of,Alternative methods can be used to construct theories of spin communication systems.,entailment,Neutral
Spin communication theories can be used to construct a variety of,Spin communication systems are widely used in data storage technologies,neutral,Neutral
Spin communication theories can be used to construct a variety of,Communication system Spin will not think differently,contradiction,Contradiction
"No, no, I don't want you to die.",I don't want you to die!,entailment,Entailment
"No, no, I don't want you to die.",I don't care if you die!,contradiction,Contradiction
"No, no, I don't want you to die.",I'd be so bored if you died!,neutral,Contradiction
"He was publicly implicated on March 1875 in San Jose, California",California carried out public executions until 1875,entailment,Contradiction
"He was publicly implicated on March 1875 in San Jose, California",Exonerated of all wrongdoing and deported,contradiction,Contradiction
"He was publicly implicated on March 1875 in San Jose, California",Involved in sedition and horse theft,neutral,Neutral
"From that troubled handle, shone a sea of crushing blue",The sea was as blue as the sky and as smooth as glass.,contradiction,Neutral
"From that troubled handle, shone a sea of crushing blue",The sea was full of small fish marked on the side of the boat.,neutral,Neutral
"From that troubled handle, shone a sea of crushing blue",The sea was green and bubbly.,entailment,Contradiction
The whole new legal order sought to work its way out of the turmoil of the 1860's,By the year 1870 all legal orders had expired and the country was no longer fully sovereign,contradiction,Contradiction
The whole new legal order sought to work its way out of the turmoil of the 1860's,The 1860's were a turbulent time,entailment,Entailment
The whole new legal order sought to work its way out of the turmoil of the 1860's,A new legal order wishes to extend the rights of workers,neutral,Neutral
"Any higher thinking, he suggested, stems from the social interaction between the child and representatives of his or her culture working together",Children are also incapable of sharing lofty ways of thinking.,contradiction,Contradiction
"Any higher thinking, he suggested, stems from the social interaction between the child and representatives of his or her culture working together",Fishing is one of the common activities shared in many different cultures.,neutral,Neutral
"Any higher thinking, he suggested, stems from the social interaction between the child and representatives of his or her culture working together",Sharing common tasks sometimes helps to share higher ways of thinking.,entailment,Entailment
"Some neighborhoods had prayer, religious leaders leading the community in prayer at funerals, and saint's day celebrations in the absence of a priest",None of the neighborhoods have non-clergy spiritual leaders.,contradiction,Contradiction
"Some neighborhoods had prayer, religious leaders leading the community in prayer at funerals, and saint's day celebrations in the absence of a priest",Some neighborhoods had non-clergy leaders.,entailment,Entailment
"Some neighborhoods had prayer, religious leaders leading the community in prayer at funerals, and saint's day celebrations in the absence of a priest",Some spiritual leaders had dark hair.,neutral,Neutral
"Social phenomena play a role as well, the emergence of opportunities and the linking of different activities may help children to grasp the similarities and differences between people's desires, beliefs and feelings",Children can learn how different or similar people are.,entailment,Entailment
"Social phenomena play a role as well, the emergence of opportunities and the linking of different activities may help children to grasp the similarities and differences between people's desires, beliefs and feelings",Children can see how different racial differences are.,neutral,Neutral
"Social phenomena play a role as well, the emergence of opportunities and the linking of different activities may help children to grasp the similarities and differences between people's desires, beliefs and feelings",Children can't read anything.,contradiction,Contradiction
The supremacy of the German constitutional order after the war was the greatest danger of the Nazi turmoil,The Nazi regime allowed it,contradiction,Contradiction
The supremacy of the German constitutional order after the war was the greatest danger of the Nazi turmoil,The Nazi regime executed everyone involved,neutral,Contradiction
The supremacy of the German constitutional order after the war was the greatest danger of the Nazi turmoil,The Nazi regime was restrained,entailment,Contradiction
Baby Sonja first imitated her daughter's childish temper,No one had children's tempers,contradiction,Contradiction
Baby Sonja first imitated her daughter's childish temper,Sonja is a child.,entailment,Contradiction
Baby Sonja first imitated her daughter's childish temper,Sonja is furious.,neutral,Contradiction
"6 In the fifty-five years leading up to the Civil War, the court used this power sparingly",The court also exercised this power in the decade leading up to the Civil War.,entailment,Entailment
"6 In the fifty-five years leading up to the Civil War, the court used this power sparingly",The court exercised this power four times over fifty-five years leading to the Civil War.,neutral,Entailment
"6 In the fifty-five years leading up to the Civil War, the court used this power sparingly",The court exercised this power five million times over the fifty-five years leading up to the Civil War.,contradiction,Contradiction
"I assure you, sir, I knew everything.",I tell you that I have been given full knowledge of all things.,entailment,Entailment
"I assure you, sir, I knew everything.",I was not informed of the death of the detective.,neutral,Contradiction
"I assure you, sir, I knew everything.",There are many details that could be hidden from him.,contradiction,Contradiction
The noise distracted Captain Blood from his adventures,Captain Blood was able to imagine his thoughts calmly without distraction,contradiction,Contradiction
The noise distracted Captain Blood from his adventures,Captain Blood thought it was broken by other noises,entailment,Neutral
The noise distracted Captain Blood from his adventures,The dog's barking distracted the captain from the depths of his thoughts,neutral,Neutral
"But I will never forget that I was no better than a slave in your uncle's house in Barbados, if you used me with some kindness",She treated me well when I was a slave in Barbados.,entailment,Contradiction
"But I will never forget that I was no better than a slave in your uncle's house in Barbados, if you used me with some kindness","They were cruel to me, they treated me worse than garbage.",contradiction,Contradiction
"But I will never forget that I was no better than a slave in your uncle's house in Barbados, if you used me with some kindness",Your uncle beat me badly every day while he was in charge.,neutral,Contradiction
"Here, no more than three miles away, was an area of unevenly curved walls filled with western views",A grassy area was visible,entailment,Neutral
"Here, no more than three miles away, was an area of unevenly curved walls filled with western views",The island they approached was uninhabitable,neutral,Neutral
"Here, no more than three miles away, was an area of unevenly curved walls filled with western views","They could not see land for miles , there was an endless sea",contradiction,Contradiction
"I am the Lion's messenger in these cruel parts, Lord Sunderland next to the chiefs","A lion with companions, one of whom I am",entailment,Neutral
"I am the Lion's messenger in these cruel parts, Lord Sunderland next to the chiefs",The lion sent me here last week,neutral,Neutral
"I am the Lion's messenger in these cruel parts, Lord Sunderland next to the chiefs",I don't take orders from the Lion,contradiction,Contradiction
"I owe you that - or I told myself that, he said",He did not feel that he owed anything,contradiction,Contradiction
"I owe you that - or I told myself that, he said",He owed you for the help you gave him when he was nothing,neutral,Neutral
"I owe you that - or I told myself that, he said",I thought I owed him something.,entailment,Neutral
Not better if I knew how to approach Jamaica at night,I toured near Jamaica after sundown,entailment,Contradiction
Not better if I knew how to approach Jamaica at night,I traveled to Jamaica on a large ship,neutral,Neutral
Not better if I knew how to approach Jamaica at night,My wife and I arrived in Jamaica at noon.,contradiction,Contradiction
Blood's thoughts were on this and other things as he lay lazy in bed,Blood fell asleep and had a nightmare on his daybed,contradiction,Contradiction
Blood's thoughts were on this and other things as he lay lazy in bed,Blood thought deeply as he lay on the floor,entailment,Contradiction
Blood's thoughts were on this and other things as he lay lazy in bed,Blood thought a lot about the last time he saw his mother,neutral,Neutral
All right then I'll tell you,Okay I'll tell you about it,entailment,Entailment
All right then I'll tell you,I won't say anything to you,contradiction,Contradiction
All right then I'll tell you,Because you promised not to repeat what I told you,neutral,Neutral
"Ya, and what is that way?",One asks which way to go,entailment,Entailment
"Ya, and what is that way?",The questioner is alone and has no one to agree with,contradiction,Neutral
"Ya, and what is that way?",The inquirer is in a hurry and needs someone to tell him immediately which way to take.,neutral,Neutral
I do not take the Lord's commission lightly,Accepting a mission from the Lord is against my beliefs,neutral,Contradiction
I do not take the Lord's commission lightly,I've thought carefully about the Lord's mission,entailment,Entailment
I do not take the Lord's commission lightly,I am waiting for permission to accept the Lord's commission without a second thought,contradiction,Contradiction
He saw the possibility of fleeing quickly,He saw that he had all day to escape,contradiction,Contradiction
He saw the possibility of fleeing quickly,He realizes that he needs to make a decision quickly.,entailment,Neutral
He saw the possibility of fleeing quickly,If he stays in one place he will be found.,neutral,Neutral
"And be what he has been doing and what he has been doing for the past three years, he said, he said with sadness without mentioning the original hatred",He was upset that he had killed so many people three years earlier.,neutral,Contradiction
"And be what he has been doing and what he has been doing for the past three years, he said, he said with sadness without mentioning the original hatred",He spoke enthusiastically about taking risks and belonging,contradiction,Contradiction
"And be what he has been doing and what he has been doing for the past three years, he said, he said with sadness without mentioning the original hatred",He spoke with a sad voice,entailment,Entailment
I think it was the latest in fashion for your kind.,I thought your kind was just doing,entailment,Neutral
I think it was the latest in fashion for your kind.,I have learned about your people and their culture.,neutral,Neutral
I think it was the latest in fashion for your kind.,I think this is unusual for your kind,contradiction,Contradiction
scratched my eyebrows,her laughter filled her face,contradiction,Neutral
scratched my eyebrows,He felt sick to his stomach.,neutral,Neutral
scratched my eyebrows,there was lightning in his face.,entailment,Neutral
"She's been looking at him with her glowing eyes but his gaze was with a depressed confession, that big grimace and the horror of the eyelashes,the look on his face changed",His face changed after seeing his face.,entailment,Contradiction
"She's been looking at him with her glowing eyes but his gaze was with a depressed confession, that big grimace and the horror of the eyelashes,the look on his face changed",Her face lights up when she sees the sparkle on her face.,contradiction,Neutral.
"She's been looking at him with her glowing eyes but his gaze was with a depressed confession, that big grimace and the horror of the eyelashes,the look on his face changed",He didn't know if she was tired.,neutral,Neutral
He walked freely through the battlefield and through the main gates to the stadium,"With the main gates locked, he climbed through the fence into the stadium.",contradiction,Contradiction
He walked freely through the battlefield and through the main gates to the stadium,The large gates were the only entrance to the theater,neutral,Contradiction
He walked freely through the battlefield and through the main gates to the stadium,There were large gates leading into the theater.,entailment,Contradiction
"He'll shake you to the gallows, I doubt he'll say so disrespectfully",She thought someone was going to go to the gallows,entailment,Neutral
"He'll shake you to the gallows, I doubt he'll say so disrespectfully",He was the sheriff who caught the thief.,neutral,Neutral
"He'll shake you to the gallows, I doubt he'll say so disrespectfully",He whispered how to flee the country to escape prison.,contradiction,Contradiction
How could I really punish them?,I could not punish them.,entailment,Contradiction
How could I really punish them?,I punished them the first time I met them.,contradiction,Contradiction
How could I really punish them?,"I would never have forgiven myself, had I not punished them.",neutral,Contradiction
I've been looking for him for the past year,"Without his knowledge, I had been following him for about a year.",neutral,Neutral
I've been looking for him for the past year,I've been following him for a while almost to church.,contradiction,Neutral.
I've been looking for him for the past year,"Unknowingly, I had been following him for over a year.",entailment,Contradiction
The museum is not focused on catalogs and labels.,A museum keeper does not like to be labeled,neutral,Neutral
The museum is not focused on catalogs and labels.,The treasurer does not like the brochures,entailment,Neutral
The museum is not focused on catalogs and labels.,The museum's focus is on catalogues,contradiction,Contradiction
These open-air markets are also popular shopping spots in Beijing.,Beijing has an open market that can include the most attractive shops.,entailment,Entailment
These open-air markets are also popular shopping spots in Beijing.,The open-air markets of Beijing are among the most attractive places in the world.,neutral,Neutral
These open-air markets are also popular shopping spots in Beijing.,Beijing's strict laws prohibit open markets within the city limits.,contradiction,Contradiction
A large bay on the west and north coasts has a beautiful harbor but both water and sea can be polluted,Water and sea remain clean,contradiction,Contradiction
A large bay on the west and north coasts has a beautiful harbor but both water and sea can be polluted,Water and ocean may be polluted,entailment,Entailment
A large bay on the west and north coasts has a beautiful harbor but both water and sea can be polluted,Water polluted by pollution,neutral,Entailment
"Those tunnels are banks, and the roads built on them are nicknamed the Milla de Oro or Golden Mile",There are no banks on the Golden Mile,contradiction,Contradiction
"Those tunnels are banks, and the roads built on them are nicknamed the Milla de Oro or Golden Mile",The Golden Mile by the banks,entailment,Entailment
"Those tunnels are banks, and the roads built on them are nicknamed the Milla de Oro or Golden Mile",Businesses in the Golden Mile are various types of businesses including banks,neutral,Neutral
"Naturally enough, World War II involvement began with the British Commonwealth Air Training Plan, providing safe skies for military pilots",Canada has a safe sky,entailment,Neutral
"Naturally enough, World War II involvement began with the British Commonwealth Air Training Plan, providing safe skies for military pilots",Canada's skies were free of constellations,neutral,Neutral
"Naturally enough, World War II involvement began with the British Commonwealth Air Training Plan, providing safe skies for military pilots",Canada's skies were dangerous,contradiction,Contradiction
"And they remain patient and helpful, even though they know that their beloved coast is no longer theirs",They are upset and hate everyone now that they have to share the beach,contradiction,Contradiction
"And they remain patient and helpful, even though they know that their beloved coast is no longer theirs",They need to share the beach with others now,entailment,Entailment
"And they remain patient and helpful, even though they know that their beloved coast is no longer theirs",They used their 500 miles ahead of the log,neutral,Neutral
"Kublai Khan built his own capital in 1279 deep on Beijing's Beihai Island, where one of his treasures is still on display today",Kublai Khan established a capital in Taiwan,contradiction,Contradiction
"Kublai Khan built his own capital in 1279 deep on Beijing's Beihai Island, where one of his treasures is still on display today",Kublai Khan has his treasures in Beijing,entailment,Entailment
"Kublai Khan built his own capital in 1279 deep on Beijing's Beihai Island, where one of his treasures is still on display today",Kublai Khan was a respectable man,neutral,Neutral
"Just to fit in with the Anglo-Saxon community the Protestant schools admitted their Eastern European Jewish children to succeed at the wealthy Westmount or, again, to move to Toronto.",Jews in Eastern Europe were welcomed by everyone,contradiction,Contradiction
"Just to fit in with the Anglo-Saxon community the Protestant schools admitted their Eastern European Jewish children to succeed at the wealthy Westmount or, again, to move to Toronto.",The Jews were not despised by the general public,neutral,Contradiction
"Just to fit in with the Anglo-Saxon community the Protestant schools admitted their Eastern European Jewish children to succeed at the wealthy Westmount or, again, to move to Toronto.",Jews are more welcome in Anglo-Saxon society,entailment,Contradiction
"If you do, get used to the tactic quickly",Don't rush into a plot to ruin the fun,contradiction,Neutral
"If you do, get used to the tactic quickly","Try to discern the trick, if you can",entailment,Neutral
"If you do, get used to the tactic quickly",You will find it easier to understand in class if you understand the plot of the book,neutral,Neutral
His underground warehouses were 27m ((88ft) built of marble and cover 1200sqm (13000 sq ft),He buried a man more than 20 meters underground,entailment,Contradiction
His underground warehouses were 27m ((88ft) built of marble and cover 1200sqm (13000 sq ft),He was a prominent figure,neutral,Neutral
His underground warehouses were 27m ((88ft) built of marble and cover 1200sqm (13000 sq ft),Her burial vault was made of wood,contradiction,Contradiction
Remember to hide all your belongings from the monkeys,Organize all your things for the monkeys,entailment,Contradiction
Remember to hide all your belongings from the monkeys,"Monkeys want many things, including your belongings",neutral,Entailment
Remember to hide all your belongings from the monkeys,There is no need to hide your belongings from monkeys,contradiction,Contradiction
In the 1400's before the restoration of the Estei Palace Milreu was once again the principal country house of a prominent man,Milreu was 10 miles from everything,neutral,Neutral
In the 1400's before the restoration of the Estei Palace Milreu was once again the principal country house of a prominent man,Milreu was out of the country,entailment,Contradiction
In the 1400's before the restoration of the Estei Palace Milreu was once again the principal country house of a prominent man,Milreu was in the middle of the city,contradiction,Contradiction
Sea temperatures vary between 18 and 24 degrees Celsius (64-75 degrees Fahrenheit),The temperature of the ocean is constantly changing but not below freezing,entailment,Neutral
Sea temperatures vary between 18 and 24 degrees Celsius (64-75 degrees Fahrenheit),Sea temperatures remain the same year-round,contradiction,Contradiction
Sea temperatures vary between 18 and 24 degrees Celsius (64-75 degrees Fahrenheit),"Sea temperatures rise during the day, when it is warmer",neutral,Neutral
The Kinibalu National Park is one of six national protected areas,Kinabalu national park with ten elephants and six buffalo,neutral,Contradiction
The Kinibalu National Park is one of six national protected areas,"The nation has protected areas, including the Kinabalu national park",entailment,Entailment
The Kinibalu National Park is one of six national protected areas,There are three national protected areas,contradiction,Contradiction
You will see videos of Anne's story with you in Amsterdam under the accompanying photographic work and of contemporary treasures.,You won't see the pictures,contradiction,Contradiction
You will see videos of Anne's story with you in Amsterdam under the accompanying photographic work and of contemporary treasures.,You'll see pictures,entailment,Entailment
You will see videos of Anne's story with you in Amsterdam under the accompanying photographic work and of contemporary treasures.,You will see some of the first pictures,neutral,Neutral
"Treasure Beach is the most frequented place we can talk about, with luxury hotels along three bays",There is not much choice in hotels for tourists visiting Treasure beach,entailment,Contradiction
