premise,hypothesis,label,output
A girl you can help is on the way to the city,The Girl I Need to Help Lives Far Away,entailment,Contradiction
A girl you can help is on the way to the city,A girl to help me is 5 kilometers away,neutral,Neutral
A girl you can help is on the way to the city,No One Can Help Me,contradiction,Contradiction
"But they were divided into farmhands and housekeepers, and so it was.",All Will Serve in the Field,contradiction,Contradiction
"But they were divided into farmhands and housekeepers, and so it was.",They could not agree on who would serve in the field or in the household,entailment,Contradiction
"But they were divided into farmhands and housekeepers, and so it was.",They could not agree on who should work in the cotton field and who should pick the ground,neutral,Contradiction
"I mean, they had, like, five children, one of whom died.",All Their Children Survived,contradiction,Contradiction
"I mean, they had, like, five children, one of whom died.",One in Five Children Died,entailment,Entailment
"I mean, they had, like, five children, one of whom died.",A Dead Child Born Sick,neutral,Neutral
"With tears in her eyes, she said, she then told Joe to come on stage",Tears were in her eyes as she told him to go up the stairs.,entailment,Contradiction
"With tears in her eyes, she said, she then told Joe to come on stage",She wiped away tears after pushing Joe to the platform,contradiction,Contradiction
"With tears in her eyes, she said, she then told Joe to come on stage",She was so happy to see Joe that she cried,neutral,Contradiction
"Even if the plane caught fire, why would it burn and melt in the direction of the radiation coming out?",Radiation can be reduced during a fire,neutral,Contradiction
"Even if the plane caught fire, why would it burn and melt in the direction of the radiation coming out?",Radiation can leak into the cockpit after a fire,entailment,Neutral
"Even if the plane caught fire, why would it burn and melt in the direction of the radiation coming out?",Radiation cannot escape during a fire,contradiction,Contradiction
"This is General Clem Francis, retired from the United States Air Force.",Chief Resigns from U.S. Air Force,entailment,Contradiction
"This is General Clem Francis, retired from the United States Air Force.",The chief recently resigned a few weeks ago,neutral,Contradiction
"This is General Clem Francis, retired from the United States Air Force.",The US Air Force Chief of Staff began his duties this week,contradiction,Contradiction
It got to the point where there were two or three flights a week and I didn't know where they were going,More than one flight arrives each week,entailment,Entailment
It got to the point where there were two or three flights a week and I didn't know where they were going,The size of an airplane's hangar is complex,neutral,Neutral
It got to the point where there were two or three flights a week and I didn't know where they were going,There are no flights,contradiction,Contradiction
They've already trained in full-speed gear and it took me a while if you go in full-speed gear.,It takes about three months to complete training to use a full-speed system,neutral,Neutral
They've already trained in full-speed gear and it took me a while if you go in full-speed gear.,Training to use a full-speed system takes time,entailment,Entailment
They've already trained in full-speed gear and it took me a while if you go in full-speed gear.,We can train you to use a full-speed suit before one day is up,contradiction,Contradiction
"I mean, there's no danger of a bomb going in because it won't explode, no matter how it hits the ground.",The bomb had been detonated by a pilot,neutral,Contradiction
"I mean, there's no danger of a bomb going in because it won't explode, no matter how it hits the ground.",The bomb had no chance of detonation,entailment,Entailment
"I mean, there's no danger of a bomb going in because it won't explode, no matter how it hits the ground.",There is a high risk of a missile explosion,contradiction,Contradiction
And that seems to be exactly what I'm trying to do.,I'm not sure what this looks like to you,contradiction,Neutral
And that seems to be exactly what I'm trying to do.,"I'm trying to do this, apparently.",entailment,Entailment
And that seems to be exactly what I'm trying to do.,I'm trying to finish my project next week.,neutral,Neutral
"But in any case, other animals are always free, especially the goat.",Goats fleeing their nest every day,neutral,Neutral
"But in any case, other animals are always free, especially the goat.",Goats often escaped,entailment,Contradiction
"But in any case, other animals are always free, especially the goat.",Well-kept and secure goats,contradiction,Contradiction
The doors were locked when we entered,All the doors were open,contradiction,Contradiction
The doors were locked when we entered,we had the key,neutral,Contradiction
The doors were locked when we entered,We Entered Despite Closed Doors,entailment,Entailment
So I had to take the equations and try to solve for them.,I'm hoping that the equation is what I need to solve this.,neutral,Neutral
So I had to take the equations and try to solve for them.,"I don't have any clue about using just syntax, so please give me more details so I can figure out how to solve this problem.",contradiction,Contradiction
So I had to take the equations and try to solve for them.,I'm going to count them all together.,entailment,Neutral
And that's mostly because her mother was on medication.,Parents are drug addicts,neutral,Contradiction
And that's mostly because her mother was on medication.,Parents do not have a prescription or medication,contradiction,Contradiction
And that's mostly because her mother was on medication.,Parents taking medication,entailment,Entailment
"Yes, very good, maybe it rained",I do not hate the rain,neutral,Neutral
"Yes, very good, maybe it rained",It's nice and raining,entailment,Neutral
"Yes, very good, maybe it rained",The Fear of the Endless Sun,contradiction,Contradiction
"Human life is precious, and if you can correct a person",A whole life can be saved and given a second chance,neutral,Entailment
"Human life is precious, and if you can correct a person",No People Deserve to Be Shaped,contradiction,Contradiction
"Human life is precious, and if you can correct a person",How Precious Life Is Regardless of Correction,entailment,Contradiction
you are a child with an abnormal use of wires,I've never seen such a problem with wiring before,neutral,Neutral
you are a child with an abnormal use of wires,Wiring is not a problem,contradiction,Contradiction
you are a child with an abnormal use of wires,A problem with the use of unusual wires,entailment,Entailment
"Sounds very interesting, yes, I'm surprised at how many things they'll agree to.",I'm not at all surprised that they put up with it,contradiction,Contradiction
"Sounds very interesting, yes, I'm surprised at how many things they'll agree to.","To my surprise, you were allowed to bring food and drinks",neutral,Neutral
"Sounds very interesting, yes, I'm surprised at how many things they'll agree to.",I'm amazed at what they can pull out,entailment,Neutral
But anyway um my kids are now twenty-one and twenty-nine so I feel like I don't need them,I don't have to because my kids are in their twenties,entailment,Entailment
But anyway um my kids are now twenty-one and twenty-nine so I feel like I don't need them,I've been able to do this for years.,neutral,Neutral
But anyway um my kids are now twenty-one and twenty-nine so I feel like I don't need them,I have to since they are both eleven years old,contradiction,Contradiction
yes people who could be at work at any time or whose decisions can be considered when making a decision,"Yes, humans are incapable of sound judgment",entailment,Contradiction
yes people who could be at work at any time or whose decisions can be considered when making a decision,"Yes, people may not go hungry",neutral,Neutral
yes people who could be at work at any time or whose decisions can be considered when making a decision,"Yes, people with the ability to make decisions are never intimidated",contradiction,Contradiction
no they're still alive they're still on tour they've been around since the late sixties,They began traveling before 1970,entailment,Entailment
no they're still alive they're still on tour they've been around since the late sixties,They Love to Travel,neutral,Neutral
no they're still alive they're still on tour they've been around since the late sixties,They Have Just Finished Their Journey,contradiction,Contradiction
How to Exercise,Can you explain how you exercise?,entailment,Neutral
How to Exercise,I'm interested in exercise because I need some cardio.,neutral,Neutral
How to Exercise,Please stop talking about exercise,contradiction,Contradiction
It's good that it's good I've never thought about it yes,This is an absurd idea that I ignored last week.,contradiction,Contradiction
It's good that it's good I've never thought about it yes,That's a good decision,entailment,Neutral
It's good that it's good I've never thought about it yes,Your Mysteries Are Good Articles,neutral,Neutral
secondary schools two days a week called Senior Citizen's Day,A day care centre for children aged under five,contradiction,Contradiction
secondary schools two days a week called Senior Citizen's Day,Allowed to attend more than twice a week if elderly people can afford it,neutral,Contradiction
secondary schools two days a week called Senior Citizen's Day,It's called an elderly care holiday but it's called a headquarters.,entailment,Contradiction
that was their goal oh,Their Purpose,entailment,Neutral
that was their goal oh,Not what they wanted,contradiction,Contradiction
that was their goal oh,They Succeeded,neutral,Neutral
Gun control requires two hands,Half of all firearm accidents are single-handed,neutral,Contradiction
Gun control requires two hands,The best way to control a gun is to use both legs,contradiction,Contradiction
Gun control requires two hands,Use both hands to practice gun control,entailment,Entailment
and uh but all of a sudden it comes from somewhere I don't know where it comes from but,I don't know where it's coming from but it's moving fast,entailment,Neutral
and uh but all of a sudden it comes from somewhere I don't know where it comes from but,It comes quickly but I know where it can come from,neutral,Contradiction
and uh but all of a sudden it comes from somewhere I don't know where it comes from but,It's as good as molasses and I know exactly when it's coming,contradiction,Contradiction
no actually I'm not even used to it I'm not sure,It's not easy to talk about it,entailment,Entailment
no actually I'm not even used to it I'm not sure,I don't know much about love,neutral,Neutral
no actually I'm not even used to it I'm not sure,Through the Years,contradiction,Neutral
yeah you know he was strong,I think he knows he was strong,neutral,Neutral
yeah you know he was strong,"No, it was terrifying.",contradiction,Contradiction
yeah you know he was strong,"Yes, she was beautiful",entailment,Neutral
yes he suggested getting uh um a uh um a handkerchief to use,He Suggested Buying a Space,contradiction,Contradiction
yes he suggested getting uh um a uh um a handkerchief to use,He Suggested Finding a Job,entailment,Contradiction
yes he suggested getting uh um a uh um a handkerchief to use,He wanted to clean the blood with a towel,neutral,Contradiction
it's really bad to see outside there's been a shooting almost in three quarters from our house,The shooting took place at least 100 kilometers from where I live,contradiction,Contradiction
it's really bad to see outside there's been a shooting almost in three quarters from our house,The grass was near my house and I was scared to go outside/go out,neutral,Neutral
it's really bad to see outside there's been a shooting almost in three quarters from our house,"There's been a shooting near my house, it's really not good in this neighborhood",entailment,Entailment
uh-huh that's right it doesn't really last,"I don't agree with you, it always does",contradiction,Contradiction
uh-huh that's right it doesn't really last,I think you might be right about its compatibility.,neutral,Neutral
uh-huh that's right it doesn't really last,You're right about the reliability,entailment,Neutral
I'm trying to deal with it,Trying to Be Patient,entailment,Neutral
I'm trying to deal with it,I Really Do What I Can,neutral,Neutral
I'm trying to deal with it,I Will Ignore It and Never Look Back,contradiction,Contradiction
We will find our entrance to the technological future,We are building a foundation for the future of technology.,entailment,Neutral
We will find our entrance to the technological future,"We're building tristorists, so the future will be controlled by AI.",neutral,Neutral
We will find our entrance to the technological future,We want to prevent technology from winning,contradiction,Contradiction
"For example, at a certain point, all cells turn orange","Within a short time, half of a cell can turn orange",contradiction,Contradiction
"For example, at a certain point, all cells turn orange",The ability of cells to change color,entailment,Entailment
"For example, at a certain point, all cells turn orange",Sometimes cells may turn blue,neutral,Contradiction
Daniel Yamins is a handsome young mathematician,Mr. Yamins is a mathematician,entailment,Entailment
Daniel Yamins is a handsome young mathematician,Mr. Yamins focuses on algebraic geometry,neutral,Neutral
Daniel Yamins is a handsome young mathematician,"Mr. Yamins is a great artist, but a terrible mathematician.",contradiction,Contradiction
"If so, are they usually close to the border?",I know they never go near the border,contradiction,Contradiction
"If so, are they usually close to the border?","I wonder, are they usually in England?",neutral,Neutral
"If so, are they usually close to the border?",The spokesman wanted to know how often they approached the border.,entailment,Neutral
And I think there's molecular evidence that the biological network is still building up in the surviving systems to spread the lines.,The Changing Nature of Life,entailment,Neutral
And I think there's molecular evidence that the biological network is still building up in the surviving systems to spread the lines.,Life changes according to temperature,neutral,Neutral
And I think there's molecular evidence that the biological network is still building up in the surviving systems to spread the lines.,Life does not evolve,contradiction,Contradiction
"With a jump, a simple crystal/metal cannot store much data",Ordinary crystals are very useful for storing large amounts of data,contradiction,Contradiction
"With a jump, a simple crystal/metal cannot store much data",Ordinary crystals are not very useful for storing data,entailment,Entailment
"With a jump, a simple crystal/metal cannot store much data",There are other types of crystals that are particularly useful in the recording of geographical data using laser beams.,neutral,Neutral
"Therefore, adults should not undertake to train primary school pupils, as they sometimes do when helping them learn the answers or other similar tasks.",Ordinary Syrian elementary school students are better at solving gossip than they are at learning games,contradiction,Neutral
"Therefore, adults should not undertake to train primary school pupils, as they sometimes do when helping them learn the answers or other similar tasks.",Primary-school Syrians don't need much help to learn how to handle themselves,entailment,Contradiction
"Therefore, adults should not undertake to train primary school pupils, as they sometimes do when helping them learn the answers or other similar tasks.",Elementary school students do not have the necessary formatting skills to learn the answers themselves.,neutral,Neutral.
[This country] was conceived in freedom and self-determination and dedicated to the idea that all men are created equal,Documents relating to this request have been written in several supplementary documents,neutral,Neutral
[This country] was conceived in freedom and self-determination and dedicated to the idea that all men are created equal,Some believed that all men were equal,entailment,Entailment
[This country] was conceived in freedom and self-determination and dedicated to the idea that all men are created equal,This country was founded on the belief that some people were superior to others,contradiction,Contradiction
Is he worthy of high praise?,I know I need to beat him for his failure,contradiction,Contradiction
Is he worthy of high praise?,I'm wondering if he needs a big thank you,entailment,Neutral
Is he worthy of high praise?,Should I give him more credit for the piano?,neutral,Neutral
A hybrid hybrid can be built on a large scale,Other measurements can be used to construct networks.,entailment,Neutral
A hybrid hybrid can be built on a large scale,Networks are very useful for storing information,neutral,Neutral
A hybrid hybrid can be built on a large scale,Rotating circuits cannot be thought of in different scales,contradiction,Contradiction
"(terrifyingly) No, no, I don't want you to die!",I don't want you to die!,entailment,Entailment
"(terrifyingly) No, no, I don't want you to die!",I don't care if you die,contradiction,Contradiction
"(terrifyingly) No, no, I don't want you to die!",I'd hate to see you die!,neutral,Entailment
"Publicly hanged on March 19, 1875, in San Jose, California",California carried out mass executions until 1875,entailment,Contradiction
"Publicly hanged on March 19, 1875, in San Jose, California",Exonerated of all wrongdoing and sent to a penal colony,contradiction,Contradiction
"Publicly hanged on March 19, 1875, in San Jose, California",Hanged for Rebellion and Stealing Horses,neutral,Neutral
"Under totalitarian rule, the sea of green grass spreads",The sea was deep blue and soft as crystal,contradiction,Contradiction
"Under totalitarian rule, the sea of green grass spreads",A sea full of small fish rocking the boat,neutral,Neutral
"Under totalitarian rule, the sea of green grass spreads",The Sea Was Green and Fresh,entailment,Entailment
An entirely new constitution sought to do away with the turmoil of the 1860's,"By the 1870's, all laws had been broken and the country was in turmoil",contradiction,Contradiction
An entirely new constitution sought to do away with the turmoil of the 1860's,The 1860's were a turbulent time,entailment,Entailment
An entirely new constitution sought to do away with the turmoil of the 1860's,The new law aims to extend the right to work,neutral,Neutral
"It has been shown that any higher level of reasoning, rst manifested in general communication, between the child and the cultural representative when performing joint actions.",Children cannot share the above thinking,contradiction,Contradiction
"It has been shown that any higher level of reasoning, rst manifested in general communication, between the child and the cultural representative when performing joint actions.",Fishing is a popular activity shared by many different cultures,neutral,Neutral
"It has been shown that any higher level of reasoning, rst manifested in general communication, between the child and the cultural representative when performing joint actions.",Sharing routines sometimes helps to share a higher form of thinking,entailment,Neutral.
"Some communities had rezadores, or rezadoras, clergymen who led the community in funeral prayers, celebrations of All Saints' Day, and in the absence of priests",None of the neighbors had nonpriestly clergy,contradiction,Contradiction
"Some communities had rezadores, or rezadoras, clergymen who led the community in funeral prayers, celebrations of All Saints' Day, and in the absence of priests",Some areas had clergy who were not priests,entailment,Entailment
"Some communities had rezadores, or rezadoras, clergymen who led the community in funeral prayers, celebrations of All Saints' Day, and in the absence of priests",Some of the clergy had dark hair,neutral,Neutral
"In sociodramatic theatre, too, the opportunity to play and combine different roles may help children understand the differences and distinctions between people's preferences, beliefs, and emotions.",Children can learn how people look and how they are different,entailment,Neutral
"In sociodramatic theatre, too, the opportunity to play and combine different roles may help children understand the differences and distinctions between people's preferences, beliefs, and emotions.",Children can see how different races are evolving,neutral,Neutral
"In sociodramatic theatre, too, the opportunity to play and combine different roles may help children understand the differences and distinctions between people's preferences, beliefs, and emotions.",Children cannot learn anything,contradiction,Contradiction
"The good news is that after the war, many people were killed by the Nazis.",The Nazi regime confirmed it,contradiction,Contradiction
"The good news is that after the war, many people were killed by the Nazis.",The Nazis murdered all involved,neutral,Contradiction
"The good news is that after the war, many people were killed by the Nazis.",Banned by the Nazis,entailment,Contradiction
Sonja began to imitate her daughter's temper,No One Was Angry,contradiction,Contradiction
Sonja began to imitate her daughter's temper,Sonja as a child,entailment,Contradiction
Sonja began to imitate her daughter's temper,Sonja was angry,neutral,Entailment
"6 During the fifty-five years leading up to the Civil War, the Court used its power sporadically",The Court sometimes exercised this power in the decades before the civil war,entailment,Entailment
"6 During the fifty-five years leading up to the Civil War, the Court used its power sporadically",The court exercised this power four times in the fifty-five years preceding the civil war.,neutral,Contradiction
"6 During the fifty-five years leading up to the Civil War, the Court used its power sporadically",The court used this power 5 million times in the fifty-five years before the civil war.,contradiction,Contradiction
I assure Your Honor that I have been informed,"I tell you, I have been given knowledge of all things.",entailment,Neutral
I assure Your Honor that I have been informed,I was informed of the death of a policeman,neutral,Neutral
I assure Your Honor that I have been informed,More details have been hidden from me,contradiction,Contradiction
The voices that disturbed Captain Blood for his creative ideas,Captain Blood was able to reason freely,contradiction,Contradiction
The voices that disturbed Captain Blood for his creative ideas,Captain Blood's ideas were interrupted by the noise,entailment,Entailment
The voices that disturbed Captain Blood for his creative ideas,The dog's howling changed the captain's rumors,neutral,Contradiction
"But I can't forget that when I was no better than a slave in your uncle's house in Barbados, you used me as a maid",Kindness as a Slave in Barbados,entailment,Contradiction
"But I can't forget that when I was no better than a slave in your uncle's house in Barbados, you used me as a maid","You've been unusually mean to me, and you treat me worse than dirt",contradiction,Contradiction
"But I can't forget that when I was no better than a slave in your uncle's house in Barbados, you used me as a maid",My aunt beat me badly every day when I was in her care,neutral,Contradiction
"There, about three miles away, there was land - an uneven wall of green grass covered it to the west.",The Best Places Yet to Be Found,entailment,Neutral
"There, about three miles away, there was land - an uneven wall of green grass covered it to the west.",The nearest island was uninhabited,neutral,Neutral
"There, about three miles away, there was land - an uneven wall of green grass covered it to the west.","They could not see any land for miles, except for the endless sea",contradiction,Contradiction
"I am His Majesty's messenger in these cruel quarters, and a relative of Lord Sunderland near","The Most High has an apostle, and I am one of them",entailment,Neutral
"I am His Majesty's messenger in these cruel quarters, and a relative of Lord Sunderland near",The honorable sent me here last week,neutral,Neutral
"I am His Majesty's messenger in these cruel quarters, and a relative of Lord Sunderland near",I Don't Get Orders From His Eminence,contradiction,Contradiction
"He said, ""Because of you - or I thought I did.",He did not feel indebted to you,contradiction,Contradiction
"He said, ""Because of you - or I thought I did.",He owes you for your help as a penniless intercessor,neutral,Contradiction
"He said, ""Because of you - or I thought I did.",He felt indebted to you,entailment,Contradiction
I should have known better than to come near Jamaica at night,Traveling Near Jamaica at Sunset,entailment,Contradiction
I should have known better than to come near Jamaica at night,I traveled to Jamaica on a big boat,neutral,Neutral
I should have known better than to come near Jamaica at night,My wife and I arrived in Jamaica under suspicion,contradiction,Neutral
Blood's thoughts were on these and other subjects as he lay there on the mattress.,Blood had unexpected dreams on his sleeping bed,contradiction,Contradiction
Blood's thoughts were on these and other subjects as he lay there on the mattress.,Blood was in a hurry when he fell asleep,entailment,Contradiction
Blood's thoughts were on these and other subjects as he lay there on the mattress.,Blood thought deeply about his accomplishment when he saw his mother for the last time.,neutral,Neutral
"So really, I'm going to tell you","Well, I'll tell you about it.",entailment,Entailment
"So really, I'm going to tell you",I'm not going to tell you anything,contradiction,Contradiction
"So really, I'm going to tell you",Because you promised not to say this again,neutral,Contradiction
Ah! What a way to be,Someone is blocking your path,entailment,Neutral
Ah! What a way to be,Asks questions alone and has no one available to talk to,contradiction,Neutral
Ah! What a way to be,The questioner is quick and needs to know his way urgently,neutral,Neutral
I do not take the king's responsibility lightly,Delivering Kingly Duties Contrary to My Manner,neutral,Contradiction
I do not take the king's responsibility lightly,Meditating on My Royal Responsibilities,entailment,Neutral
I do not take the king's responsibility lightly,I Signed the Resolution Without Doubting,contradiction,Contradiction
He Realized That He Could Quickly Fall Back,He Realized That He Had a Whole Day to Make Amends,contradiction,Contradiction
He Realized That He Could Quickly Fall Back,He Had a Sense of Urgency,entailment,Entailment
He Realized That He Could Quickly Fall Back,"If it remained in one place, it would be discovered",neutral,Neutral
"And yet he was who he was and he did what he did three years ago, and he said that, but he said it now, and he didn't use any contempt.",He is not happy that he has killed so many men in the last three years,neutral,Neutral
"And yet he was who he was and he did what he did three years ago, and he said that, but he said it now, and he didn't use any contempt.",He spoke proudly of his experience and personality,contradiction,Contradiction
"And yet he was who he was and he did what he did three years ago, and he said that, but he said it now, and he didn't use any contempt.",He spoke in a sad voice,entailment,Neutral
I guess that's after your outfit,I guess that's what people like you do.,entailment,Neutral
I guess that's after your outfit,I read about my ancestors and their culture.,neutral,Neutral
I guess that's after your outfit,I find this strange for people like you.,contradiction,Neutral
Discouragement can make you angry.,His face was so bright,contradiction,Neutral.
Discouragement can make you angry.,He felt a pain in his stomach,neutral,Neutral
Discouragement can make you angry.,His Face Full of Fear,entailment,Neutral.
"She had looked at him with glowing eyes, but when she saw his despondent face and even the deep fear that gripped his hair, her expression changed.",Facial expressions changed his speech,entailment,Contradiction
"She had looked at him with glowing eyes, but when she saw his despondent face and even the deep fear that gripped his hair, her expression changed.",His face glows with fear in his eyes,contradiction,Contradiction
"She had looked at him with glowing eyes, but when she saw his despondent face and even the deep fear that gripped his hair, her expression changed.",He Did Not Know If He Was Angry,neutral,Neutral
"He rushes through the wall, through the wide gate, into the courtyard.","Because the main gates were locked, he jumped over the wall into the courtyard",contradiction,Contradiction
"He rushes through the wall, through the wide gate, into the courtyard.",Only large gates led into the courtyard,neutral,Contradiction
"He rushes through the wall, through the wide gate, into the courtyard.",There were large gates leading into the courtyard,entailment,Entailment
The one hanging him on the gallows certainly spoke contemptuously,He thought someone was going to climb the tree,entailment,Contradiction
The one hanging him on the gallows certainly spoke contemptuously,A Fellow Who Caught a Thief,neutral,Contradiction
The one hanging him on the gallows certainly spoke contemptuously,Expedition to avoid imprisonment,contradiction,Contradiction
How can I be honest with them in prison?,I Could Not Bring Them to Prison,entailment,Contradiction
How can I be honest with them in prison?,Immediately Imprisoned,contradiction,Neutral
How can I be honest with them in prison?,"I would not forgive myself, if I were to imprison you",neutral,Contradiction
this year I'm going to hunt him down,and the next year almost without realizing it,neutral,Contradiction
this year I'm going to hunt him down,and only about a week in between,contradiction,Neutral
this year I'm going to hunt him down,During the previous year and the following year,entailment,Contradiction
The museum is not strong on catalogs or labels,Museums are rarely marked,neutral,Contradiction
The museum is not strong on catalogs or labels,Museums are not like brochures,entailment,Neutral
The museum is not strong on catalogs or labels,A museum's strong point is the catalogue,contradiction,Contradiction
These markets are open and an exciting place to shop in Beijing,Beijing's open-air markets are filled with exciting shops,entailment,Entailment
These markets are open and an exciting place to shop in Beijing,Beijing's open markets are the most exciting in the world,neutral,Neutral
These markets are open and an exciting place to shop in Beijing,Strict regulations in Beijing restrict open markets within the city limits,contradiction,Contradiction
"A large bay on the northwest coast provides a good harbor, but water and the sea can be polluted.",Water and oceans remain clean,contradiction,Contradiction
"A large bay on the northwest coast provides a good harbor, but water and the sea can be polluted.",Water and oceans can be polluted,entailment,Entailment
"A large bay on the northwest coast provides a good harbor, but water and the sea can be polluted.",Water polluted by sewage,neutral,Neutral
"The clouds are banks, and the road around them is called the Milla de Oro, or Golden Mile",None of the clouds above the Golden Mile are banks,contradiction,Contradiction
"The clouds are banks, and the road around them is called the Milla de Oro, or Golden Mile",The skyline of the Golden Mile is a bank,entailment,Contradiction
"The clouds are banks, and the road around them is called the Milla de Oro, or Golden Mile","Clouds on the Golden Mile are various types of business, including banking",neutral,Contradiction
"Camera enough, participation in World War II began with the British Commonwealth Air Training Program, using Canada's excellent weather to prepare pilots for battle.",Canada had a safer climate,entailment,Entailment
"Camera enough, participation in World War II began with the British Commonwealth Air Training Program, using Canada's excellent weather to prepare pilots for battle.",Canadian airspace was devoid of missiles,neutral,Contradiction
"Camera enough, participation in World War II began with the British Commonwealth Air Training Program, using Canada's excellent weather to prepare pilots for battle.",Dangerous Weather in Canada,contradiction,Contradiction
"And they continue to be patient and helpful, even though they know that their good shores are no longer just theirs.",They're angry and they're angry at everyone because they're late to the party.,contradiction,Contradiction
"And they continue to be patient and helpful, even though they know that their good shores are no longer just theirs.",now they have to share the bottle with other people,entailment,Neutral
"And they continue to be patient and helpful, even though they know that their good shores are no longer just theirs.",They fed them 500 miles [500 km] inland,neutral,Neutral
"Kublai Khan built his capital in 1279 on the shores of Beijing's Beihai Lake, where his royal treasures remain visible to this day.",Kublai Khan founded the capital of Taiwan,contradiction,Contradiction
"Kublai Khan built his capital in 1279 on the shores of Beijing's Beihai Lake, where his royal treasures remain visible to this day.",Kublai Khan has a fortune in Beijing,entailment,Entailment
"Kublai Khan built his capital in 1279 on the shores of Beijing's Beihai Lake, where his royal treasures remain visible to this day.",Kublai Khan was a highly respected man,neutral,Neutral
"Eventually, only a handful of Englishmen and Protestants accepted their Jewish ancestors from eastern Europe and settled in Toronto.",The Jews of Eastern Europe were friendly to all,contradiction,Neutral
"Eventually, only a handful of Englishmen and Protestants accepted their Jewish ancestors from eastern Europe and settled in Toronto.",Jews are not needed by other people,neutral,Contradiction
"Eventually, only a handful of Englishmen and Protestants accepted their Jewish ancestors from eastern Europe and settled in Toronto.",Jews easily assimilated into the British family,entailment,Contradiction
"If possible, plan ahead",Don't get involved first; it'll ruin the fun later,contradiction,Neutral
"If possible, plan ahead","Try to understand the purpose first, if you can",entailment,Neutral
"If possible, plan ahead",You will find the lesson easier if you can understand the purpose of the book,neutral,Neutral
"His mausoleum, 27 m (88 ft) below ground, is made of marble and covers 1200 square meters (13,000 sq ft).",Buried more than 60 feet [20 m] below the surface,entailment,Entailment
"His mausoleum, 27 m (88 ft) below ground, is made of marble and covers 1200 square meters (13,000 sq ft).",He Was a Great Man,neutral,Neutral
"His mausoleum, 27 m (88 ft) below ground, is made of marble and covers 1200 square meters (13,000 sq ft).",His wooden burial chamber,contradiction,Contradiction
Remember to hide any sensitive information,Hide your belongings from the world,entailment,Neutral
Remember to hide any sensitive information,"Monkeys are very interested in many things, including your possessions",neutral,Neutral
Remember to hide any sensitive information,You Should Not Hide What You Have,contradiction,Contradiction
"For some 1,400 years before the construction of the Temple of Estei, Milreu was the residence of a prominent man of the land",Milreu was 10 kilometers from everything,neutral,Neutral
"For some 1,400 years before the construction of the Temple of Estei, Milreu was the residence of a prominent man of the land",Milreu was out of the country,entailment,Contradiction
"For some 1,400 years before the construction of the Temple of Estei, Milreu was the residence of a prominent man of the land",Milreu was in the center of the city,contradiction,Neutral.
Sea temperatures vary between 18 and 24 degrees Celsius (64-75 degrees Fahrenheit),"The temperature of the ocean is constantly changing, but it does not go below freezing",entailment,Entailment
Sea temperatures vary between 18 and 24 degrees Celsius (64-75 degrees Fahrenheit),The temperature of the sea remains constant throughout the year,contradiction,Contradiction
Sea temperatures vary between 18 and 24 degrees Celsius (64-75 degrees Fahrenheit),Temperatures are higher during the day when it is hot,neutral,Neutral
Kinabalu National Park is one of six protected areas in the country,Kinabalu National Park with ten elephants and six vultures,neutral,Neutral
Kinabalu National Park is one of six protected areas in the country,"Country with protected areas, including Kinabalu National Park",entailment,Entailment
Kinabalu National Park is one of six protected areas in the country,In total there are three protected areas in the country,contradiction,Contradiction
