question	answer	command_r	prompt	verbalized
Pulogulaamu empya yafuna abagiwanula 60 mu mwezi ogusooka. Emirundi gye yawanulwa mu mwezi ogwokubiri gikubisaamu egy'ogwasooka emirundi esatu, kyokka ne gikendeera ebitundu 30% mu mwezi ogwokusatu. Pulogulaamu yawanulwa emirundi emeka mu myezi egyo esatu? 	366	64	"Answer only and the answer should only contain integers. 
Pulogulaamu empya yafuna abagiwanula 60 mu mwezi ogusooka. Emirundi gye yawanulwa mu mwezi ogwokubiri gikubisaamu egy'ogwasooka emirundi esatu, kyokka ne gikendeera ebitundu 30% mu mwezi ogwokusatu. Pulogulaamu yawanulwa emirundi emeka mu myezi egyo esatu? 
"	64
Toula yagenda mu bbeekeeri n'agula n'agulayo ebyokulya eby'enja. Yagula eddaziini 3 eza ddoonanti ku $68 buli emu, eddaziini 2 eza bukkeeki obutono nga buli ddaziini agiguze $80, n'agula n'eddaziini 6 bukkeeki bwa cheese ku $55 buli ddaziini. Byonna yabigula ssente mmeka?	694	363	"Answer only and the answer should only contain integers. 
Toula yagenda mu bbeekeeri n'agula n'agulayo ebyokulya eby'enja. Yagula eddaziini 3 eza ddoonanti ku $68 buli emu, eddaziini 2 eza bukkeeki obutono nga buli ddaziini agiguze $80, n'agula n'eddaziini 6 bukkeeki bwa cheese ku $55 buli ddaziini. Byonna yabigula ssente mmeka?
"	363
Carlos asimba omuti gw'enniimu. Okusimba omuti kumalawo $90. Buli mwaka gwa kubalako enniimu 7 z'asobola okutunda ku $1.5 buli emu. Kimalawo $3 omwaka ez'okufukirira omuti gw'enniimu guno. Kinaatwala emyaka emeka okutandika okufuna ssente mu muti gw'enniimu guno.	13	56	"Answer only and the answer should only contain integers. 
Carlos asimba omuti gw'enniimu. Okusimba omuti kumalawo $90. Buli mwaka gwa kubalako enniimu 7 z'asobola okutunda ku $1.5 buli emu. Kimalawo $3 omwaka ez'okufukirira omuti gw'enniimu guno. Kinaatwala emyaka emeka okutandika okufuna ssente mu muti gw'enniimu guno.
"	56
Melanie mutembeeyi. Yatunda kim kyakusatu ku bisiimuula bye ebya vacuum cleaners ku nnyumba eya kiragala, n'atunda ebirala 2 ku nnyumba emmyufu, n'atunda n'ekitundu ku nnyumba eya kipaapaali ku ebyo bye yali asigazzaawo. Melanie bw'aba yasigazaawo ebisiimuula 5, yalina bimeka ng'atandika okutunda?	18	5	"Answer only and the answer should only contain integers. 
Melanie mutembeeyi. Yatunda kim kyakusatu ku bisiimuula bye ebya vacuum cleaners ku nnyumba eya kiragala, n'atunda ebirala 2 ku nnyumba emmyufu, n'atunda n'ekitundu ku nnyumba eya kipaapaali ku ebyo bye yali asigazzaawo. Melanie bw'aba yasigazaawo ebisiimuula 5, yalina bimeka ng'atandika okutunda?
"	5
Mu kibiina eky'abayizi b'amazina, 20% beewandiisa kuyiga amazina ag'ennaku zino, 25% beewandiisa kuyiga mazina ga Jazz, abasigadde ne beewandiisa kuyiga mazina ga hip-hop. Abayizi abeewandiisa okuyiga aga Hip-hop bali bameka ku buli  kikumi?	60	4	"Answer only and the answer should only contain integers. 
Mu kibiina eky'abayizi b'amazina, 20% beewandiisa kuyiga amazina ag'ennaku zino, 25% beewandiisa kuyiga mazina ga Jazz, abasigadde ne beewandiisa kuyiga mazina ga hip-hop. Abayizi abeewandiisa okuyiga aga Hip-hop bali bameka ku buli  kikumi?
"	4
Omusuubuzi ayagala okukola okusalawo ku bintu bya mirundi ebiri eby'okugula: Ebyokwewunda ebigula $5,000 oba ebyamasannyalaze ebigula $8,000. Omuwi w'amagezi we mu byensimbi ateebereza nti akatale k'ebyokwewunda ka kulinnya okutuuka ku 2.5% ate ebyamasannyalaze birinnye okutuuka ku 1.2% mu mwezi gwe gumu. Omusuubuzi bw'aba wa kulondako ekinaakola amagoba aga waggulu omwezi we gunaggweerako, ganaaba magoba ga ssente mmeka? 	125	240	"Answer only and the answer should only contain integers. 
Omusuubuzi ayagala okukola okusalawo ku bintu bya mirundi ebiri eby'okugula: Ebyokwewunda ebigula $5,000 oba ebyamasannyalaze ebigula $8,000. Omuwi w'amagezi we mu byensimbi ateebereza nti akatale k'ebyokwewunda ka kulinnya okutuuka ku 2.5% ate ebyamasannyalaze birinnye okutuuka ku 1.2% mu mwezi gwe gumu. Omusuubuzi bw'aba wa kulondako ekinaakola amagoba aga waggulu omwezi we gunaggweerako, ganaaba magoba ga ssente mmeka? 
"	240
Eggaali z'omukka bbiri ziva e San Rafael ku budde bwe bumu. Zitandika olugendo nga zidda mu bugwanjuba, nga zombi zitwala olugendo lwa mmayiro 80. Olunaku oluddako zitambula nga zidda mu bukiikakkono ne zitindigga olugendo lwa mmayiro 150. Buli ggaali ya mukka etambula lugendo lwenkana ki mu nnaku zino ebbiri? 	230	2	"Answer only and the answer should only contain integers. 
Eggaali z'omukka bbiri ziva e San Rafael ku budde bwe bumu. Zitandika olugendo nga zidda mu bugwanjuba, nga zombi zitwala olugendo lwa mmayiro 80. Olunaku oluddako zitambula nga zidda mu bukiikakkono ne zitindigga olugendo lwa mmayiro 150. Buli ggaali ya mukka etambula lugendo lwenkana ki mu nnaku zino ebbiri? 
"	2
Jill asasulwa $20 buli ssaawa gy'asomesa n'asasulwa ne $30 olw'okutendeka abasanyusa mu mizannyo. Bw'aba akola wiiki 50 mu mwaka, ng'akola essaawa 35 ng'omusomesa buli wiiki n'essaawa 15 buli wiiki ng'omutendesi, asasulwa omusaala gwa mmeka omwaka?	57500	4	"Answer only and the answer should only contain integers. 
Jill asasulwa $20 buli ssaawa gy'asomesa n'asasulwa ne $30 olw'okutendeka abasanyusa mu mizannyo. Bw'aba akola wiiki 50 mu mwaka, ng'akola essaawa 35 ng'omusomesa buli wiiki n'essaawa 15 buli wiiki ng'omutendesi, asasulwa omusaala gwa mmeka omwaka?
"	4
Claire akicepere ky'amagi 3 buli kumakya ku kyenkya. Anaalya amagi eddaziini mmeka mu wiiki 4?	7	24	"Answer only and the answer should only contain integers. 
Claire akicepere ky'amagi 3 buli kumakya ku kyenkya. Anaalya amagi eddaziini mmeka mu wiiki 4?
"	24
Marissa atambula olugendo lwa mmayiro 12. Yakozesa essaawa 1 okutambula mmayiro 2 ezisooka, n'akozesa essaawa endala emu okutambula mmayiro endala 2. Bw'aba ayagala atambulire ku misinde gya kutambula mmayiro 4 buli ssaawa, misinde ki (mu mmayiro buli ssaawa) gye yeetaaga okutambula olugendo olusigaddeyo?	6	4	"Answer only and the answer should only contain integers. 
Marissa atambula olugendo lwa mmayiro 12. Yakozesa essaawa 1 okutambula mmayiro 2 ezisooka, n'akozesa essaawa endala emu okutambula mmayiro endala 2. Bw'aba ayagala atambulire ku misinde gya kutambula mmayiro 4 buli ssaawa, misinde ki (mu mmayiro buli ssaawa) gye yeetaaga okutambula olugendo olusigaddeyo?
"	4
Nnina liita 10 ez'omubisi gw'emicungwa ogulimu amazzi ebitundu bibiri-byakusatu era njagala nzigatte mu liita 15 ez'omubisi gw'ennaanansi ogulimu amazzi ebitundu biastu-byakutaano. Naye nga nguyiwamu, ngiwako ebbali omubisi gw'emicungwa gwa liita emu. Mazzi genkana ki agali mu liita 24 ezisigalawo?	15	28	"Answer only and the answer should only contain integers. 
Nnina liita 10 ez'omubisi gw'emicungwa ogulimu amazzi ebitundu bibiri-byakusatu era njagala nzigatte mu liita 15 ez'omubisi gw'ennaanansi ogulimu amazzi ebitundu biastu-byakutaano. Naye nga nguyiwamu, ngiwako ebbali omubisi gw'emicungwa gwa liita emu. Mazzi genkana ki agali mu liita 24 ezisigalawo?
"	28
Raymond ne Samantha bakizibwe. Raymond yazaalibwa emyaka 6 nga Samantha tannazaalibwa. Raymond yazaala omwana omulenzi ku myaka 23. Samantha bw'aba alina emyaka 31 kati, wayiseewo emyaka emeka bukya mutabani wa Raymond azaalibwa?	14	39	"Answer only and the answer should only contain integers. 
Raymond ne Samantha bakizibwe. Raymond yazaalibwa emyaka 6 nga Samantha tannazaalibwa. Raymond yazaala omwana omulenzi ku myaka 23. Samantha bw'aba alina emyaka 31 kati, wayiseewo emyaka emeka bukya mutabani wa Raymond azaalibwa?
"	39
Billy atunda DVDs. Ku Lwokubiri afuna bakasitoma 8. Bakasitoma 3 abasooka buli omu agula DVD emu. Bakasitoma be ababiri abaddako bombi bagula DVD buli omu. Bakasitoma 3 abasembayo tebagula DVD n'emu. Billy yatunda DVD mmeka ku Lwokubiri?	7	4	"Answer only and the answer should only contain integers. 
Billy atunda DVDs. Ku Lwokubiri afuna bakasitoma 8. Bakasitoma 3 abasooka buli omu agula DVD emu. Bakasitoma be ababiri abaddako bombi bagula DVD buli omu. Bakasitoma 3 abasembayo tebagula DVD n'emu. Billy yatunda DVD mmeka ku Lwokubiri?
"	4
Omusubbaawa gusaanuuka sentimmita 2 buli ssaawa bbiri nga gwaka. Omusubbaawa gunaaba guttuuse ku sentimmita mmeka oluvannyuma lw'okaka okuva ku ssaawa 1:00 PM okutuuka ku ssaawa 5:00 PM?	8	4	"Answer only and the answer should only contain integers. 
Omusubbaawa gusaanuuka sentimmita 2 buli ssaawa bbiri nga gwaka. Omusubbaawa gunaaba guttuuse ku sentimmita mmeka oluvannyuma lw'okaka okuva ku ssaawa 1:00 PM okutuuka ku ssaawa 5:00 PM?
"	4
Kyle yagula akatabo akaasinga okutunda omwaka oguwedde ku $19.50. Zino babeera basazeeko ebitundu 25% okuva ku bbeeyi eyasooka. Akatabo kaali ka ssente mmeka nga tebannakasalako?	26	20	"Answer only and the answer should only contain integers. 
Kyle yagula akatabo akaasinga okutunda omwaka oguwedde ku $19.50. Zino babeera basazeeko ebitundu 25% okuva ku bbeeyi eyasooka. Akatabo kaali ka ssente mmeka nga tebannakasalako?
"	20
Marie yatumya enkoko egula $12, paayinta z'amata 5 nga buli emu egula $3, apo 4 nga buli emu egula $1.50, ne bbookisi za pizza. Marie yasasula omugatte gwa $50. Marie yatumya bbookisi za pizza mmeka, bwe kiba nga buli bbookisi ya $8.50?	2	6	"Answer only and the answer should only contain integers. 
Marie yatumya enkoko egula $12, paayinta z'amata 5 nga buli emu egula $3, apo 4 nga buli emu egula $1.50, ne bbookisi za pizza. Marie yasasula omugatte gwa $50. Marie yatumya bbookisi za pizza mmeka, bwe kiba nga buli bbookisi ya $8.50?
"	6
Mishka yagula empale ennyimpi 3. empale empanvu 3 , n'emigogo gy'engatto 3. Empale ennyimpi emu egula $16.50. Empale empanvu emu egula $22.50 n'omugogo gw'engatto ogumu gugula $42. Mishka yasaasaanya doola mmeka ku byokwambala byonna bye yagula?	243	270	"Answer only and the answer should only contain integers. 
Mishka yagula empale ennyimpi 3. empale empanvu 3 , n'emigogo gy'engatto 3. Empale ennyimpi emu egula $16.50. Empale empanvu emu egula $22.50 n'omugogo gw'engatto ogumu gugula $42. Mishka yasaasaanya doola mmeka ku byokwambala byonna bye yagula?
"	270
Cynthia alya akasoggo ka ice cream omulundi gumu buli kiro. Agula kkatoni ya ice cream nga buli emu erimu ensoggo 15 eza ice cream nga buli kkatoni ya $4.00.  Anaaba asaasaanyizza ssente mmeka ku  ice cream mu nnaku?	16	30	"Answer only and the answer should only contain integers. 
Cynthia alya akasoggo ka ice cream omulundi gumu buli kiro. Agula kkatoni ya ice cream nga buli emu erimu ensoggo 15 eza ice cream nga buli kkatoni ya $4.00.  Anaaba asaasaanyizza ssente mmeka ku  ice cream mu nnaku?
"	30
Henry yayimiriramu emirundi ebiri mu lugendo olwa mmayiro 60 ng'avuga eggaali. Yasooka kuyimiriramu nga yaakavuga mmayiro 20. Yaddamu okuyimiriramu nga wasigadde mmayiro 15 okumalako olugendo. Yavuga mmayiro mmeka wakati w'okuyimiriramu okwasooka n'okwokubiri?	25	45	"Answer only and the answer should only contain integers. 
Henry yayimiriramu emirundi ebiri mu lugendo olwa mmayiro 60 ng'avuga eggaali. Yasooka kuyimiriramu nga yaakavuga mmayiro 20. Yaddamu okuyimiriramu nga wasigadde mmayiro 15 okumalako olugendo. Yavuga mmayiro mmeka wakati w'okuyimiriramu okwasooka n'okwokubiri?
"	45
Gloria muguzi wa ngatto ssinga abeera asanze engatto ezigya mu gajeti ye. Wabula alina okulondawo wakati w'eza bbuutu n'emigogo ebiri egy'engatto za kakondo nga ku zigula bbuutu otoolako doola ttaano okuweza ezigula ez'obukondo zombi. Bwe kiba ng'omugogo gw'engatto za kakondo gwa $33 ng'ogwokubiri guzikubisaamu emirundi ebiri, engatto za bbuutu za doola mmeka? 	104	$11	"Answer only and the answer should only contain integers. 
Gloria muguzi wa ngatto ssinga abeera asanze engatto ezigya mu gajeti ye. Wabula alina okulondawo wakati w'eza bbuutu n'emigogo ebiri egy'engatto za kakondo nga ku zigula bbuutu otoolako doola ttaano okuweza ezigula ez'obukondo zombi. Bwe kiba ng'omugogo gw'engatto za kakondo gwa $33 ng'ogwokubiri guzikubisaamu emirundi ebiri, engatto za bbuutu za doola mmeka? 
"	11
Emyaka gya Darrell ne Allen giri mu ...ya 7:11. Omugatte gw'emyaka gyabwe bwe guba 162, bala ofune emyaka Allen gy'anaabeera nagyo mu myaka 10 okuva kati.	109	26	"Answer only and the answer should only contain integers. 
Emyaka gya Darrell ne Allen giri mu ...ya 7:11. Omugatte gw'emyaka gyabwe bwe guba 162, bala ofune emyaka Allen gy'anaabeera nagyo mu myaka 10 okuva kati.
"	26
Gunter agezaako okubala switi wa jelly beans ali mu jjaaga. Abuuza mikwano gye gimubuulire obungi bwa sswiti bwe girowooza nti y'ali mu jjaaga. Omu agamba mulimu busswiti 80. Omulala agamba nti busukkamu 20 okuva ku makkati g'obwo eyasoose bw'agamba. Owookusatu agamba nti buli ebitundu 25% ebisoba mu obwo obwayogedde eyasoose. Omuwendo ogw'omu makkati ogw'okuteebereza kwabwe guli kiki?	80	50	"Answer only and the answer should only contain integers. 
Gunter agezaako okubala switi wa jelly beans ali mu jjaaga. Abuuza mikwano gye gimubuulire obungi bwa sswiti bwe girowooza nti y'ali mu jjaaga. Omu agamba mulimu busswiti 80. Omulala agamba nti busukkamu 20 okuva ku makkati g'obwo eyasoose bw'agamba. Owookusatu agamba nti buli ebitundu 25% ebisoba mu obwo obwayogedde eyasoose. Omuwendo ogw'omu makkati ogw'okuteebereza kwabwe guli kiki?
"	50
John alabirira embwa 10. Buli mbwa etwala essaawa 5 buli lunaku okutambula n'okufaayo ku bye zirina okukola. Amala essaawa mmeka mu wiiki ng'alabirira embwa?	35	25	"Answer only and the answer should only contain integers. 
John alabirira embwa 10. Buli mbwa etwala essaawa 5 buli lunaku okutambula n'okufaayo ku bye zirina okukola. Amala essaawa mmeka mu wiiki ng'alabirira embwa?
"	25
Gretchen alina ebinusu 110. Ebinusu bya zzaabu ebirimu biri 30 okusinga ku bya ffeeza. Gretchen alina ebinusu bya zzaabu bimeka?	70	50	"Answer only and the answer should only contain integers. 
Gretchen alina ebinusu 110. Ebinusu bya zzaabu ebirimu biri 30 okusinga ku bya ffeeza. Gretchen alina ebinusu bya zzaabu bimeka?
"	50
Ebyokwewunda bya Aaron bisukkamu 2 ku bya Siobhan. Ebyokwewunda bya Aaron bisukkamu 5 okusinga ku ebyo eby'amakkati g'ebya Raymond. Raymond bw'aba alina ebyokwewunda 40, Siobhan alina ebyokwewunda bimeka?	23	50	"Answer only and the answer should only contain integers. 
Ebyokwewunda bya Aaron bisukkamu 2 ku bya Siobhan. Ebyokwewunda bya Aaron bisukkamu 5 okusinga ku ebyo eby'amakkati g'ebya Raymond. Raymond bw'aba alina ebyokwewunda 40, Siobhan alina ebyokwewunda bimeka?
"	50
Mike azannya ttena ow'oku mmeeza okumala eddakiika 40. Mu ddakiika ezisooka 20, afuniramu obugoba 4.  Mu ddakiika 20 eziddako, ateeberamu obugoba obulala bwa bitundu 25%. Yateeba obugoba bumeka omugatte?	9	2	"Answer only and the answer should only contain integers. 
Mike azannya ttena ow'oku mmeeza okumala eddakiika 40. Mu ddakiika ezisooka 20, afuniramu obugoba 4.  Mu ddakiika 20 eziddako, ateeberamu obugoba obulala bwa bitundu 25%. Yateeba obugoba bumeka omugatte?
"	2
Terry anywa yogati emirundi 2 olunaku. Mu kiseera kino yogati ali ku katale atundibwa nga buyogati 4 bugula $5.00.  Asaasaanya ssente mmeka ku yogati mu nnaku 30?	75	180	"Answer only and the answer should only contain integers. 
Terry anywa yogati emirundi 2 olunaku. Mu kiseera kino yogati ali ku katale atundibwa nga buyogati 4 bugula $5.00.  Asaasaanya ssente mmeka ku yogati mu nnaku 30?
"	180
John ateekateeka okutunda ebyokuzannyisa bye byonna akozese ssente ezo okugula emizannyo gya vidiyo. Alina obukunizo bw'okuzimba ennyumba 13 ng'abutunda $15 buli kamu. Amaliriza aguze emizannyo gya vidiyo 8 nga buli gumu aguguze $20 n'asigazaawo $5. Asigazzaawo obukunizo bw'okuzimba bumeka?	2	25	"Answer only and the answer should only contain integers. 
John ateekateeka okutunda ebyokuzannyisa bye byonna akozese ssente ezo okugula emizannyo gya vidiyo. Alina obukunizo bw'okuzimba ennyumba 13 ng'abutunda $15 buli kamu. Amaliriza aguze emizannyo gya vidiyo 8 nga buli gumu aguguze $20 n'asigazaawo $5. Asigazzaawo obukunizo bw'okuzimba bumeka?
"	25
John adduka mmayiro 60 buli wiiki. mU wiiki addukamu ennaku 3.  Ku lunaku olusooka, adduka n'ayisaamu essaawa 3 n'ekitundu ku ezo z'adduka mu nnaku eebiri endala. Afubutuka kwenkana wa?	10	4	"Answer only and the answer should only contain integers. 
John adduka mmayiro 60 buli wiiki. mU wiiki addukamu ennaku 3.  Ku lunaku olusooka, adduka n'ayisaamu essaawa 3 n'ekitundu ku ezo z'adduka mu nnaku eebiri endala. Afubutuka kwenkana wa?
"	4
Dana asobola okuddukira ku misinde egikubisaamu obwangu kw'atambulira emirundi ena, Naye asobola okuyimiriramu n'atambulira ku bwangu obuli wakati w'obwo kw'asobola okuddukira. Bw'aba asobola okutambulamu ng'amazeeko emisinde gya mmayiro 3 buli ssaawa, asobola kumalako mmayiro mmeka mu ssaawa mukaaka singa amala ekitundu kimu-kyakusatu eky'obudde obwo ng'adduka era n'amala ebitundu biriri-byakusatu eby'obudde ng'atambula?	18	2	"Answer only and the answer should only contain integers. 
Dana asobola okuddukira ku misinde egikubisaamu obwangu kw'atambulira emirundi ena, Naye asobola okuyimiriramu n'atambulira ku bwangu obuli wakati w'obwo kw'asobola okuddukira. Bw'aba asobola okutambulamu ng'amazeeko emisinde gya mmayiro 3 buli ssaawa, asobola kumalako mmayiro mmeka mu ssaawa mukaaka singa amala ekitundu kimu-kyakusatu eky'obudde obwo ng'adduka era n'amala ebitundu biriri-byakusatu eby'obudde ng'atambula?
"	2
Obukadde bwa iPhone ya Brandon bukubisaamu eya Ben emirundi 4. Obukadde bwa iPhone ya Ben bukubisaamu eya Suzi emirundi ebiri. iPhone ya Suzy bw'eba ya mwaka gumu, eya Brandon ya bbanga ki?	8	2	"Answer only and the answer should only contain integers. 
Obukadde bwa iPhone ya Brandon bukubisaamu eya Ben emirundi 4. Obukadde bwa iPhone ya Ben bukubisaamu eya Suzi emirundi ebiri. iPhone ya Suzy bw'eba ya mwaka gumu, eya Brandon ya bbanga ki?
"	2
