Unnamed: 0	premise	hypothesis	label	llm	verbalized
10	Kale nno, simanyidde ddala lwaki.	Simanyi lwaki yakyusakyusa amasomero.	neutral	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Kale nno, simanyidde ddala lwaki.
HYPOTHESIS: Simanyi lwaki yakyusakyusa amasomero.
Is it  entailment, contradiction, or neutral? neutral"	neutral
11	Kale nno, simanyidde ddala lwaki.	Simanyi lwaki ekyo kyagwawo.	entailment	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Kale nno, simanyidde ddala lwaki.
HYPOTHESIS: Simanyi lwaki ekyo kyagwawo.
Is it  entailment, contradiction, or neutral? neutral"	neutral
12	Nze nzekka uh, eyali akozesa obuuma obulondoola obwa, okugezesa enkyukakyuka y'embeera y'ekintu ekibeera kiteekeddwa mu kasenge.	Ssaakyagala kubeera nzekka nga nze nsobola okukozesa obuuma mu kugezesa.	neutral	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Nze nzekka uh, eyali akozesa obuuma obulondoola obwa, okugezesa enkyukakyuka y'embeera y'ekintu ekibeera kiteekeddwa mu kasenge.
HYPOTHESIS: Ssaakyagala kubeera nzekka nga nze nsobola okukozesa obuuma mu kugezesa.
Is it  entailment, contradiction, or neutral? contradiction"	contradiction
13	Nze nzekka uh, eyali akozesa obuuma obulondoola obwa, okugezesa enkyukakyuka y'embeera y'ekintu ekibeera kiteekeddwa mu kasenge.	Okugezesebwa baakukolera mu kasenge omulondoolerwa enkyukakyuka y'embeera y'ekintu.	entailment	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Nze nzekka uh, eyali akozesa obuuma obulondoola obwa, okugezesa enkyukakyuka y'embeera y'ekintu ekibeera kiteekeddwa mu kasenge.
HYPOTHESIS: Okugezesebwa baakukolera mu kasenge omulondoolerwa enkyukakyuka y'embeera y'ekintu.
Is it  entailment, contradiction, or neutral? neutral"	neutral
14	Nze nzekka uh, eyali akozesa obuuma obulondoola obwa, okugezesa enkyukakyuka y'embeera y'ekintu ekibeera kiteekeddwa mu kasenge.	Batono ku ffe abaddukanya obuuma mu kugezesa.	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Nze nzekka uh, eyali akozesa obuuma obulondoola obwa, okugezesa enkyukakyuka y'embeera y'ekintu ekibeera kiteekeddwa mu kasenge.
HYPOTHESIS: Batono ku ffe abaddukanya obuuma mu kugezesa.
Is it  entailment, contradiction, or neutral? contradiction"	contradiction
15	Nze uh, Chief Master Sergeant, eyawummula, nga Rick bw'agambye.	N'okutuusa leero, nkyakola.	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Nze uh, Chief Master Sergeant, eyawummula, nga Rick bw'agambye.
HYPOTHESIS: N'okutuusa leero, nkyakola.
Is it  entailment, contradiction, or neutral? contradiction"	contradiction
16	Nze uh, Chief Master Sergeant, eyawummula, nga Rick bw'agambye.	Nawummula mu 2002.	neutral	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Nze uh, Chief Master Sergeant, eyawummula, nga Rick bw'agambye.
HYPOTHESIS: Nawummula mu 2002.
Is it  entailment, contradiction, or neutral? contradiction"	contradiction
17	Nze uh, Chief Master Sergeant, eyawummula, nga Rick bw'agambye.	Rick yabagamba nti nnawummula.	entailment	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Nze uh, Chief Master Sergeant, eyawummula, nga Rick bw'agambye.
HYPOTHESIS: Rick yabagamba nti nnawummula.
Is it  entailment, contradiction, or neutral? entailment"	entailment
18	Waliwo kko ebikwata ku nsuubira y'ennyingiza ya ssente ebiri ku mmeeza yange era, um, uh, bya Cutty, lye linnya lya kasitoma.	Kasitoma ayitibwa Cutty akola  $10000 buli mwezi.	neutral	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Waliwo kko ebikwata ku nsuubira y'ennyingiza ya ssente ebiri ku mmeeza yange era, um, uh, bya Cutty, lye linnya lya kasitoma.
HYPOTHESIS: Kasitoma ayitibwa Cutty akola  $10000 buli mwezi.
Is it  entailment, contradiction, or neutral? contradiction"	contradiction
19	Waliwo kko ebikwata ku nsuubira y'ennyingiza ya ssente ebiri ku mmeeza yange era, um, uh, bya Cutty, lye linnya lya kasitoma.	Waliwo kasitoma ng'erinnya lye ye Cutty.	entailment	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Waliwo kko ebikwata ku nsuubira y'ennyingiza ya ssente ebiri ku mmeeza yange era, um, uh, bya Cutty, lye linnya lya kasitoma.
HYPOTHESIS: Waliwo kasitoma ng'erinnya lye ye Cutty.
Is it  entailment, contradiction, or neutral? entailment"	entailment
20	Waliwo kko ebikwata ku nsuubira y'ennyingiza ya ssente ebiri ku mmeeza yange era, um, uh, bya Cutty, lye linnya lya kasitoma.	Tetulina wano kasitoma yenna ayitibwa Cutty.	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Waliwo kko ebikwata ku nsuubira y'ennyingiza ya ssente ebiri ku mmeeza yange era, um, uh, bya Cutty, lye linnya lya kasitoma.
HYPOTHESIS: Tetulina wano kasitoma yenna ayitibwa Cutty.
Is it  entailment, contradiction, or neutral? contradiction"	contradiction
21	Omuwala ayinza okunnyamba ali walako n'ekibuga.	Omuwala gwe nneetaagako obuyambi abeera walako.	entailment	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Omuwala ayinza okunnyamba ali walako n'ekibuga.
HYPOTHESIS: Omuwala gwe nneetaagako obuyambi abeera walako.
Is it  entailment, contradiction, or neutral? contradiction"	contradiction
22	Omuwala ayinza okunnyamba ali walako n'ekibuga.	Omuwala agenda okunnyamba yeesudde mmayiro 5.	neutral	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Omuwala ayinza okunnyamba ali walako n'ekibuga.
HYPOTHESIS: Omuwala agenda okunnyamba yeesudde mmayiro 5.
Is it  entailment, contradiction, or neutral? contradiction"	contradiction
23	Omuwala ayinza okunnyamba ali walako n'ekibuga.	Tewaliiwo muntu ayinza kunnyamba.	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Omuwala ayinza okunnyamba ali walako n'ekibuga.
HYPOTHESIS: Tewaliiwo muntu ayinza kunnyamba.
Is it  entailment, contradiction, or neutral? contradiction"	contradiction
24	Naye baali bagabanyiziddwaamu ku b'ani abaali balina okuba abakozi ku ffaamu n'abo abaalina okusigala awaka.	Bonna bakkaanya nti bonna baali ba kukola mu nnimiro.	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Naye baali bagabanyiziddwaamu ku b'ani abaali balina okuba abakozi ku ffaamu n'abo abaalina okusigala awaka.
HYPOTHESIS: Bonna bakkaanya nti bonna baali ba kukola mu nnimiro.
Is it  entailment, contradiction, or neutral? neutral"	neutral
25	Naye baali bagabanyiziddwaamu ku b'ani abaali balina okuba abakozi ku ffaamu n'abo abaalina okusigala awaka.	Baali tebasobola kukkaanya ku ani yali omukozi ow'omu nnimiro n'ani ayali ow'omu nju.	entailment	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Naye baali bagabanyiziddwaamu ku b'ani abaali balina okuba abakozi ku ffaamu n'abo abaalina okusigala awaka.
HYPOTHESIS: Baali tebasobola kukkaanya ku ani yali omukozi ow'omu nnimiro n'ani ayali ow'omu nju.
Is it  entailment, contradiction, or neutral? neutral"	neutral
26	Naye baali bagabanyiziddwaamu ku b'ani abaali balina okuba abakozi ku ffaamu n'abo abaalina okusigala awaka.	Baali tebayinza kukkaanya ku ani yali alina okukola mu nnimiro ya ppamba n'eyali alina okusiimuula ennyumba.	neutral	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Naye baali bagabanyiziddwaamu ku b'ani abaali balina okuba abakozi ku ffaamu n'abo abaalina okusigala awaka.
HYPOTHESIS: Baali tebayinza kukkaanya ku ani yali alina okukola mu nnimiro ya ppamba n'eyali alina okusiimuula ennyumba.
Is it  entailment, contradiction, or neutral? neutral"	neutral
27	Kye ntegeeza kiri nti baalina abaana bataano bokka, omu ku bbo n'afa.	Abaana baabwe bonna baasimattuka.	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Kye ntegeeza kiri nti baalina abaana bataano bokka, omu ku bbo n'afa.
HYPOTHESIS: Abaana baabwe bonna baasimattuka.
Is it  entailment, contradiction, or neutral? contradiction"	contradiction
28	Kye ntegeeza kiri nti baalina abaana bataano bokka, omu ku bbo n'afa.	Omwana omu ye yafa ku baana abataano.	entailment	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Kye ntegeeza kiri nti baalina abaana bataano bokka, omu ku bbo n'afa.
HYPOTHESIS: Omwana omu ye yafa ku baana abataano.
Is it  entailment, contradiction, or neutral? contradiction"	contradiction
29	Kye ntegeeza kiri nti baalina abaana bataano bokka, omu ku bbo n'afa.	Omwana eyafa yazaalibwa nga mulwadderwadde.	neutral	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Kye ntegeeza kiri nti baalina abaana bataano bokka, omu ku bbo n'afa.
HYPOTHESIS: Omwana eyafa yazaalibwa nga mulwadderwadde.
Is it  entailment, contradiction, or neutral? contradiction"	contradiction
30	Yagamba nti maziga gokka ge gaali gamuyunguka okuva mu maaso, oluvannyuma Joe n'ajja ku lubalaza.	We yamugambira nti ajje ku lubalaza, yalina amaziga mu maaso ge.	entailment	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Yagamba nti maziga gokka ge gaali gamuyunguka okuva mu maaso, oluvannyuma Joe n'ajja ku lubalaza.
HYPOTHESIS: We yamugambira nti ajje ku lubalaza, yalina amaziga mu maaso ge.
Is it  entailment, contradiction, or neutral? contradiction"	contradiction
31	Yagamba nti maziga gokka ge gaali gamuyunguka okuva mu maaso, oluvannyuma Joe n'ajja ku lubalaza.	Yeesangula mangu amaziga oluvannyuma lw'okusindika Joe n'amuggya ku lubalaza.	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Yagamba nti maziga gokka ge gaali gamuyunguka okuva mu maaso, oluvannyuma Joe n'ajja ku lubalaza.
HYPOTHESIS: Yeesangula mangu amaziga oluvannyuma lw'okusindika Joe n'amuggya ku lubalaza.
Is it  entailment, contradiction, or neutral? contradiction"	contradiction
32	Yagamba nti maziga gokka ge gaali gamuyunguka okuva mu maaso, oluvannyuma Joe n'ajja ku lubalaza.	Yali musanyufu nnyo ng'alabye ku Joe, era yatandikirawo okukaaba.	neutral	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Yagamba nti maziga gokka ge gaali gamuyunguka okuva mu maaso, oluvannyuma Joe n'ajja ku lubalaza.
HYPOTHESIS: Yali musanyufu nnyo ng'alabye ku Joe, era yatandikirawo okukaaba.
Is it  entailment, contradiction, or neutral? contradiction"	contradiction
33	Newankubandde ennyonyi yali ekutte omuliro, lwaki uh, yandibadde ebengeya n'esaanuuka okutuuka ekirungo kya lead eky'obulabe ennyo okwaka?	Okufuumuuka kw'emikka egy'obulabe ennyo mu bbanga nakwo kusobola okuteekebwako ekkomo mu muliro.	neutral	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Newankubandde ennyonyi yali ekutte omuliro, lwaki uh, yandibadde ebengeya n'esaanuuka okutuuka ekirungo kya lead eky'obulabe ennyo okwaka?
HYPOTHESIS: Okufuumuuka kw'emikka egy'obulabe ennyo mu bbanga nakwo kusobola okuteekebwako ekkomo mu muliro.
Is it  entailment, contradiction, or neutral? contradiction"	contradiction
34	Newankubandde ennyonyi yali ekutte omuliro, lwaki uh, yandibadde ebengeya n'esaanuuka okutuuka ekirungo kya lead eky'obulabe ennyo okwaka?	Okufuumuuka kw'emikka egy'obulabe ennyo kusobola okuva mu kirungo kya Lead ssinga ennyonyi eba ekutte omuliro.	entailment	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Newankubandde ennyonyi yali ekutte omuliro, lwaki uh, yandibadde ebengeya n'esaanuuka okutuuka ekirungo kya lead eky'obulabe ennyo okwaka?
HYPOTHESIS: Okufuumuuka kw'emikka egy'obulabe ennyo kusobola okuva mu kirungo kya Lead ssinga ennyonyi eba ekutte omuliro.
Is it  entailment, contradiction, or neutral? contradiction"	contradiction
35	Newankubandde ennyonyi yali ekutte omuliro, lwaki uh, yandibadde ebengeya n'esaanuuka okutuuka ekirungo kya lead eky'obulabe ennyo okwaka?	Okufuumuuka kw'emikka egy'obulabe ennyo tekwandisobose kubaawo ng'omuliro gukutte.	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Newankubandde ennyonyi yali ekutte omuliro, lwaki uh, yandibadde ebengeya n'esaanuuka okutuuka ekirungo kya lead eky'obulabe ennyo okwaka?
HYPOTHESIS: Okufuumuuka kw'emikka egy'obulabe ennyo tekwandisobose kubaawo ng'omuliro gukutte.
Is it  entailment, contradiction, or neutral? contradiction"	contradiction
36	Ono ye Chief Master Sergeant Clem Francis, eyawummula egy'eggye lya America ery'omubbanga.	Chief yawummula amagye mu ggye lya America ery'omu bbanga erya US Air Force.	entailment	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Ono ye Chief Master Sergeant Clem Francis, eyawummula egy'eggye lya America ery'omubbanga.
HYPOTHESIS: Chief yawummula amagye mu ggye lya America ery'omu bbanga erya US Air Force.
Is it  entailment, contradiction, or neutral? entailment"	entailment
37	Ono ye Chief Master Sergeant Clem Francis, eyawummula egy'eggye lya America ery'omubbanga.	Chief yaakawummula mu wiiki ntono emabega.	neutral	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Ono ye Chief Master Sergeant Clem Francis, eyawummula egy'eggye lya America ery'omubbanga.
HYPOTHESIS: Chief yaakawummula mu wiiki ntono emabega.
Is it  entailment, contradiction, or neutral? contradiction"	contradiction
38	Ono ye Chief Master Sergeant Clem Francis, eyawummula egy'eggye lya America ery'omubbanga.	Akulira eggye lya US ery'omubbanga atandise omulimu gwe mu wiiki eno.	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Ono ye Chief Master Sergeant Clem Francis, eyawummula egy'eggye lya America ery'omubbanga.
HYPOTHESIS: Akulira eggye lya US ery'omubbanga atandise omulimu gwe mu wiiki eno.
Is it  entailment, contradiction, or neutral? contradiction"	contradiction
39	Kyajja ng'ennyonyi bbiri oba ssatu zituuka naye nga simanyi na gye ziraga.	Ennyonyi ezisukka mu emu ze zijja buli wiiki.	entailment	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Kyajja ng'ennyonyi bbiri oba ssatu zituuka naye nga simanyi na gye ziraga.
HYPOTHESIS: Ennyonyi ezisukka mu emu ze zijja buli wiiki.
Is it  entailment, contradiction, or neutral? neutral"	neutral
40	Kyajja ng'ennyonyi bbiri oba ssatu zituuka naye nga simanyi na gye ziraga.	Okweyongera kw'obungi bw'ennyonyi ezitambula kwa bulabe.	neutral	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Kyajja ng'ennyonyi bbiri oba ssatu zituuka naye nga simanyi na gye ziraga.
HYPOTHESIS: Okweyongera kw'obungi bw'ennyonyi ezitambula kwa bulabe.
Is it  entailment, contradiction, or neutral? contradiction"	contradiction
41	Kyajja ng'ennyonyi bbiri oba ssatu zituuka naye nga simanyi na gye ziraga.	Tewali nnyonyi n'emu etuuka.	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Kyajja ng'ennyonyi bbiri oba ssatu zituuka naye nga simanyi na gye ziraga.
HYPOTHESIS: Tewali nnyonyi n'emu etuuka.
Is it  entailment, contradiction, or neutral? contradiction"	contradiction
42	Baali bamalirizza okukola okutendekebwa kwabwe nga bambadde ebyambalo by'abavuzi b'ennyonyi kyokka kyantwalira akabanga okuzuula oba bye bisaana okugenderamu.	Kitwala emyezi esatu okumalayo okutendekebwa ku ngeri abavuzi b'ennyonyi gye beeyambisa ebyambalo ebibayamba nga bali mu bwengula.	neutral	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Baali bamalirizza okukola okutendekebwa kwabwe nga bambadde ebyambalo by'abavuzi b'ennyonyi kyokka kyantwalira akabanga okuzuula oba bye bisaana okugenderamu.
HYPOTHESIS: Kitwala emyezi esatu okumalayo okutendekebwa ku ngeri abavuzi b'ennyonyi gye beeyambisa ebyambalo ebibayamba nga bali mu bwengula.
Is it  entailment, contradiction, or neutral? contradiction"	contradiction
43	Baali bamalirizza okukola okutendekebwa kwabwe nga bambadde ebyambalo by'abavuzi b'ennyonyi kyokka kyantwalira akabanga okuzuula oba bye bisaana okugenderamu.	Okutendeka abavuzi b'ennyonyi ku ngeri gye beeyambisa abyambalo by'abavuzi b'ennyonyi eby'omu bwengula kutwala obudde.	entailment	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Baali bamalirizza okukola okutendekebwa kwabwe nga bambadde ebyambalo by'abavuzi b'ennyonyi kyokka kyantwalira akabanga okuzuula oba bye bisaana okugenderamu.
HYPOTHESIS: Okutendeka abavuzi b'ennyonyi ku ngeri gye beeyambisa abyambalo by'abavuzi b'ennyonyi eby'omu bwengula kutwala obudde.
Is it  entailment, contradiction, or neutral? contradiction"	contradiction
44	Baali bamalirizza okukola okutendekebwa kwabwe nga bambadde ebyambalo by'abavuzi b'ennyonyi kyokka kyantwalira akabanga okuzuula oba bye bisaana okugenderamu.	Tusobola okukutendeka engeri ey'okweyambisaamu ebyambalo by'abavuzi b'ennyony eby'omu bwengula mu lunaku lumu.	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Baali bamalirizza okukola okutendekebwa kwabwe nga bambadde ebyambalo by'abavuzi b'ennyonyi kyokka kyantwalira akabanga okuzuula oba bye bisaana okugenderamu.
HYPOTHESIS: Tusobola okukutendeka engeri ey'okweyambisaamu ebyambalo by'abavuzi b'ennyony eby'omu bwengula mu lunaku lumu.
Is it  entailment, contradiction, or neutral? entailment"	entailment
45	Njagala okubategeeza nti tewaaliwo bulabe bwonna okugenda ne bbomu kubanga yali tesobola kubaluka k'ebe nga yekkase ku ttaka.	Omuvuzi w'ennyonyi yali yasirisizza bbomu nga teyinza kubaluka.	neutral	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Njagala okubategeeza nti tewaaliwo bulabe bwonna okugenda ne bbomu kubanga yali tesobola kubaluka k'ebe nga yekkase ku ttaka.
HYPOTHESIS: Omuvuzi w'ennyonyi yali yasirisizza bbomu nga teyinza kubaluka.
Is it  entailment, contradiction, or neutral? contradiction"	contradiction
46	Njagala okubategeeza nti tewaaliwo bulabe bwonna okugenda ne bbomu kubanga yali tesobola kubaluka k'ebe nga yekkase ku ttaka.	Bbomu teyalina mukisa gwonna kubaluka.	entailment	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Njagala okubategeeza nti tewaaliwo bulabe bwonna okugenda ne bbomu kubanga yali tesobola kubaluka k'ebe nga yekkase ku ttaka.
HYPOTHESIS: Bbomu teyalina mukisa gwonna kubaluka.
Is it  entailment, contradiction, or neutral? contradiction"	contradiction
