premise,hypothesis,label,output
"Pane mutarisiro wemari irikungopinda patafura pangu uye, um uh, ndeya ndingi nanhingi  Cutty, ndirozita rake remutengi.",Hatina mutengi anonzi Cutty.,contradiction,Contradiction
Musikana anokwanisa kundibatsira anogara kuzasi kwedhorobha.,Musikana wandinoda kuti andibatsire anogara kure uko.,entailment,Contradiction
Musikana anokwanisa kundibatsira anogara kuzasi kwedhorobha.,Musikana achandibatsira anogara mamaira mashanu kubva pano .,neutral,Neutral
Musikana anokwanisa kundibatsira anogara kuzasi kwedhorobha.,Hakuna munhu anokwanisa kundibatsira .,contradiction,Contradiction
"Asi vainge vakapatsanurwa mukufunga kuti ndevapi vashandi vekumunda kana kuti vashandi vemumba, zvaive zvakaita sekudero",Vose vakatenderana kuti vainoshanda kuminda .,contradiction,Contradiction
"Asi vainge vakapatsanurwa mukufunga kuti ndevapi vashandi vekumunda kana kuti vashandi vemumba, zvaive zvakaita sekudero",Havana kukwanisa kutenderana kuti ndiyani mushandi wemumunda uye mushandi wemumba .,entailment,Entailment
"Asi vainge vakapatsanurwa mukufunga kuti ndevapi vashandi vekumunda kana kuti vashandi vemumba, zvaive zvakaita sekudero",Havana kukwanisa kutenderana kuti ndiyani afanirwa kushanda mumunda  wedonje uye waizo korobha mumba.,neutral,Entailment
"Ndinoreva kuti vaingove, sokuti, vaive nevana vashanu, mumwe pavana ava akafa.",Vana vavo vose vakararama .,contradiction,Contradiction
"Ndinoreva kuti vaingove, sokuti, vaive nevana vashanu, mumwe pavana ava akafa.",Pavana vashanu mumwe akashaya .,entailment,Entailment
"Ndinoreva kuti vaingove, sokuti, vaive nevana vashanu, mumwe pavana ava akafa.",Mwana akashaya akazvarwa ari murwere .,neutral,Neutral
"Mukadzi akati yaingova misodzi yaiyerera kubva mumaziso ake uye akabva ati, ndobva azoti Joe akakwira kuuya kuvharanda.",Paakamuudza kuti auye kuvharanda mukadzi aive nemisodzi mumaziso ake.,entailment,Entailment
"Mukadzi akati yaingova misodzi yaiyerera kubva mumaziso ake uye akabva ati, ndobva azoti Joe akakwira kuuya kuvharanda.",Mukadzi akapukuta misodzi nekukurumidza paange achangobva kusundidzira Joe kubva pavheranda ,contradiction,Contradiction
"Mukadzi akati yaingova misodzi yaiyerera kubva mumaziso ake uye akabva ati, ndobva azoti Joe akakwira kuuya kuvharanda.",Mukadzi akafara kuona Joe zvokuti akabva atanga kuchema.,neutral,Contradiction
"Nyangwe zvazvo ndege yaibvira, asi, yaitsva ichinyungudika nemuchibandi chesimbi yaita kuti mwaranzi ibvinze",Mwaranzi anogona kudzivirirwa panodzivirirwa moto zvakare,neutral,Contradiction
"Nyangwe zvazvo ndege yaibvira, asi, yaitsva ichinyungudika nemuchibandi chesimbi yaita kuti mwaranzi ibvinze",Mwaranzi aibvinza kubva musimbi apo ndege yatsva,entailment,Entailment
"Nyangwe zvazvo ndege yaibvira, asi, yaitsva ichinyungudika nemuchibandi chesimbi yaita kuti mwaranzi ibvinze",Mwaranzi aisabvinza panguva yekupisa kwemoto,contradiction,Contradiction
Ndini Chief Master Sergeant Clem Francis ari pamudyandigere we US AIR Force,Chief vari pamudyandigere wemauto emuchadenga eUS .,entailment,Entailment
Ndini Chief Master Sergeant Clem Francis ari pamudyandigere we US AIR Force,Chief vachangoenda pamudyandigere masvondo mashoma apfuura .,neutral,Entailment
Ndini Chief Master Sergeant Clem Francis ari pamudyandigere we US AIR Force,Chief vemauto emuchadenga ekuUS vachangotanga basa ravo  svondo rino .,contradiction,Contradiction
Zvakasvika pakuti ndege mbiri kana nhatu dzaisvika musvondo rimwe uye handaiziva kwadzinoenda .,Ndege dzinopfuura imwe dzinosvika svondo rimwe nerimwe .,entailment,Entailment
Zvakasvika pakuti ndege mbiri kana nhatu dzaisvika musvondo rimwe uye handaiziva kwadzinoenda .,Kuwedzerwa kwendege dzinofamba kunokonzeresa matambudziko.,neutral,Neutral
Zvakasvika pakuti ndege mbiri kana nhatu dzaisvika musvondo rimwe uye handaiziva kwadzinoenda .,Hakuna ndege dziri kumbosvika .,contradiction,Contradiction
"Vakanga vadzidzira basa vakapfeka mbatya dzemhepo yakamanikidzirwa, uye zvikanditorera nguva ndapfeka mbatya dzemhepo. yakamanikidzirwa",Zvinotora mwedzi inosvika mitatu kudzidzira nezvenhumbi dzevatyairi vendege dzekudzivirira kupisisa kana kutonhoresa kana vari kubhururuka .  ,neutral,Neutral
"Vakanga vadzidzira basa vakapfeka mbatya dzemhepo yakamanikidzirwa, uye zvikanditorera nguva ndapfeka mbatya dzemhepo. yakamanikidzirwa",Zvinotora nguva kudzidzira nezvenhumbi dzemuchadenga dzinoshandiswa nevatyairi  vendege .,entailment,Entailment
"Vakanga vadzidzira basa vakapfeka mbatya dzemhepo yakamanikidzirwa, uye zvikanditorera nguva ndapfeka mbatya dzemhepo. yakamanikidzirwa",Pakupera kwezuva tinogona kunge takudzidzisa mashandisirwe enhumbi dzemuchadenga dzinopfekwa nevatyairi vendege.,contradiction,Contradiction
Ndinoda kutaura kuti kwakanga kusina njodzi kupinda nechimbambaira nekuti hachaizoputika kunyangwe chairova pasi zvine simba .,Chimbambaira chainge chaparadzwa simba rekuputika nemutyairi wendege .,neutral,Contradiction
Ndinoda kutaura kuti kwakanga kusina njodzi kupinda nechimbambaira nekuti hachaizoputika kunyangwe chairova pasi zvine simba .,Chimbambaira chainge chisina mukana wekuputika .,entailment,Entailment
Ndinoda kutaura kuti kwakanga kusina njodzi kupinda nechimbambaira nekuti hachaizoputika kunyangwe chairova pasi zvine simba .,Pakange pane njodzi huru yekuputika kwechimbambaira.,contradiction,Contradiction
Ko zvazvinotaridzika chaizvo kuti ndizvo zvandiri kuedza kuita.,Handizive kuti zvinotaridzika sei kwauri .,contradiction,Contradiction
Ko zvazvinotaridzika chaizvo kuti ndizvo zvandiri kuedza kuita.,"Ndiri kuedza kuita izvi ,zviri pachena .",entailment,Entailment
Ko zvazvinotaridzika chaizvo kuti ndizvo zvandiri kuedza kuita.,Ndiri kuedza kupedzisa basa rangu muvhiki rinotevera.,neutral,Neutral
"Kunyangwe zvakadaro ,mhuka dzinorasika nguva dzose ,kunyanya mbudzi .",Mbudzi dzaipoya kubva muchirugwi zuva roga roga .,neutral,Contradiction
"Kunyangwe zvakadaro ,mhuka dzinorasika nguva dzose ,kunyanya mbudzi .",Mbudzi dzaipoya kazhinji .,entailment,Entailment
"Kunyangwe zvakadaro ,mhuka dzinorasika nguva dzose ,kunyanya mbudzi .",Mbudzi dzaive dzakachengetedzwa  uye dzakachengeteka .,contradiction,Contradiction
Mikova yaive yakakiyiwa patakapinda .,Mikova yose yaive yakavhurika .,contradiction,Contradiction
Mikova yaive yakakiyiwa patakapinda .,Svumbunuro ndisu taive nadzo .,neutral,Neutral
Mikova yaive yakakiyiwa patakapinda .,Takapinda mukati kunyangwe zvazvo mikova yaive yakakiiwa .,entailment,Contradiction
Nekudaro ndakaedza kutora uwandu hwedziripo zve ndoedza kuhutora saizvozvo .,Ndine chivimbo chekuti uwandu hwacho hwese ndihwo hwandinoda kuti izvi zvioneke .,neutral,Neutral
Nekudaro ndakaedza kutora uwandu hwedziripo zve ndoedza kuhutora saizvozvo .,Ini handina kana ruzivo rwezvekuita nehuwandu hwega ndapota ndipei ruzivo rwakawanda kuti ndigoona pasina kumira zvakanaka . ,contradiction,Contradiction
Nekudaro ndakaedza kutora uwandu hwedziripo zve ndoedza kuhutora saizvozvo .,Ndichaverenga ndichashandisa huwandu huripo .,entailment,Neutral
uye kazhinji kacho zvinokonzerwa nekuti vana mai vacho vanenge vachitora zvinodhaka .,Madzimai apindwa nezvinodhaka muropa .,neutral,Entailment
uye kazhinji kacho zvinokonzerwa nekuti vana mai vacho vanenge vachitora zvinodhaka .,Vana mai havasi pazvirongwa zvekupiwa mishonga kana zvinodhaka .,contradiction,Contradiction
uye kazhinji kacho zvinokonzerwa nekuti vana mai vacho vanenge vachitora zvinodhaka .,Vana amai vari kutora zvinodhaka,entailment,Entailment
Ehe kwakanaka chose kwakuchinaya here.,Ini handina basa nekunaya.,neutral,Neutral
Ehe kwakanaka chose kwakuchinaya here.,Kuno kwakanaka uye kuri kunaya.,entailment,Entailment
Ehe kwakanaka chose kwakuchinaya here.,Kunobhowa zvikurusei nezuva raramba ropisa.,contradiction,Contradiction
Hupenyu hwemunhu hwakakosha uye nyangwe uchida kana kusada kubatsira mumwe,Hupenyu hwose hwakakodzera kugadziriswa nekuumbwa pahunhu uye kuwana mukana wechipiri.,neutral,Neutral
Hupenyu hwemunhu hwakakosha uye nyangwe uchida kana kusada kubatsira mumwe,Hapana munhu akakodzera kubatsirwa nekuumbwa pahunhu.,contradiction,Contradiction
Hupenyu hwemunhu hwakakosha uye nyangwe uchida kana kusada kubatsira mumwe,Nyangwezvazvo pane kubatsirwa nekuumbwa pahunhu hupenyu hwaka kodzerawo.,entailment,Entailment
Iwe mukomana une dambudziko rewaya ipapo.,Handisati ndawona dambudziko rewaya rakadai,neutral,Contradiction
Iwe mukomana une dambudziko rewaya ipapo.,Nyaya yewaya handiro dambudziko.,contradiction,Contradiction
Iwe mukomana une dambudziko rewaya ipapo.,Pane dambudziko rinokonzerwa nekusava newaya dzirimugwara.,entailment,Entailment
Zvinoratidza sekuti kunonakidza ehe zvinoshamisa kwandiri kuti vanobvumira zvakawanda.,Handishamisike kuti vaive netsitsi,contradiction,Neutral
Zvinoratidza sekuti kunonakidza ehe zvinoshamisa kwandiri kuti vanobvumira zvakawanda.,Ndashamisika kuti vakubvumirai kutora chikafu nezvinwiwa imomo.,neutral,Entailment
Zvinoratidza sekuti kunonakidza ehe zvinoshamisa kwandiri kuti vanobvumira zvakawanda.,Ndashamisika nezvavanokwanisa kutiza nazvo vasinga sungwe.,entailment,Entailment
oh zvisinei zvisinei vana vangu umwe anemakore makumi maviri nerimwe mumwe makore makumi maviri anemana saka handidaro,Handingadero nekuti vana vangu vadarika makore makumi maviri ekuberekwa.,entailment,Entailment
oh zvisinei zvisinei vana vangu umwe anemakore makumi maviri nerimwe mumwe makore makumi maviri anemana saka handidaro,Ndingangodero nekuti nemakore avo ari pedyo nepedyo.,neutral,Neutral
oh zvisinei zvisinei vana vangu umwe anemakore makumi maviri nerimwe mumwe makore makumi maviri anemana saka handidaro,Ndinofanira kuita sekudaro nekuti vese vanoti umwe ane makore gumi umwe gumi nerimwe ekuberekwa.,contradiction,Contradiction
Ehe vanhu vanogona kuva kumabasa cheronguva kana kuita pfungwao dzisina kumira zvakanaka kana vakapiwa simba rekupa pfungwa dzavo.,"Ehe, vanhu vasingagoni kuita pfungwa dzinobatsira padzinodiwa.",entailment,Contradiction
Ehe vanhu vanogona kuva kumabasa cheronguva kana kuita pfungwao dzisina kumira zvakanaka kana vakapiwa simba rekupa pfungwa dzavo.,"Ehe, vanhu vangave vasina nzara.",neutral,Neutral
Ehe vanhu vanogona kuva kumabasa cheronguva kana kuita pfungwao dzisina kumira zvakanaka kana vakapiwa simba rekupa pfungwa dzavo.,"Ehe, vanhu vasina pfungwa dzakaremara.",contradiction,Contradiction
"Aiwa, vachingori mukushanya sezvo vanongori vashanyi kubvira makore ekupera kwema1960.", Ivo vanga vari vashanyi kubva 1970 asati asvika .,entailment,Contradiction
"Aiwa, vachingori mukushanya sezvo vanongori vashanyi kubvira makore ekupera kwema1960.",Vanofarira kushanya .,neutral,"Neutral.

The premise states that Aiwa is visiting as they have been tourists since the late 1960s, but it does not provide information about whether they enjoy visiting. Therefore, the hypothesis that they enjoy visiting is not directly supported or contradicted by the premise."
"Aiwa, vachingori mukushanya sezvo vanongori vashanyi kubvira makore ekupera kwema1960.",Vachangobva kupedza kushanya kwavo .,contradiction,Contradiction
Unoita sei aerobics.,Ungatsanangure here maitiro aungaite aerobics?,entailment,Neutral.
Unoita sei aerobics., Ndinofarira aerobics nekuti ndinoda kusimbisa mwoyo wangu .,neutral,Neutral
Unoita sei aerobics.,Ndapota regai kutaura nezveaerobics.,contradiction,Contradiction
Aiwa izvo zvakanaka ndanga ndisina kumbofunga nezvazvo ., Idzo ipfungwa dzisina maturo dzandakaramba svondo rapera .,contradiction,Contradiction
Aiwa izvo zvakanaka ndanga ndisina kumbofunga nezvazvo .,Iyo ipfungwa yakanaka .,entailment,Neutral
Aiwa izvo zvakanaka ndanga ndisina kumbofunga nezvazvo .,Gangaidzo ramataura ipfungwa yakanaka .,neutral,Neutral
Dambanevana mazuva maviri pasvondo vakaatumidza kuti izuva rekuchengetwa kwevagari vechikuru asi mukadzi anoenda kunzvimbo yevagari vechikuru  .,Dambanevana rinovhurwa zuva rega rega kuvana vanemakore ari pasi pemashanu chete .,contradiction,Contradiction
Dambanevana mazuva maviri pasvondo vakaatumidza kuti izuva rekuchengetwa kwevagari vechikuru asi mukadzi anoenda kunzvimbo yevagari vechikuru  .,Vanovatendera kuenda kanopfuura kaviri pasvondo kana vagari vechikuru vachitenderana nazvo .,neutral,Neutral
Dambanevana mazuva maviri pasvondo vakaatumidza kuti izuva rekuchengetwa kwevagari vechikuru asi mukadzi anoenda kunzvimbo yevagari vechikuru  .,Vanoritora sezuva rekuchengetwa kwevagari vechikuru asi inonzi nzvimbo yevagari vechikuru .,entailment,Entailment
 Iri ndoraive donzvo ravo oh.,Izvi ndizvo zvavaishingairira.,entailment,Neutral.
 Iri ndoraive donzvo ravo oh.,Hazvisizvo zvaivamboda.,contradiction,Neutral.
 Iri ndoraive donzvo ravo oh.,Vakabudirira kuzadzikisa chinangwa chavo.,neutral,"Neutral.

The premise ""Iri ndoraive donzvo ravo oh"" translates to ""This was their goal oh,"" while the hypothesis ""Vakabudirira kuzadzikisa chinangwa chavo"" translates to ""They succeeded in achieving their goal."" The premise does not provide information about whether the goal was achieved, so it does not entail or contradict the hypothesis."
Kugona kubata pfuti zvakanaka kushandisa maoko maviri,Hafu dzepfuti dzinopotsa pakupfura inobva pakushandiswa kweruoko rumwe .,neutral,Entailment
Kugona kubata pfuti zvakanaka kushandisa maoko maviri,Nzira yakanaka kuenderera mberi nayo pakudzora pfuti kushandisa makumbo ose.,contradiction,Contradiction
Kugona kubata pfuti zvakanaka kushandisa maoko maviri,Shandisa maoko ose kana uchidzidzira kudzora pfuti.,entailment,Entailment
Uh zvakangouyawo zvichibva kumwe asi handina kuziva kwazvaibva asi,Handizivi kwainobva asi inomhanyisa.,entailment,Neutral
Uh zvakangouyawo zvichibva kumwe asi handina kuziva kwazvaibva asi,Inouya ichi mhanyisa asi ndinekakuziva kwainenge ichibva.,neutral,Contradiction
Uh zvakangouyawo zvichibva kumwe asi handina kuziva kwazvaibva asi,Inouya semasvisvinwa enzimbe uye ndonyatsoziva kuti inouya nguvai,contradiction,Contradiction
Kwete handinyatsozivi nezvayo handifungi kudaro,Handizive zvakanyanya nezvazvo.,entailment,Entailment
Kwete handinyatsozivi nezvayo handifungi kudaro,Handina chandinoziva nezvenyaya dzerudo.,neutral,Neutral.
Kwete handinyatsozivi nezvayo handifungi kudaro,Ndangandichiverenga nezvazvo kwemakore,contradiction,Contradiction
Ehe anga ari musikana ane mukurumbira unozviziva,Ndinofunga kuti anozviziva kuti ainakidza,neutral,Neutral
Ehe anga ari musikana ane mukurumbira unozviziva,Aiwa aisembura,contradiction,Contradiction
Ehe anga ari musikana ane mukurumbira unozviziva,Ehe mukadzi ainyatsogona.,entailment,Neutral
Ehe akafunga kutsvaka uh um uh chikorobho chokuti ushandise., Murume akakurudzira  kutengwa kwe (vacuum) mutsvairo unoita zvekusveta marara .,contradiction,Contradiction
Ehe akafunga kutsvaka uh um uh chikorobho chokuti ushandise.,Murume akakurudzira kutsvagwa kwechikorobho.,entailment,Entailment
Ehe akafunga kutsvaka uh um uh chikorobho chokuti ushandise.,Murume aida kupukuta ropa nechikorobho.,neutral,Contradiction
Kuno zvinhu hazvina kumira zvakanaka tichangobva mukupfurwa kwevanhu mumugwagwa mablock matatu kubva pamba pedu .,Kupfuurwa kwakaitika tingati mamaera  zana kubva pandogara .,contradiction,Contradiction
Kuno zvinhu hazvina kumira zvakanaka tichangobva mukupfurwa kwevanhu mumugwagwa mablock matatu kubva pamba pedu ., Kupfuurwa kwaive pedyo nemba yangu uye kunoita kuti nditye kubuda panze . ,neutral,Entailment
Kuno zvinhu hazvina kumira zvakanaka tichangobva mukupfurwa kwevanhu mumugwagwa mablock matatu kubva pamba pedu .," Kwakave nekupfuurwa pedyo nemusha wangu ,hakuna kutombomira zvakanaka munzvimbo muno .",entailment,Entailment
uh-huh ndezvechokwadi inochinja chinja.,"Handiwirirani newe, haigaro chinja chinja.",contradiction,Contradiction
uh-huh ndezvechokwadi inochinja chinja.,Ndinofunga kuti unogona kunge uine chokwadi nezve kuchinja chinja kwacho.,neutral,Neutral.
uh-huh ndezvechokwadi inochinja chinja.,Unechokwadi nenyaya yekuchinja chinja kwacho.,entailment,Neutral.
 Ini ndiri kuedza kushingirira kunyangwe zvakaoma .,Ndiri kuedza kushingirira.,entailment,Entailment
 Ini ndiri kuedza kushingirira kunyangwe zvakaoma .,Ini zvechokwadi ndiri kuedza nepandogona  .,neutral,Entailment
 Ini ndiri kuedza kushingirira kunyangwe zvakaoma .,Ndichazviregera ndorega kufunga zveshure .,contradiction,Contradiction
Tinowana pokupinda napo mutekinoroji yeramangwana.,Tiri kuvaka zvinodiwa kugadzirira ramangawana retekinoroji.,entailment,Entailment
Tinowana pokupinda napo mutekinoroji yeramangwana.,Tinovaka matansistor kuitira ramangwana rifambiswe ne AI.,neutral,Neutral.
Tinowana pokupinda napo mutekinoroji yeramangwana.,Tinoda kudzivirira kubudirira kwetekinoroji.,contradiction,Contradiction
"Semuenzaniso, pokupedzisira, majini ose ano chinjakuita pepuru","Pokupedzisira, chikamu chiri pakati nepakati chemajini chino chinja kuita pepuru.",contradiction,Entailment
"Semuenzaniso, pokupedzisira, majini ose ano chinjakuita pepuru",Zvinoitika kuti majini achinje ruvara.,entailment,Entailment
"Semuenzaniso, pokupedzisira, majini ose ano chinjakuita pepuru",Dzimwe nguva majini kuita ruvara rwe bhuruu,neutral,Contradiction
 Daniei Yamins inyanzvi yechidiki ine ruzivo rwesvomhu.,VaYamins inyanzvi pasvomhu.,entailment,Entailment
 Daniei Yamins inyanzvi yechidiki ine ruzivo rwesvomhu.,Chinangwa chava Yamins ialgebraic geometry.,neutral,Neutral
 Daniei Yamins inyanzvi yechidiki ine ruzivo rwesvomhu.,VaYamins inyanzvi mukuimba asi havagone zvachose svomhu .,contradiction,Contradiction
" Kana zvakaita saizvozvo ,vanowanzonge vari pedyo nemuganhu here.",Ini ndinoziva havafambe vari pedyo nemuganhu.,contradiction,Contradiction
" Kana zvakaita saizvozvo ,vanowanzonge vari pedyo nemuganhu here."," Ndinoda kuziva ,vanowanzonge vari muEngland?",neutral,Neutral
" Kana zvakaita saizvozvo ,vanowanzonge vari pedyo nemuganhu here.", Mutauri aida kujekeserwa kuti rungani rwavanoenda pedyo nemuganhu.,entailment,Neutral
Ndinofunga kuti pane zano rema mamolecular rinoti bioshere igaro zvigadziridza mumararamiro ayo mukuzvisumudzira mukugara nekugara,Biosphere inochinja zvikuru.,entailment,Entailment
Ndinofunga kuti pane zano rema mamolecular rinoti bioshere igaro zvigadziridza mumararamiro ayo mukuzvisumudzira mukugara nekugara,Biosphere inochinja nemamiriro ekupisa kana kutonhora.,neutral,Neutral
Ndinofunga kuti pane zano rema mamolecular rinoti bioshere igaro zvigadziridza mumararamiro ayo mukuzvisumudzira mukugara nekugara,Biosphere haimbochinji.,contradiction,Contradiction
"Nekusvetuka uku, makirisitaru enguva dzose haagoni kuita ruzivo rwakawanda.",MaKirisitari enguva dzose midziyo inochengetedza ruzivo rwakawanda.,contradiction,Contradiction
"Nekusvetuka uku, makirisitaru enguva dzose haagoni kuita ruzivo rwakawanda.",Makirisitari enguva dzose midziyo isingashandisike kuchengetedza ruzivo. ,entailment,Entailment
"Nekusvetuka uku, makirisitaru enguva dzose haagoni kuita ruzivo rwakawanda.",Kune mamwe marudzi emakirisitari akakoshesesa mukuchengetedza ruzivo rwezvimiro zvepasi rino ichishandisa miseve ye Laser,neutral,Contradiction
"Naizvozvo, vanhu vakuru havagoni kudzidzisa vana vaduku vachinyepedzera, sezvanoisiita kana vachivabatsira kunzwisisa dambanemazwi kana mamwe mabasa anoenderana.",Vana vasati voinda kuchikoro vakazvarwa vachigona kugadzirisa dambanemazwi pane kutamba mitambo yekutevedzera,contradiction,Contradiction
"Naizvozvo, vanhu vakuru havagoni kudzidzisa vana vaduku vachinyepedzera, sezvanoisiita kana vachivabatsira kunzwisisa dambanemazwi kana mamwe mabasa anoenderana.",Vana vasati voinda kuchikoro havadi rubatsiro rwakanyanya pakudzidzira zvekunyepedzera.,entailment,Contradiction
"Naizvozvo, vanhu vakuru havagoni kudzidzisa vana vaduku vachinyepedzera, sezvanoisiita kana vachivabatsira kunzwisisa dambanemazwi kana mamwe mabasa anoenderana.",Vana vasati voinda kuchikoro vanoshaya unyanzvi hokutevedzera madambanemazwi vari vega.,neutral,Entailment
[Nyika ino] yakazvarwa murusununguko nemukuzvipira kuti vanhu vese vakazvarwa vakafanana.,Zvinyorwa pamusoro pechirevo ichi akanyorwa mumagwaro akawanda aitevera.,neutral,Neutral.
[Nyika ino] yakazvarwa murusununguko nemukuzvipira kuti vanhu vese vakazvarwa vakafanana.,Vamwe vanhu vaitenda kuti vanhu vese vakaenzana . ,entailment,Entailment
[Nyika ino] yakazvarwa murusununguko nemukuzvipira kuti vanhu vese vakazvarwa vakafanana., Nyika ino yakavambwa padzidziso yokuti vamwe vanhu vanozvarwa varinani kupfuura vamwe.,contradiction,Contradiction
Ndinofanira kumurumbidza zvakanyanya here?, Ndine chokwadi chekuti ndinoda kumurova nekuda kwekukanganisa kwake.,contradiction,Contradiction
Ndinofanira kumurumbidza zvakanyanya here?, Ndiri kufunga kana achida kuvongwa zvakanyanya kubva kwandiri,entailment,Neutral
Ndinofanira kumurumbidza zvakanyanya here?, Ndinofanirwa kumurumbidza zvakanyanya here nemurudziro waaita piano? ,neutral,Entailment
Dzidziso yemaSpin network inogona inogadzirwa mumativi akasiyana.,Mamwe mativi anogona kushandiswa kuvaka dzidziso yemaSpin Network.,entailment,Entailment
Dzidziso yemaSpin network inogona inogadzirwa mumativi akasiyana.,MaSpin networks anoshandiswa zvikuru mumatekinoroji ekuchengetedzwa kweruzivo.,neutral,Neutral
Dzidziso yemaSpin network inogona inogadzirwa mumativi akasiyana.,MaSpin networks haagoni kufungwa nezvawo mumativi akasiyana.,contradiction,Contradiction
"(achimhanya mhanya) Kwete, kwete, handidi kuti ufe!",Handidi kuti ufe!,entailment,Entailment
"(achimhanya mhanya) Kwete, kwete, handidi kuti ufe!",Handina hanya kana ukafa!,contradiction,Contradiction
"(achimhanya mhanya) Kwete, kwete, handidi kuti ufe!",Ndingashatirwe kana iwe ukafa!,neutral,Contradiction
"Akasungirirwa pachena musi wa 19 Kurume, gore ra1875, ku San Jose, muCalifonia.",California yakanga ichitendera kuurayiwa kwevanhu pajekerer kubva  muna 1875.,entailment,Contradiction
"Akasungirirwa pachena musi wa 19 Kurume, gore ra1875, ku San Jose, muCalifonia.",Akaregererwa zvaaipomerwa kuita akabva aendeswa kwake.,contradiction,Neutral.
"Akasungirirwa pachena musi wa 19 Kurume, gore ra1875, ku San Jose, muCalifonia.",Aka sungurirwa pamusoro urira vanhu kuti vapandukire vatongi nekuba mahachi.,neutral,Contradiction
"Mumhirizhonga yehutongi, gungwa rakasvibira rinoonekwa.",Gungwa rainge rakadzika nekusvibira uye yakatsetseka kunge magirazi,contradiction,Contradiction
"Mumhirizhonga yehutongi, gungwa rakasvibira rinoonekwa.",Gungwa rainge rakazara nehove diki dzaiungana pachikepe,neutral,Contradiction
"Mumhirizhonga yehutongi, gungwa rakasvibira rinoonekwa.",Gungwa raive riri girinhi uye richiratidzika kufashukira,entailment,Contradiction
Mutemo mutsva wainge urikuda kushandiswa kubva mukutambudzwa kwekuma 1860.,Pakazosvika makore ekuma 1870 mitemo yose yakanga isingachashandi nenyika yakanga isingachatongeki.,contradiction,Contradiction
